survey_year,UNITID,ENRTOT,FTE,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,EFUGFT,EFUG1SFT,EFUGTRFT,EFUGCNFT,EFUGNDFT,EFUGPT,EFUG1SPT,EFUGTRPT,EFUGCNPT,EFUGNDPT,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,EFGRADFT,EFGRADPT,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF01,DVEF02,DVEF03,DVEF05,DVEF06,DVEF07,DVEF09,DVEF10,DVEF11,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTN,RMOUSTTN,RMFRGNCN,RMUNKNWN,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON
2016,100937,1293,1288,1284,9,79,12,2,5,5,0,1,1,0,0,51,25,1293,328,15,946,4,1284,328,15,939,2,9,0,0,7,2,79,12,2,5,5,0,1,1,0,0,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,178,148,2,0,54,45,1,0,0,0,100,0,0,100,,,
2016,101028,1528,1087,864,664,50,39,5,1,1,0,1,3,1,0,60,19,1528,359,196,869,104,864,293,100,467,4,664,66,96,402,100,50,39,5,1,1,0,1,3,1,0,60,0,0,0,,,,,,,,,,,,521,521,0,204,204,0,317,317,0,5,61,34,0,266,92,0,1,74,26,0,0,2,20,78,2,20,78,,,
2016,101073,340,319,305,35,4,93,0,0,0,0,0,0,0,3,49,39,340,139,50,151,0,305,134,45,126,0,35,5,5,25,0,4,93,0,0,0,0,0,0,0,3,49,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,80,57,0,2,58,41,0,1,0,43,57,0,43,57,,,
2016,101116,517,356,254,263,29,66,2,2,1,1,1,0,1,0,75,5,394,24,79,291,0,238,20,41,177,0,156,4,38,114,0,30,64,2,2,1,1,0,0,2,0,75,123,16,107,26,69,1,2,2,0,2,0,1,0,76,,,,,,,,,,,,,,23,0,0,1,96,0,0,4,0,38,62,0,34,66,0,52,48
2016,101143,1755,1158,857,898,65,23,6,2,2,0,1,3,0,0,48,17,1755,384,154,819,398,857,296,96,429,36,898,88,58,390,362,65,23,6,2,2,0,1,3,0,0,48,0,0,0,,,,,,,,,,,,409,409,0,177,177,0,232,232,0,17,60,23,0,365,13,0,6,95,3,0,2,14,22,64,14,22,64,,,
2016,101161,4781,3301,2553,2228,72,19,3,2,1,0,2,2,0,0,62,22,4781,1246,492,2451,592,2553,1042,279,1218,14,2228,204,213,1233,578,72,19,3,2,1,0,2,2,0,0,62,0,0,0,,,,,,,,,,,,1146,1146,0,422,422,0,724,724,0,8,68,24,0,1183,50,0,13,95,4,0,1,11,40,49,11,40,49,,,
2016,101189,3319,2746,2377,942,47,44,2,1,1,0,1,2,1,2,60,11,2583,314,559,1424,286,1779,297,354,1128,0,804,17,205,296,286,46,45,2,1,1,0,1,2,1,2,60,736,598,138,50,41,2,1,1,0,1,1,2,1,59,1702,1105,597,1176,712,464,526,393,133,12,45,43,0,224,77,13,0,71,25,4,0,26,25,48,19,29,52,50,13,37
2016,101240,5109,3385,2513,2596,71,19,3,1,1,0,1,2,0,2,59,19,5109,1238,334,2968,569,2513,979,176,1316,42,2596,259,158,1652,527,71,19,3,1,1,0,1,2,0,2,59,0,0,0,,,,,,,,,,,,1534,1534,0,581,581,0,953,953,0,7,63,30,0,1180,16,20,22,95,1,2,2,12,27,60,12,27,60,,,
2016,101277,82,82,82,0,88,1,11,0,0,0,0,0,0,0,98,74,82,61,0,21,0,82,61,0,21,0,0,0,0,0,0,88,1,11,0,0,0,0,0,0,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,61,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2016,101286,4543,2842,1983,2560,66,27,3,1,1,0,0,2,0,0,66,16,4543,912,338,2654,639,1983,733,159,1070,21,2560,179,179,1584,618,66,27,3,1,1,0,0,2,0,0,66,0,0,0,,,,,,,,,,,,1462,1462,0,505,505,0,957,957,0,11,57,32,0,882,28,0,2,97,3,0,0,5,14,81,5,14,81,,,
2016,101295,5445,3624,2703,2742,85,6,4,1,1,0,1,1,2,1,62,17,5445,1149,385,3323,588,2703,908,227,1471,97,2742,241,158,1852,491,85,6,4,1,1,0,1,1,2,1,62,0,0,0,,,,,,,,,,,,1402,1402,0,540,540,0,862,862,0,7,67,26,0,1118,31,0,0,97,3,0,0,12,31,57,12,31,57,,,
2016,101301,1618,1146,907,711,22,74,1,0,0,0,0,1,1,1,64,21,1618,372,109,916,221,907,339,63,496,9,711,33,46,420,212,22,74,1,0,0,0,0,1,1,1,64,0,0,0,,,,,,,,,,,,465,465,0,195,195,0,270,270,0,10,61,29,0,372,0,0,0,100,0,0,0,25,27,48,25,27,48,,,
2016,101365,499,310,188,311,34,52,1,0,0,0,0,6,7,0,66,2,482,64,102,315,1,181,10,15,156,0,301,54,87,159,1,34,51,1,0,0,0,0,6,6,0,66,17,7,10,18,53,0,0,0,0,0,6,24,0,53,,,,,,,,,,,,,,61,3,0,0,95,5,0,0,33,1,66,30,1,68,100,0,0
2016,101435,1148,986,881,267,64,21,4,0,0,0,1,4,5,0,49,24,1148,277,122,741,8,881,277,55,548,1,267,0,67,193,7,64,21,4,0,0,0,1,4,5,0,49,0,0,0,,,,,,,,,,,,236,236,0,32,32,0,204,204,0,0,79,21,0,200,74,0,3,72,27,0,1,0,0,100,0,0,100,,,
2016,101453,82,48,27,55,74,10,1,1,1,0,6,2,2,2,5,2,50,2,11,37,0,22,1,2,19,0,28,1,9,18,0,72,14,0,2,2,0,4,4,2,2,6,32,5,27,78,3,3,0,0,0,9,0,3,3,3,,,,,,,,,,,,,,0,1,0,1,0,50,0,50,61,16,23,50,20,30,78,9,13
2016,101462,829,581,455,374,35,55,2,1,1,0,1,3,1,2,53,15,829,177,106,511,35,455,123,54,276,2,374,54,52,235,33,35,55,2,1,1,0,1,3,1,2,53,0,0,0,,,,,,,,,,,,442,442,0,243,243,0,199,199,0,2,44,53,1,175,1,0,1,99,1,0,1,5,34,61,5,34,61,,,
2016,101471,446,405,385,61,51,48,1,0,0,0,0,0,0,0,25,53,446,275,13,158,0,385,238,13,134,0,61,37,0,24,0,51,48,1,0,0,0,0,0,0,0,25,0,0,0,,,,,,,,,,,,377,377,0,326,326,0,51,51,0,0,15,85,0,275,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2016,101480,8514,6823,5728,2786,72,19,1,1,1,0,1,0,4,3,58,17,7561,1320,623,4771,847,5480,1294,423,3675,88,2081,26,200,1096,759,72,18,1,1,1,0,1,0,5,2,57,953,248,705,66,25,1,0,0,0,1,0,2,5,64,2081,1317,764,775,606,169,1306,711,595,10,73,17,0,1041,274,0,5,79,21,0,0,19,0,81,14,0,86,63,0,37
2016,101499,1000,700,548,452,58,30,1,2,2,0,2,2,5,0,56,26,1000,316,87,552,45,548,258,44,246,0,452,58,43,306,45,58,30,1,2,2,0,2,2,5,0,56,0,0,0,,,,,,,,,,,,386,386,0,197,197,0,189,189,0,2,59,39,1,276,34,0,6,87,11,0,2,5,30,66,5,30,66,,,
2016,101505,8938,4860,2799,6139,66,21,4,2,2,0,0,3,1,2,61,12,8938,1696,947,4613,1682,2799,1079,372,1333,15,6139,617,575,3280,1667,66,21,4,2,2,0,0,3,1,2,61,0,0,0,,,,,,,,,,,,2611,2611,0,583,583,0,2028,2028,0,13,58,29,0,1579,25,12,80,93,1,1,5,16,21,63,16,21,63,,,
2016,101514,9900,5690,3562,6338,68,17,5,3,3,0,1,4,1,1,53,12,9900,1969,635,5810,1486,3562,1143,250,2077,92,6338,826,385,3733,1394,68,17,5,3,3,0,1,4,1,1,53,0,0,0,,,,,,,,,,,,3297,3297,0,863,863,0,2434,2434,0,7,59,33,1,1911,36,0,22,97,2,0,1,17,25,58,17,25,58,,,
2016,101541,327,275,241,86,71,19,1,2,2,0,0,1,6,0,98,26,327,131,35,161,0,241,86,24,131,0,86,45,11,30,0,71,19,1,2,2,0,0,1,6,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,77,14,0,40,59,11,0,31,0,27,73,0,27,73,,,
2016,101569,3128,2176,1695,1433,16,81,2,1,1,0,0,1,0,0,57,20,3128,836,343,1752,197,1695,638,190,862,5,1433,198,153,890,192,16,81,2,1,1,0,0,1,0,0,57,0,0,0,,,,,,,,,,,,1033,1033,0,387,387,0,646,646,0,3,63,33,1,812,20,1,3,97,2,0,0,7,16,77,7,16,77,,,
2016,101587,3986,3731,3570,416,49,38,1,0,0,0,1,1,5,4,68,19,1978,377,257,1340,4,1722,373,235,1114,0,256,4,22,226,4,45,41,2,0,0,0,0,2,4,6,55,2008,1848,160,54,35,1,0,0,0,1,1,5,3,81,,,,,,,,,,,,,,348,27,0,2,92,7,0,1,50,6,44,10,8,82,89,4,8
2016,101602,1742,1272,1035,707,73,22,2,0,0,0,1,2,0,0,57,24,1742,453,124,842,323,1035,414,83,535,3,707,39,41,307,320,73,22,2,0,0,0,1,2,0,0,57,0,0,0,,,,,,,,,,,,330,330,0,162,162,0,168,168,0,12,69,19,0,430,16,3,4,95,4,1,1,3,43,54,3,43,54,,,
2016,101648,425,422,421,4,59,19,11,5,5,0,1,5,1,0,22,65,425,275,17,130,3,421,275,17,129,0,4,0,0,1,3,59,19,11,5,5,0,1,5,1,0,22,0,0,0,,,,,,,,,,,,2,2,0,0,0,0,2,2,0,0,99,0,0,92,180,0,3,33,65,0,1,0,0,100,0,0,100,,,
2016,101675,1820,1790,1771,49,2,96,1,0,0,0,0,1,0,0,50,24,1820,429,146,1245,0,1771,428,140,1203,0,49,1,6,42,0,2,96,1,0,0,0,0,1,0,0,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,246,179,0,4,57,42,0,1,0,0,100,0,0,100,,,
2016,101693,1480,1349,1266,214,53,21,2,1,1,0,1,3,16,4,64,16,1376,224,118,1025,9,1241,224,110,907,0,135,0,8,118,9,54,19,2,1,1,0,1,3,16,4,63,104,25,79,43,42,1,1,1,0,1,0,10,2,83,,,,,,,,,,,,,,168,51,5,0,75,23,2,0,11,35,54,11,35,54,8,37,56
2016,101709,2798,2511,2333,465,71,15,4,1,1,0,0,3,4,1,69,20,2409,477,155,1767,10,2178,473,140,1564,1,231,4,15,203,9,71,15,4,1,1,0,0,3,4,1,68,389,155,234,76,13,3,0,0,0,0,1,5,2,75,503,252,251,226,168,58,277,84,193,1,89,10,0,408,61,0,8,86,13,0,2,0,10,90,0,7,93,0,31,69
2016,101736,3752,2307,1576,2176,81,11,4,0,0,0,1,0,2,1,57,20,3752,988,116,1890,758,1576,751,66,751,8,2176,237,50,1139,750,81,11,4,0,0,0,1,0,2,1,57,0,0,0,,,,,,,,,,,,826,826,0,274,274,0,552,552,0,15,62,22,1,955,11,0,22,97,1,0,2,6,19,75,6,19,75,,,
2016,101879,7333,6163,5428,1905,72,14,3,1,1,0,1,2,4,3,60,19,6254,1196,567,4083,408,5162,1177,473,3493,19,1092,19,94,590,389,71,14,3,1,0,0,1,3,5,3,59,1079,266,813,76,13,1,1,1,0,1,1,1,5,61,,,,,,,,,,,,,,1011,166,18,1,85,14,2,0,15,32,53,6,35,59,67,15,18
2016,101897,2613,1676,1202,1411,84,2,9,0,0,0,3,1,0,0,61,19,2613,619,81,1307,606,1202,491,49,646,16,1411,128,32,661,590,84,2,9,0,0,0,3,1,0,0,61,0,0,0,,,,,,,,,,,,585,585,0,243,243,0,342,342,0,18,59,22,0,612,4,0,3,99,1,0,0,11,39,51,11,39,51,,,
2016,101912,1794,1717,1668,126,1,86,3,0,0,0,0,0,3,6,59,22,1740,391,72,1256,21,1626,390,68,1168,0,114,1,4,88,21,0,86,3,0,0,0,0,0,3,6,59,54,42,12,20,69,4,2,2,0,0,0,2,4,54,282,236,46,216,181,35,66,55,11,3,83,14,0,56,307,25,3,14,79,6,1,3,2,95,3,2,94,0,0,100
2016,101949,1362,983,792,570,54,43,1,0,0,0,1,1,1,0,54,28,1362,426,77,582,277,792,381,50,361,0,570,45,27,221,277,54,43,1,0,0,0,1,1,1,0,54,0,0,0,,,,,,,,,,,,189,189,0,71,71,0,118,118,0,15,72,14,0,411,14,0,1,96,3,0,0,3,20,77,3,20,77,,,
2016,101958,10,5,1,9,90,0,10,0,0,0,0,0,0,0,90,0,10,0,0,10,0,1,0,0,1,0,9,0,0,9,0,90,0,10,0,0,0,0,0,0,0,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,100,0,0,,,
2016,101994,489,300,205,284,40,57,0,0,0,0,1,1,0,0,61,13,489,76,77,219,117,205,66,38,101,0,284,10,39,118,117,40,57,0,0,0,0,1,1,0,0,61,0,0,0,,,,,,,,,,,,182,182,0,83,83,0,99,99,0,20,42,37,0,72,3,0,1,95,4,0,1,0,71,29,0,71,29,,,
2016,102030,3028,2052,1559,1469,28,63,2,2,2,0,1,2,0,3,60,20,3028,748,316,1568,396,1559,597,187,773,2,1469,151,129,795,394,28,63,2,2,2,0,1,2,0,3,60,0,0,0,,,,,,,,,,,,1035,1035,0,470,470,0,565,565,0,10,55,34,1,708,23,8,9,95,3,1,1,3,15,82,3,15,82,,,
2016,102049,5471,5273,5148,323,80,9,3,2,2,0,0,2,1,2,64,27,3341,916,113,2295,17,3207,916,85,2203,3,134,0,28,92,14,83,7,4,1,1,0,0,2,1,2,65,2130,1941,189,76,13,2,3,3,0,1,2,2,2,62,,,,,,,,,,,,,,253,650,11,2,28,71,1,0,13,14,73,1,15,84,31,13,56
2016,102058,172,168,166,6,0,83,0,0,0,0,0,0,12,5,72,32,165,53,9,103,0,161,53,9,99,0,4,0,0,4,0,0,84,0,0,0,0,0,0,12,4,72,7,5,2,0,71,0,0,0,0,0,0,14,14,71,,,,,,,,,,,,,,15,0,0,38,28,0,0,72,0,0,100,0,0,100,0,0,100
2016,102067,4810,3026,2125,2685,56,36,0,1,1,0,0,2,4,1,56,13,4810,1018,343,3075,374,2125,613,194,1286,32,2685,405,149,1789,342,56,36,0,1,1,0,0,2,4,1,56,0,0,0,,,,,,,,,,,,1038,1038,0,328,328,0,710,710,0,2,76,22,0,961,37,3,17,94,4,0,2,9,17,74,9,17,74,,,
2016,102076,2321,1677,1351,970,77,7,10,1,1,0,3,0,1,1,63,25,2321,636,126,1225,334,1351,569,74,701,7,970,67,52,524,327,77,7,10,1,1,0,3,0,1,1,63,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,599,21,0,16,94,3,0,3,27,45,28,27,45,28,,,
2016,102094,16443,14781,13698,2745,60,20,3,4,3,0,1,2,3,7,60,17,11761,1996,959,8528,278,9604,1955,816,6825,8,2157,41,143,1703,270,57,22,3,3,3,0,1,3,3,9,54,4682,4094,588,67,16,3,4,4,0,1,1,4,4,77,5878,2033,3845,4395,1102,3293,1483,931,552,3,80,17,0,1459,356,181,0,73,18,9,0,21,21,58,3,28,69,66,5,29
2016,102234,1476,1413,1373,103,70,14,3,2,1,0,1,4,3,3,62,28,1381,392,41,946,2,1367,392,41,932,2,14,0,0,14,0,69,15,3,2,1,0,1,5,3,3,63,95,6,89,78,8,4,2,2,0,1,0,1,5,47,102,26,76,23,19,4,79,7,72,1,97,2,0,150,241,1,0,38,61,0,0,2,1,97,0,0,100,31,7,62
2016,102261,143,121,106,37,62,35,1,0,0,0,0,0,1,1,41,9,143,15,25,103,0,106,13,20,73,0,37,2,5,30,0,62,35,1,0,0,0,0,0,1,1,41,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13,2,0,0,87,13,0,0,0,10,90,0,10,90,,,
2016,102270,628,598,579,49,4,95,1,0,0,0,0,0,0,0,57,20,628,129,83,416,0,579,125,71,383,0,49,4,12,33,0,4,95,1,0,0,0,0,0,0,0,57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,97,31,0,1,75,24,0,1,0,6,94,0,6,94,,,
2016,102298,675,644,624,51,2,85,5,0,0,0,0,3,1,3,48,4,675,26,6,637,6,624,25,6,593,0,51,1,0,44,6,2,85,5,0,0,0,0,3,1,3,48,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6,18,0,2,23,69,0,8,5,0,95,5,0,95,,,
2016,102313,1661,1053,745,916,30,66,2,2,2,0,0,0,0,0,51,14,1661,351,161,852,297,745,235,81,429,0,916,116,80,423,297,30,66,2,2,2,0,0,0,0,0,51,0,0,0,,,,,,,,,,,,516,516,0,242,242,0,274,274,0,14,54,31,0,350,1,0,0,100,0,0,0,3,13,84,3,13,84,,,
2016,102368,17855,13447,10635,7220,48,31,3,1,1,0,1,3,9,5,62,13,14144,2099,1571,10075,399,9350,1830,952,6547,21,4794,269,619,3528,378,53,31,4,1,1,0,1,3,4,5,60,3711,1285,2426,29,31,3,1,1,0,0,2,27,7,67,8735,5557,3178,3190,2213,977,5545,3344,2201,2,59,39,0,1379,422,153,145,66,20,7,7,37,12,51,34,13,54,50,8,41
2016,102377,2851,2789,2750,101,3,71,1,1,1,0,0,0,23,0,62,27,2393,655,72,1666,0,2346,654,72,1620,0,47,1,0,46,0,1,73,1,0,0,0,0,0,26,0,63,458,404,54,17,62,2,7,7,0,0,0,9,2,58,,,,,,,,,,,,,,217,437,0,1,33,67,0,0,0,0,100,0,0,100,3,0,97
2016,102395,210,111,48,162,62,18,9,1,0,0,0,5,6,0,30,0,75,0,4,68,3,12,0,1,10,1,63,0,3,58,2,60,11,12,1,1,0,0,9,7,0,17,135,36,99,63,21,7,1,0,1,0,3,5,0,37,176,55,121,42,7,35,134,48,86,0,21,79,0,,,,,,,,,100,0,0,100,0,0,100,0,0
2016,102429,3806,2420,1720,2086,81,14,2,0,0,0,0,1,1,0,60,13,3806,694,318,2199,595,1720,507,128,1080,5,2086,187,190,1119,590,81,14,2,0,0,0,0,1,1,0,60,0,0,0,,,,,,,,,,,,932,932,0,320,320,0,612,612,0,15,61,24,0,669,7,0,18,96,1,0,3,9,17,74,9,17,74,,,
2016,102553,16318,10896,7268,9050,56,3,8,8,7,1,6,10,6,2,58,9,15546,1825,656,9352,3713,7079,1322,364,4874,519,8467,503,292,4478,3194,56,4,8,8,7,1,6,10,7,2,58,772,189,583,67,2,7,5,4,1,6,7,3,3,67,7159,6464,695,2085,1942,143,5074,4522,552,6,52,42,1,1705,75,40,5,93,4,2,0,16,29,55,15,30,55,37,12,51
2016,102580,40,32,27,13,75,3,5,0,0,0,5,8,5,0,30,15,40,6,0,24,10,27,6,0,19,2,13,0,0,5,8,75,3,5,0,0,0,5,8,5,0,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,1,50,33,0,17,0,18,83,0,18,83,,,
2016,102614,8283,5535,3718,4565,46,2,6,2,2,1,13,5,23,3,57,9,7162,846,385,3921,2010,3189,670,242,2185,92,3973,176,143,1736,1918,45,2,6,2,2,1,14,5,24,1,57,1121,529,592,54,1,3,2,2,0,5,4,19,11,58,4149,3219,930,1167,784,383,2982,2435,547,5,49,45,1,754,81,11,0,89,10,1,0,28,23,48,25,22,53,51,29,20
2016,102632,2563,1472,749,1814,51,1,6,4,3,1,10,6,20,1,69,5,2250,162,167,988,933,659,118,73,386,82,1591,44,94,602,851,50,1,6,5,4,1,11,7,20,1,68,313,90,223,61,1,4,2,1,0,6,6,17,4,76,1532,1237,295,291,213,78,1241,1024,217,4,39,55,2,147,14,1,0,91,9,1,0,56,16,28,53,15,31,75,19,5
2016,102669,541,376,272,269,53,3,1,3,3,1,16,11,12,0,63,13,298,40,40,182,36,217,39,25,126,27,81,1,15,56,9,51,4,1,3,3,1,14,15,12,0,63,243,55,188,56,2,2,3,3,0,18,6,13,0,62,,,,,,,,,,,,,,24,15,0,1,60,38,0,3,11,13,77,19,19,61,0,4,95
2016,102711,1209,569,246,963,50,1,3,1,1,0,20,5,19,0,16,16,1209,1088,0,121,0,246,196,0,50,0,963,892,0,71,0,50,1,3,1,1,0,20,5,19,0,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1032,49,0,7,95,5,0,1,0,0,100,0,0,100,,,
2016,102845,2676,2676,2676,0,41,6,28,6,0,6,9,5,5,0,75,35,2667,939,1,1701,26,2667,939,1,1701,26,0,0,0,0,0,41,6,28,6,0,6,9,5,5,0,75,9,9,0,67,0,11,11,0,11,0,0,11,0,78,,,,,,,,,,,,,,452,487,0,0,48,52,0,0,17,78,5,17,78,5,89,11,0
2016,103501,424,424,424,0,36,13,10,22,22,0,16,1,1,0,83,30,424,129,0,295,0,424,129,0,295,0,0,0,0,0,0,36,13,10,22,22,0,16,1,1,0,83,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,129,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2016,103741,104,84,71,33,19,7,49,1,0,1,4,13,8,0,96,39,104,50,0,54,0,71,41,0,30,0,33,9,0,24,0,19,7,49,1,0,1,4,13,8,0,96,0,0,0,,,,,,,,,,,,37,37,0,18,18,0,19,19,0,0,64,36,0,50,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2016,103778,297,274,261,36,40,5,13,5,5,0,1,2,2,32,44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,297,261,36,40,5,13,5,5,0,1,2,2,32,44,221,0,221,191,0,191,30,0,30,,,,,,,,,,,,,9,0,91,,,,9,0,91
2016,103811,274,274,274,0,44,24,20,0,0,0,1,8,3,0,10,30,274,81,0,193,0,274,81,0,193,0,0,0,0,0,0,44,24,20,0,0,0,1,8,3,0,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,26,55,0,0,32,68,0,0,0,0,100,0,0,100,,,
2016,103893,653,653,653,0,24,7,57,2,1,1,7,1,2,0,87,15,653,101,92,460,0,653,101,92,460,0,0,0,0,0,0,24,7,57,2,1,1,7,1,2,0,87,0,0,0,,,,,,,,,,,,196,196,0,196,196,0,0,0,0,2,68,30,0,101,0,0,0,100,0,0,0,6,39,55,6,39,55,,,
