survey_year,UNITID,ENRTOT,FTE,ENRFT,ENRPT,PCTENRWH,PCTENRBK,PCTENRHS,PCTENRAP,PCTENRAS,PCTENRNH,PCTENRAN,PCTENR2M,PCTENRUN,PCTENRNR,PCTENRW,PCTFT1ST,EFUG,EFUG1ST,EFUGTRN,EFUGCNT,EFUGNDG,EFUGFT,EFUG1SFT,EFUGTRFT,EFUGCNFT,EFUGNDFT,EFUGPT,EFUG1SPT,EFUGTRPT,EFUGCNPT,EFUGNDPT,PCUENRWH,PCUENRBK,PCUENRHS,PCUENRAP,PCUENRAS,PCUENRNH,PCUENRAN,PCUENR2M,PCUENRUN,PCUENRNR,PCUENRW,EFGRAD,EFGRADFT,EFGRADPT,PCGENRWH,PCGENRBK,PCGENRHS,PCGENRAP,PCGENRAS,PCGENRNH,PCGENRAN,PCGENR2M,PCGENRUN,PCGENRNR,PCGENRW,DVEF01,DVEF02,DVEF03,DVEF05,DVEF06,DVEF07,DVEF09,DVEF10,DVEF11,DVEF13,DVEF14,DVEF15,DVEF16,RMINSTTN,RMOUSTTN,RMFRGNCN,RMUNKNWN,RMINSTTP,RMOUSTTP,RMFRGNCP,RMUNKNWP,PCTDEEXC,PCTDESOM,PCTDENON,PCUDEEXC,PCUDESOM,PCUDENON,PCGDEEXC,PCGDESOM,PCGDENON
2020,454953,28,21,17,11,21,36,11,0,0,0,0,7,25,0,100,14,28,5,0,23,0,17,4,0,13,0,11,1,0,10,0,21,36,11,0,0,0,0,7,25,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2020,454962,25,22,20,5,32,32,24,0,0,0,0,0,12,0,96,4,25,2,0,23,0,20,1,0,19,0,5,1,0,4,0,32,32,24,0,0,0,0,0,12,0,96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2020,454971,235,175,136,99,16,27,47,3,3,0,1,6,0,0,85,0,235,1,0,234,0,136,0,0,136,0,99,1,0,98,0,16,27,47,3,3,0,1,6,0,0,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2020,454980,101,64,40,61,35,26,30,3,3,0,1,6,0,0,99,1,101,2,0,99,0,40,1,0,39,0,61,1,0,60,0,35,26,30,3,3,0,1,6,0,0,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2020,454999,112,72,45,67,46,38,4,4,4,1,0,6,2,0,98,1,112,3,0,109,0,45,1,0,44,0,67,2,0,65,0,46,38,4,4,4,1,0,6,2,0,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2020,455008,205,151,115,90,40,28,16,2,2,0,0,13,0,0,88,2,205,12,0,193,0,115,5,0,110,0,90,7,0,83,0,40,28,16,2,2,0,0,13,0,0,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2020,455026,95,67,48,47,34,40,14,4,4,0,1,7,0,0,13,14,95,29,0,66,0,48,13,0,35,0,47,16,0,31,0,34,40,14,4,4,0,1,7,0,0,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,23,6,0,0,79,21,0,0,0,0,100,0,0,100,,,
2020,455062,67,45,31,36,66,21,4,0,0,0,0,7,0,1,96,9,67,8,0,59,0,31,6,0,25,0,36,2,0,34,0,66,21,4,0,0,0,0,7,0,1,96,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,100,0,0,0,0,0,100,0,0,100,,,
2020,455071,131,52,0,131,63,24,3,1,1,0,1,5,3,0,83,0,131,45,0,86,0,0,0,0,0,0,131,45,0,86,0,63,24,3,1,1,0,1,5,3,0,83,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,41,4,0,0,91,9,0,0,0,0,100,0,0,100,,,
2020,455080,223,222,222,1,91,3,4,0,0,0,0,1,0,0,88,12,223,26,0,197,0,222,26,0,196,0,1,0,0,1,0,91,3,4,0,0,0,0,1,0,0,88,0,0,0,,,,,,,,,,,,59,59,0,58,58,0,1,1,0,1,72,26,0,24,2,0,0,92,8,0,0,0,0,100,0,0,100,,,
