SchoolID,TotalExpenses
198233,51181493
198251,58366677
198260,195854939
198321,31822550
198330,43240743
198367,35571462
198376,40077505
198455,58953191
198464,906502658
198491,21797929
198507,86851516
198534,135731387
198543,154727955
198552,94522409
198570,53760527
198622,111084451
198640,13313632
198668,18893971
198710,26302829
198729,17672606
198774,41709447
198817,36083861
198905,10699304
198914,13005002
198923,18301128
198987,30810023
199023,11526218
199087,27991986
199102,395638972
199111,103497598
199120,3618423208
199139,705130768
199148,444681624
199157,242721249
199175,629137750
199184,77051244
199193,1735117460
199218,390457967
199263,7977003
199281,157672592
199324,17815547
199333,74014119
199421,27358220
199449,25723445
199467,9231305
199476,31642695
199485,19791169
199494,63817679
199625,19979542
199634,42921374
199722,22255933
199731,25097552
199740,25046509
199768,32608054
199786,42657278
199795,13008695
199838,26740392
199856,240411359
199892,38027593
199908,20593384
199926,34714036
199953,19951744
199999,159483611
200004,268740231
200022,50716730
200059,29454484
200086,11717901
200192,19083163
200208,12342279
200226,26592039
200253,64383337
200280,599219937
200305,48287404
200314,11520847
200332,473113978
200341,20385285
200466,13493534
200572,30455232
200800,320814963
201034,
201098,
201131,
201159,
201283,9603126
201432,
201441,432949879
201478,
201496,
201539,
201672,26679505
201690,96109186
201803,
201885,1552984899
201928,62617929
201946,
201955,
201973,38567458
202134,353867142
202152,
202222,252261362
202356,296550051
202648,25860166
202657,
202949,
202985,
203030,
203155,38322047
203331,84910664
203447,
203456,
203465,
203474,
203483,
203492,
203517,697755000
203526,
203599,60986542
203614,
203678,25656782
203748,116734971
203881,18260186
203942,
204006,
204015,
204024,676853116
204158,
204255,16537487
204422,20394359
204440,36940327
204459,
204477,93862317
204662,13845147
204671,14726397
204680,14450595
204699,17085066
204705,29480988
204796,9100815015
204802,
204820,
204839,
204848,
204857,709295323
204866,
204945,64685858
204981,
205443,58682204
205470,174615361
205841,77868374
205966,20210238
206011,17316088
206084,1057051423
206172,
206181,
206321,
206446,15373250
206604,251084997
206613,
206695,208572621
206905,
206914,56038406
206923,29513072
206941,216571271
206996,19334692
207041,63561829
207050,20640870
207069,17518269
207209,72314033
207236,26247041
207263,111903249
207281,39188054
207290,25057742
207306,38926448
207315,294707830
207342,839541000
207351,25406937
207388,967457190
207397,36218865
207449,90549889
207500,1195663000
207564,38396203
207661,47489911
207670,55211434
207722,25848273
207740,21279134
207847,85540266
207865,89286332
207935,140659475
208035,13873334
208053,
208275,28715241
208318,71517218
208390,96691473
208406,87864584
208415,20413940
208646,76229054
209038,150924104
209074,86267134
209250,84695000
209490,4517137000
209506,102543055
209542,1436765786
209551,1161521021
209746,363349599
209807,542537339
209940,62719537
210146,98168395
210155,40058585
210234,30115929
210270,35957198
210429,118148548
210605,127215539
211079,27123784
211307,89458569
211343,40804459
211608,38779932
211927,108382456
212115,107300111
212878,147080972
213020,160174113
213349,161119947
213525,62671352
213659,69278818
214041,155992149
214111,108859376
214379,95692426
214661,63064979
215239,144037376
215585,42906159
215886,
216010,132538312
216038,164210754
216296,35387008
216764,299078289
216825,46683646
217420,158298512
217475,143569880
217484,634875270
217615,23285063
217712,30877910
217819,284797495
217837,19227269
217864,152404256
217882,1328776111
217989,20290738
218025,40040322
218061,81496071
218113,113719544
218140,84606215
218229,81607521
218335,933561287
218353,115956281
218487,26568789
218520,55190383
218645,67526317
218654,40395421
218663,1331931476
218672,18953868
218681,9832391
218690,15147685
218706,9001173
218724,258710441
218733,110702243
218742,87643609
218830,69681845
218858,35532823
218885,69791637
218894,117563471
218955,9680990
218964,129809566
218991,44598501
219046,49493877
219082,60305274
219143,40208631
219189,20060015
219259,51299095
219277,39046391
219347,79834585
219356,343182722
219408,8524147
219426,36431968
219471,241202863
219480,15662485
219596,
219602,185648454
219824,84386696
219879,32929863
219888,42929664
219994,
220057,31976829
220075,440941851
220127,
220251,
220279,
220321,
220394,
220400,31754965
220640,
220701,20302138
220756,
220853,
220862,524400405
220978,428915042
221050,
221096,49628012
221102,
221184,53226670
221236,
221281,
221333,
221397,56288265
221430,
221485,82258304
221494,
221582,
221591,
221607,
221616,
221625,
221643,85405224
221740,241202804
221759,1602359215
221768,125693360
221838,259717902
221847,218443975
221908,53391181
222053,66073635
222062,58548949
222497,116586688
222567,50569573
222576,114825702
222822,36441038
222831,168269709
222992,504615173
223320,30724581
223427,138059903
223506,57399849
223816,80095233
223898,24621824
223922,12087651
224110,63803855
224147,298992349
224350,148187286
224545,63074997
224554,231490648
224615,699699114
224642,178569944
224891,15679237
224961,31045460
225070,51218077
225308,58028268
225371,30222808
225414,164800835
225423,498667939
225432,207554844
225502,75139760
225511,1271642210
225520,39231520
226019,52668559
226091,260174602
226107,28408386
226116,32168082
226134,93741273
226152,241157880
226204,70757044
226408,59570022
226578,84097232
226806,68746731
226833,123561930
227146,64181251
227182,537295359
227216,944733260
227225,28794718
227304,68703774
227368,759034241
227377,64670513
227386,27670323
227401,31272884
227526,301166041
227687,15960660
227854,114647252
227881,474594144
227924,147397644
227979,296718443
228158,73318396
228316,49878192
228431,259065225
228459,819243775
228501,63876350
228529,300995511
228547,472203950
228608,50824451
228635,5174223158
228644,1351975423
228653,2985829774
228699,26992442
228705,200641313
228723,4036038657
228732,890639276
228769,832280387
228778,4164340245
228787,811986922
228796,559518803
228802,559467647
228909,331884171
229018,146885501
229027,767388826
229063,260920932
229090,5275541323
229115,1206244503
229179,271213446
229300,2383944550
229337,827399567
229355,118335503
229407,84759327
229504,23977178
229540,42994513
229799,57324340
229814,210141296
229832,20950764
229841,48469970
230010,
230162,
230171,160783477
230490,
230597,69862400
230603,231755905
230676,
230728,1022793391
230737,450881498
230746,250416156
230764,7298992000
230782,298593537
230861,
231156,197538792
231165,
231174,741896000
231536,34985744
231624,548096570
231688,
231697,31855792
231712,189487632
231873,13050290
231882,27463660
232052,8895466
232186,1153407471
232195,66969426
232414,73344620
232423,640290473
232450,67315702
232566,147154936
232575,50031580
232681,128460427
232788,24263912
232867,30546099
232937,228337626
232946,348081285
232982,594941474
233019,26260746
233037,13891176
233116,35967527
233277,217244685
233310,21868580
233338,28938489
233639,29788061
233648,34483643
233754,56746959
233772,166565619
233897,66189323
233903,20279340
233921,1847331594
233949,55836320
234030,1338491736
234076,5061591300
234085,119604051
234155,199784929
234377,22385950
234669,153402298
234696,40748817
234711,39770074
234827,272704843
234845,45684347
234933,107485579
234951,54919527
234979,94305191
235097,242942135
235103,119047201
235149,96503296
235167,94179777
235237,107189000
235334,35938277
235343,112873737
235431,88791651
235671,50281699
235699,50375572
235750,57349664
236072,65454684
236188,89372609
236258,37449494
236382,54647303
236504,79301755
236513,86957715
236610,80516153
236638,65272303
236656,90657754
236692,145251293
236708,74591192
236753,87675238
236887,60467607
236939,1314069879
236948,8080204974
236975,45660523
237011,379687632
237039,62869721
237109,64546850
237172,
237215,27327190
237242,
237330,43283059
237367,60059674
237385,32470600
237473,
237491,
237525,324609943
237543,
237561,
237686,25095779
237729,
237792,52400353
237817,20250424
237844,
237880,49520337
237899,53787647
237932,43323827
238014,15955063
238032,1267472878
238263,254429401
238397,47498451
238722,157228431
238759,133885148
239008,45433850
239220,49104978
239248,
239372,63700988
239442,27954362
239460,75960060
239488,140189715
239910,35941412
240116,99711481
240125,90150105
240170,85836955
240189,207125299
240198,61215788
240268,204220717
240277,137972676
240329,184861159
240365,212923138
240374,86198979
240417,160767874
240426,65798638
240435,141109407
240444,4038109175
240453,590625608
240462,142326015
240471,113621623
240480,175823147
240505,55727738
240514,30530782
240596,20466942
240620,70485033
240657,25997861
240666,60682943
240693,39822044
240727,623641000
240736,18607185
240745,34122139
240754,119644223
240790,25440460
241720,
241766,12873838
241951,7574834
242042,
242556,
242583,
243106,22613081
243115,26905225
243133,29090368
243142,23646364
243151,23194527
243160,70292708
243179,36325361
243188,7924767
243197,155870060
243203,223540765
243212,20276024
243221,160313406
243638,23562235
243647,9175833
243665,102953954
243780,2364258511
243799,
244437,
244446,35489619
245625,13259703
245999,
246017,
246071,
246354,77079274
246813,33099855
247083,7268929
247603,30696502
247737,66307199
247834,332425771
247940,
248606,
248624,
248633,
248925,
250993,
251260,45849022
260336,
260363,
260372,8955604
261773,
262031,58292080
262086,122917519
262129,58070621
363165,
363633,16080509
364016,
364025,
364548,
364575,
364627,
364636,
364946,
364964,
365198,
365213,
365240,
365374,
365383,
365480,
365763,
366340,15291545
366395,271043790
366401,113473085
366465,25109470
366623,
366711,346890538
367459,63217537
367875,
367972,
368364,
368407,
368647,
368911,24597895
369419,
369668,
371690,
372082,
373711,
374592,
375373,
375407,
375568,
375656,
375683,
375726,
375966,
376695,23294556
377485,
379621,
380359,11788631
380368,18008000
380377,32262215
382258,
382416,
383084,
383190,37141555
383312,
383330,
383367,
383525,
383996,8868389
384333,
384342,59432007
389860,
390905,
395362,28928566
399212,
403469,
403478,
403487,
404426,25118450
404480,52296615
405872,43259365
406325,
406361,
406422,
407461,
407489,
407513,
407522,
407577,
407832,
409120,
409315,238451718
409379,69738207
409537,
409591,
409698,264890397
412535,
413176,
413626,8844199
414911,14374931
416801,
417105,
417123,
417442,
417628,
417637,
417646,
417655,
417682,
417716,
417831,
417868,
417886,
417910,
417983,
417992,
418001,
418010,
418029,
418038,
418065,
418083,
418199,
418205,
418223,
418250,
418278,
418296,
418302,
418320,
418348,
418357,
418409,
418427,
418445,
418454,
418481,
418515,
418524,
418533,3962173
418542,
418560,
418588,
418612,
419031,
419095,
419226,
419420,
419484,
420398,99403245
420431,23100942
420440,11711786
420468,
420538,16639486
420556,18070896
420723,10008023
420802,292881749
421717,
423652,11714347
427991,
428019,
428392,36649169
428426,280554126
428453,43360000
430795,
430883,
430908,
430971,
431017,
431105,
431196,
431266,
431275,
431558,
431716,
432144,386740050
433040,
433068,
433138,
433174,11053929
433660,330030853
434061,56079443
434584,17190799
434672,241312151
435000,440632960
436304,23240140
437103,63140684
438665,357921636
438708,5979117
439154,223996397
439190,36614076
439622,
440402,24023442
440730,
440916,44913696
441070,3404377
441210,
441414,
441593,
441672,
441760,41576677
441900,64955000
441937,214337274
442569,33159930
443368,49138916
443492,17080149
443711,299457001
444219,
444954,14834810
445188,
446206,
446349,
446774,25423443
446978,15938917
447582,14796417
447689,170431141
448248,
448336,3853389
448594,
448637,97388180
449357,
449816,
451583,
452106,
455114,79794057
455512,42040927
456959,31544444
457378,
457387,
457615,
457624,
457873,
457943,
457989,
459329,
459408,
459949,129220281
460394,103118420
460464,104288333
461087,
461245,
461306,
461315,7928675
475565,43075679
475723,
476975,89658515
480967,9517747
481021,
481049,
481182,
481191,
482149,840770632
482158,124421407
482680,272586461
482699,31726532
482936,68285954
483036,59615938
483045,84931982
483212,36252745
484233,
484473,27599000
484905,101301045
484932,22330101
485111,81672540
485342,
485458,31930376
486150,
486202,
486406,
486840,671179691
486877,
486886,
487010,635470123
487162,55642947
487320,268852148
487773,
488730,49535696
488800,8745496
488891,
488934,
489201,
489779,465403581
490090,
490805,136107430
491464,
491473,
491783,
491844,5585146
492263,135891632
492689,303008741
494959,7361613
495013,
496645,
497046,
498012,
498386,
498562,249651891
498571,292208117
498739,
