UNITID,GRCOHRT,UGENTERN,PGRCOHRT,RRFTCT,RRFTEX,RRFTIN,RRFTCTA,RET_NMF,RET_PCF,RRPTCT,RRPTEX,RRPTIN,RRPTCTA,RET_NMP,RET_PCP,STUFACR
107655,,,,2,0,0,2,2,100,,,,,,,9
107831,,,,6,0,0,6,6,100,,,,,,,28
111726,,,,22,0,0,22,22,100,,,,,,,19
114637,,,,2,0,0,2,2,100,,,,,,,20
142489,,,,7,0,0,7,7,100,,,,,,,14
147819,,,,40,0,0,40,40,100,,,,,,,13
154466,,,,4,0,0,4,4,100,,,,,,,13
159328,,,,18,0,0,18,18,100,,,,,,,15
159522,,,,43,0,0,43,43,100,,,,,,,20
159531,,,,10,0,0,10,10,100,,,,,,,10
159601,,,,10,0,0,10,10,100,,,,,,,5
169503,,,,35,0,0,35,35,100,,,,,,,20
169576,,,,7,0,0,7,7,100,,,,,,,16
179195,,,,4,0,0,4,4,100,,,,,,,16
188915,,,,2,0,0,2,2,100,,,,,,,4
190008,,,,2,0,0,2,2,100,,,,,,,2
190707,,,,9,0,0,9,9,100,,,,,,,6
194189,,,,1,0,0,1,1,100,,,,,,,16
195438,,,,2,0,0,2,2,100,,,,,,,5
201478,,,,1,0,0,1,1,100,,,,,,,8
201803,,,,11,0,0,11,11,100,,,,,,,4
203614,,,,150,0,0,150,150,100,,,,,,,12
203942,,,,11,0,0,11,11,100,,,,,,,7
214476,,,,5,0,0,5,5,100,,,,,,,7
226860,,,,16,0,0,16,16,100,,,,,,,10
235088,,,,115,0,0,115,115,100,,,,,,,16
236744,,,,21,0,0,21,21,100,,,,,,,18
237127,,,,19,0,0,19,19,100,,,,,,,20
237145,,,,3,0,0,3,3,100,,,,,,,8
238096,,,,1,0,0,1,1,100,,,,,,,9
238175,,,,35,0,0,35,35,100,,,,,,,14
245980,,,,15,0,0,15,15,100,,,,,,,16
363013,,,,13,0,0,13,13,100,,,,,,,27
365091,,,,1,0,0,1,1,100,,,,,,,20
365125,,,,32,0,0,32,32,100,,,,,,,22
366155,,,,2,0,0,2,2,100,,,,,,,20
372240,,,,1,0,0,1,1,100,,,,,,,15
376385,,,,1,0,0,1,1,100,,,,,,,10
376677,,,,2,0,0,2,2,100,,,,,,,20
379782,,,,6,0,0,6,6,100,,,,,,,26
381486,,,,7,0,0,7,7,100,,,,,,,8
383525,,,,43,0,0,43,43,100,,,,,,,10
407142,,,,16,0,0,16,16,100,,,,,,,14
412535,,,,10,0,0,10,10,100,,,,,,,8
417248,,,,17,0,0,17,17,100,,,,,,,16
417275,,,,10,0,0,10,10,100,,,,,,,14
417600,,,,10,0,0,10,10,100,,,,,,,8
417646,,,,9,0,0,9,9,100,,,,,,,8
417682,,,,6,0,0,6,6,100,,,,,,,8
417831,,,,2,0,0,2,2,100,,,,,,,15
418001,,,,2,0,0,2,2,100,,,,,,,26
418171,,,,5,0,0,5,5,100,,,,,,,22
418205,,,,9,0,0,9,9,100,,,,,,,6
419095,,,,12,0,0,12,12,100,,,,,,,6
419217,,,,2,0,0,2,2,100,,,,,,,8
419420,,,,21,0,0,21,21,100,,,,,,,10
420255,,,,26,0,0,26,26,100,,,,,,,14
423412,,,,11,0,0,11,11,100,,,,,,,17
428000,,,,1,0,0,1,1,100,,,,,,,8
433013,,,,8,0,0,8,8,100,,,,,,,30
434469,,,,154,0,0,154,154,100,,,,,,,20
441168,,,,3,0,0,3,3,100,,,,,,,14
443207,,,,13,0,0,13,13,100,,,,,,,9
444194,,,,2,0,0,2,2,100,,,,,,,7
444334,,,,29,0,0,29,29,100,,,,,,,15
446093,,,,39,0,0,39,39,100,,,,,,,20
446349,,,,12,0,0,12,12,100,,,,,,,5
446516,,,,2,0,0,2,2,100,,,,,,,6
447713,,,,2,0,0,2,2,100,,,,,,,7
447795,,,,18,0,0,18,18,100,,,,,,,14
449357,,,,5,0,0,5,5,100,,,,,,,15
452072,,,,10,0,0,10,10,100,,,,,,,13
455105,,,,1,0,0,1,1,100,,,,,,,13
455336,,,,25,0,0,25,25,100,,,,,,,8
455354,,,,1,0,0,1,1,100,,,,,,,20
456153,,,,18,0,0,18,18,100,,,,,,,7
456588,,,,13,0,0,13,13,100,,,,,,,15
457332,,,,5,0,0,5,5,100,,,,,,,7
457581,,,,24,0,0,24,24,100,,,,,,,16
457642,,,,9,0,0,9,9,100,,,,,,,23
457776,,,,16,0,0,16,16,100,,,,,,,19
457925,,,,1,0,0,1,1,100,,,,,,,3
458104,,,,1,0,0,1,1,100,,,,,,,16
458131,,,,97,0,0,97,97,100,,,,,,,20
459408,,,,15,0,0,15,15,100,,,,,,,9
460987,,,,39,0,0,39,39,100,,,,,,,10
461625,,,,3,0,0,3,3,100,,,,,,,8
462053,,,,23,0,0,23,23,100,,,,,,,20
470047,,,,3,0,0,3,3,100,,,,,,,10
476540,,,,3,0,0,3,3,100,,,,,,,15
479965,,,,2,0,0,2,2,100,,,,,,,12
479983,,,,14,0,0,14,14,100,,,,,,,15
480727,,,,27,0,0,27,27,100,,,,,,,6
480994,,,,3,0,0,3,3,100,,,,,,,16
483258,,,,10,0,0,10,10,100,,,,,,,25
483911,,,,6,0,0,6,6,100,,,,,,,8
483948,,,,1,0,0,1,1,100,,,,,,,12
485360,,,,2,0,0,2,2,100,,,,,,,10
485591,,,,8,0,0,8,8,100,,,,,,,15
485856,,,,2,0,0,2,2,100,,,,,,,11
486372,,,,7,0,0,7,7,100,,,,,,,8
486877,,,,7,0,0,7,7,100,,,,,,,9
487816,,,,2,0,0,2,2,100,,,,,,,13
488183,,,,1,0,0,1,1,100,,,,,,,8
488332,,,,1,0,0,1,1,100,,,,,,,24
488369,,,,8,0,0,8,8,100,,,,,,,16
488411,,,,30,0,0,30,30,100,,,,,,,14
490142,,,,1,0,0,1,1,100,,,,,,,15
490160,,,,42,0,0,42,42,100,,,,,,,8
490382,,,,13,0,0,13,13,100,,,,,,,16
490416,,,,8,0,0,8,8,100,,,,,,,20
490498,,,,15,0,0,15,15,100,,,,,,,10
490522,,,,16,0,0,16,16,100,,,,,,,20
490674,,,,3,0,0,3,3,100,,,,,,,25
491686,,,,10,0,0,10,10,100,,,,,,,20
491695,,,,7,0,0,7,7,100,,,,,,,18
491826,,,,23,0,0,23,23,100,,,,,,,20
492096,,,,2,0,0,2,2,100,,,,,,,20
492148,,,,2,0,0,2,2,100,,,,,,,16
493512,,,,18,0,0,18,18,100,,,,,,,50
493637,,,,15,0,0,15,15,100,,,,,,,20
493752,,,,3,0,0,3,3,100,,,,,,,3
494463,,,,214,0,0,214,214,100,,,,,,,48
494995,,,,19,0,0,19,19,100,,,,,,,20
495217,,,,6,0,0,6,6,100,,,,,,,15
495350,,,,1,0,0,1,1,100,,,,,,,8
496052,,,,13,0,0,13,13,100,,,,,,,5
496724,,,,10,0,0,10,10,100,,,,,,,25
496751,,,,15,0,0,15,15,100,,,,,,,15
496964,,,,5,0,0,5,5,100,,,,,,,25
497383,,,,9,0,0,9,9,100,,,,,,,7
497684,,,,12,0,0,12,12,100,,,,,,,7
497897,,,,1,0,0,1,1,100,,,,,,,20
497903,,,,2,0,0,2,2,100,,,,,,,8
498377,,,,68,0,0,68,68,100,,,,,,,15
498766,,,,10,0,0,10,10,100,,,,,,,6
498863,,,,12,0,0,12,12,100,,,,,,,14
499538,,,,21,0,0,21,21,100,,,,,,,15
499608,,,,5,0,0,5,5,100,,,,,,,4
101277,,,,37,0,0,37,19,51,,,,,,,7
103893,,,,172,0,0,172,120,70,,,,,,,21
103909,,,,68,0,0,68,45,66,,,,,,,13
103927,,,,73,0,0,73,57,78,,,,,,,16
103954,,,,4,0,0,4,3,75,,,,,,,24
104391,,,,69,0,0,69,61,88,,,,,,,18
106494,,,,16,0,0,16,11,69,,,,,,,24
107099,,,,9,0,0,9,7,78,,,,,,,19
107220,,,,173,0,0,173,108,62,,,,,,,11
107442,,,,3,0,0,3,1,33,,,,,,,18
107789,,,,29,0,0,29,24,83,,,,,,,12
109040,,,,130,0,0,130,97,75,,,,,,,30
109721,,,,146,0,0,146,89,61,,,,,,,14
109934,,,,69,0,0,69,60,87,,,,,,,16
110875,,,,14,0,0,14,13,93,,,,,,,12
111054,,,,19,0,0,19,16,84,,,,,,,16
111708,,,,24,0,0,24,23,96,,,,,,,28
111744,,,,26,0,0,26,21,81,,,,,,,21
111762,,,,18,0,0,18,15,83,,,,,,,21
111799,,,,24,0,0,24,22,92,,,,,,,27
112288,,,,450,0,0,450,353,78,,,,,,,12
112455,,,,8,0,0,8,5,63,,,,,,,13
114761,,,,17,0,0,17,15,88,,,,,,,22
115931,,,,136,0,0,136,120,88,,,,,,,36
116563,,,,34,0,0,34,28,82,,,,,,,13
118161,,,,5,0,0,5,4,80,,,,,,,12
118994,,,,21,0,0,21,13,62,,,,,,,22
119951,,,,69,0,0,69,60,87,,,,,,,30
120069,,,,66,0,0,66,55,83,,,,,,,27
120078,,,,112,0,0,112,96,86,,,,,,,24
120087,,,,43,0,0,43,38,88,,,,,,,32
122694,,,,120,0,0,120,89,74,,,,,,,19
124706,,,,209,0,0,209,162,78,,,,,,,23
126605,,,,52,0,0,52,36,69,,,,,,,14
126951,,,,338,0,0,338,271,80,,,,,,,22
128179,,,,92,0,0,92,62,67,,,,,,,22
128188,,,,142,0,0,142,98,69,,,,,,,22
129002,,,,89,0,0,89,58,65,,,,,,,13
130873,,,,305,0,0,305,229,75,,,,,,,18
132374,,,,932,0,0,932,657,70,,,,,,,13
133854,,,,58,0,0,58,37,64,,,,,,,27
133863,,,,117,0,0,117,64,55,,,,,,,31
133997,,,,62,0,0,62,39,63,,,,,,,9
134529,,,,99,0,0,99,25,25,,,,,,,23
136303,,,,98,0,0,98,23,23,,,,,,,2
138479,,,,294,0,0,294,214,73,,,,,,,11
138497,,,,152,0,0,152,131,86,,,,,,,8
138664,,,,39,0,0,39,20,51,,,,,,,12
141608,,,,7,0,0,7,4,57,,,,,,,18
142054,,,,53,0,0,53,44,83,,,,,,,11
143464,,,,10,0,0,10,7,70,,,,,,,13
145309,,,,19,0,0,19,17,89,,,,,,,11
146700,,,,359,0,0,359,278,77,,,,,,,29
148098,,,,7,0,0,7,6,86,,,,,,,5
149204,,,,15,0,0,15,8,53,,,,,,,6
150765,,,,51,0,0,51,40,78,,,,,,,13
151661,,,,248,0,0,248,145,58,,,,,,,26
153074,,,,36,0,0,36,31,86,,,,,,,9
153083,,,,22,0,0,22,16,73,,,,,,,12
153463,,,,8,0,0,8,5,63,,,,,,,9
153597,,,,21,0,0,21,5,24,,,,,,,7
153746,,,,18,0,0,18,14,78,,,,,,,13
153764,,,,28,0,0,28,25,89,,,,,,,38
153773,,,,51,0,0,51,44,86,,,,,,,7
154022,,,,620,0,0,620,190,31,,,,,,,16
154448,,,,38,0,0,38,30,79,,,,,,,16
154457,,,,9,0,0,9,6,67,,,,,,,6
154545,,,,54,0,0,54,40,74,,,,,,,34
155353,,,,59,0,0,59,45,76,,,,,,,13
156134,,,,158,0,0,158,82,52,,,,,,,22
157669,,,,32,0,0,32,18,56,,,,,,,24
157678,,,,46,0,0,46,37,80,,,,,,,24
158246,,,,58,0,0,58,43,74,,,,,,,16
158778,,,,7,0,0,7,4,57,,,,,,,19
158787,,,,14,0,0,14,11,79,,,,,,,14
159027,,,,36,0,0,36,11,31,,,,,,,8
160117,,,,23,0,0,23,18,78,,,,,,,17
160199,,,,6,0,0,6,5,83,,,,,,,11
162335,,,,3,0,0,3,2,67,,,,,,,14
162371,,,,285,0,0,285,255,89,,,,,,,13
164368,,,,180,0,0,180,131,73,,,,,,,12
165556,,,,137,0,0,137,84,61,,,,,,,24
167039,,,,13,0,0,13,9,69,,,,,,,12
167297,,,,20,0,0,20,18,90,,,,,,,11
169655,,,,543,0,0,543,403,74,,,,,,,26
169813,,,,12,0,0,12,9,75,,,,,,,16
171012,,,,8,0,0,8,4,50,,,,,,,33
171988,,,,24,0,0,24,18,75,,,,,,,32
171997,,,,62,0,0,62,31,50,,,,,,,26
172015,,,,36,0,0,36,19,53,,,,,,,17
172422,,,,42,0,0,42,37,88,,,,,,,5
177302,,,,100,0,0,100,59,59,,,,,,,26
177436,,,,5,0,0,5,4,80,,,,,,,8
177931,,,,5,0,0,5,3,60,,,,,,,3
178077,,,,23,0,0,23,21,91,,,,,,,18
178183,,,,23,0,0,23,16,70,,,,,,,17
178828,,,,21,0,0,21,1,5,,,,,,,5
179991,,,,18,0,0,18,17,94,,,,,,,18
180063,,,,27,0,0,27,9,33,,,,,,,13
180090,,,,43,0,0,43,31,72,,,,,,,31
180957,,,,15,0,0,15,14,93,,,,,,,9
181190,,,,22,0,0,22,16,73,,,,,,,9
182704,,,,18,0,0,18,11,61,,,,,,,19
183202,,,,9,0,0,9,7,78,,,,,,,13
183983,,,,70,0,0,70,61,87,,,,,,,14
184968,,,,3,0,0,3,1,33,,,,,,,9
187000,,,,53,0,0,53,43,81,,,,,,,30
187505,,,,241,0,0,241,166,69,,,,,,,11
188669,,,,21,0,0,21,18,86,,,,,,,3
189811,,,,39,0,0,39,23,59,,,,,,,18
191940,,,,83,0,0,83,60,72,,,,,,,8
193609,,,,5,0,0,5,3,60,,,,,,,7
198844,,,,66,0,0,66,54,82,,,,,,,22
199980,,,,24,0,0,24,16,67,,,,,,,22
200110,,,,26,0,0,26,23,88,,,,,,,13
201496,,,,267,0,0,267,209,78,,,,,,,19
201681,,,,35,0,0,35,26,74,,,,,,,8
202152,,,,35,0,0,35,30,86,,,,,,,9
203030,,,,6,0,0,6,5,83,,,,,,,9
203146,,,,327,0,0,327,312,95,,,,,,,12
203234,,,,35,0,0,35,16,46,,,,,,,30
204158,,,,29,0,0,29,25,86,,,,,,,3
204431,,,,21,0,0,21,12,57,,,,,,,12
204714,,,,11,0,0,11,7,64,,,,,,,14
204769,,,,48,0,0,48,38,79,,,,,,,17
204778,,,,35,0,0,35,28,80,,,,,,,13
204963,,,,39,0,0,39,33,85,,,,,,,18
206172,,,,35,0,0,35,19,54,,,,,,,9
207087,,,,19,0,0,19,3,16,,,,,,,12
207102,,,,12,0,0,12,6,50,,,,,,,27
207254,,,,9,0,0,9,7,78,,,,,,,17
207786,,,,21,0,0,21,19,90,,,,,,,24
207962,,,,312,0,0,312,198,63,,,,,,,30
208044,,,,11,0,0,11,7,64,,,,,,,8
208433,,,,27,0,0,27,23,85,,,,,,,17
208479,,,,135,0,0,135,105,78,,,,,,,46
208859,,,,35,0,0,35,31,89,,,,,,,6
209083,,,,27,0,0,27,22,81,,,,,,,8
209153,,,,24,0,0,24,20,83,,,,,,,6
209205,,,,15,0,0,15,13,87,,,,,,,8
209667,,,,47,0,0,47,39,83,,,,,,,6
209676,,,,87,0,0,87,64,74,,,,,,,14
209694,,,,30,0,0,30,27,90,,,,,,,7
209719,,,,28,0,0,28,25,89,,,,,,,13
210599,,,,193,0,0,193,108,56,,,,,,,21
210711,,,,18,0,0,18,13,72,,,,,,,9
211334,,,,21,0,0,21,20,95,,,,,,,8
211635,,,,5,0,0,5,1,20,,,,,,,9
211802,,,,13,0,0,13,5,38,,,,,,,7
213330,,,,5,0,0,5,4,80,,,,,,,13
213534,,,,104,0,0,104,75,72,,,,,,,12
213570,,,,114,0,0,114,80,70,,,,,,,21
213589,,,,106,0,0,106,71,67,,,,,,,26
214290,,,,173,0,0,173,137,79,,,,,,,19
215044,,,,48,0,0,48,4,8,,,,,,,16
216223,,,,16,0,0,16,12,75,,,,,,,13
216579,,,,36,0,0,36,32,89,,,,,,,14
216773,,,,11,0,0,11,6,55,,,,,,,12
217077,,,,237,0,0,237,145,61,,,,,,,9
219125,,,,20,0,0,20,18,90,,,,,,,12
219453,,,,28,0,0,28,23,82,,,,,,,11
219587,,,,17,0,0,17,16,94,,,,,,,13
219903,,,,371,0,0,371,238,64,,,,,,,34
221148,,,,258,0,0,258,207,80,,,,,,,22
221281,,,,35,0,0,35,25,71,,,,,,,12
222886,,,,270,0,0,270,202,75,,,,,,,32
223463,,,,2,0,0,2,1,50,,,,,,,17
223852,,,,14,0,0,14,12,86,,,,,,,8
225043,,,,8,0,0,8,1,13,,,,,,,4
225201,,,,68,0,0,68,46,68,,,,,,,13
226277,,,,338,0,0,338,269,80,,,,,,,22
227748,,,,39,0,0,39,33,85,,,,,,,14
228088,,,,10,0,0,10,8,80,,,,,,,13
228282,,,,16,0,0,16,12,75,,,,,,,9
230144,,,,69,0,0,69,59,86,,,,,,,9
230199,,,,54,0,0,54,42,78,,,,,,,16
230366,,,,3,0,0,3,2,67,,,,,,,22
231004,,,,21,0,0,21,20,95,,,,,,,16
232016,,,,17,0,0,17,12,71,,,,,,,7
233329,,,,28,0,0,28,8,29,,,,,,,24
234924,,,,54,0,0,54,50,93,,,,,,,14
235307,,,,15,0,0,15,13,87,,,,,,,17
235501,,,,113,0,0,113,71,63,,,,,,,13
236212,,,,232,0,0,232,207,89,,,,,,,17
237303,,,,31,0,0,31,22,71,,,,,,,8
237321,,,,10,0,0,10,8,80,,,,,,,12
237473,,,,45,0,0,45,42,93,,,,,,,16
237491,,,,10,0,0,10,2,20,,,,,,,9
237570,,,,21,0,0,21,18,86,,,,,,,8
237844,,,,85,0,0,85,76,89,,,,,,,21
238005,,,,39,0,0,39,34,87,,,,,,,18
240718,,,,388,0,0,388,344,89,,,,,,,14
240879,,,,129,0,0,129,91,71,,,,,,,31
243799,,,,3,0,0,3,1,33,,,,,,,7
244279,,,,18,0,0,18,16,89,,,,,,,16
246035,,,,57,0,0,57,35,61,,,,,,,33
246974,,,,76,0,0,76,52,68,,,,,,,24
247047,,,,64,0,0,64,43,67,,,,,,,18
247153,,,,52,0,0,52,20,38,,,,,,,12
247409,,,,40,0,0,40,28,70,,,,,,,24
249609,,,,36,0,0,36,24,67,,,,,,,18
260363,,,,5,0,0,5,4,80,,,,,,,8
260929,,,,27,0,0,27,26,96,,,,,,,14
260965,,,,24,0,0,24,18,75,,,,,,,8
261436,,,,139,0,0,139,110,79,,,,,,,16
261676,,,,10,0,0,10,5,50,,,,,,,26
261685,,,,9,0,0,9,6,67,,,,,,,17
261719,,,,94,0,0,94,52,55,,,,,,,17
262369,,,,81,0,0,81,68,84,,,,,,,11
262457,,,,68,0,0,68,48,71,,,,,,,27
363147,,,,69,0,0,69,58,84,,,,,,,26
363882,,,,19,0,0,19,15,79,,,,,,,16
364575,,,,8,0,0,8,7,88,,,,,,,7
364964,,,,8,0,0,8,3,38,,,,,,,6
365763,,,,23,0,0,23,19,83,,,,,,,16
365824,,,,56,0,0,56,41,73,,,,,,,27
365833,,,,61,0,0,61,35,57,,,,,,,22
366270,,,,14,0,0,14,7,50,,,,,,,13
366289,,,,6,0,0,6,4,67,,,,,,,8
366535,,,,100,0,0,100,49,49,,,,,,,16
367103,,,,49,0,0,49,24,49,,,,,,,12
367158,,,,26,0,0,26,22,85,,,,,,,57
367361,,,,26,0,0,26,16,62,,,,,,,12
368629,,,,50,0,0,50,38,76,,,,,,,24
369783,,,,72,0,0,72,65,90,,,,,,,22
371052,,,,56,0,0,56,29,52,,,,,,,21
372028,,,,21,0,0,21,18,86,,,,,,,42
372921,,,,68,0,0,68,51,75,,,,,,,23
373085,,,,9,0,0,9,6,67,,,,,,,39
373216,,,,56,0,0,56,54,96,,,,,,,12
373784,,,,158,0,0,158,88,56,,,,,,,16
374343,,,,29,0,0,29,28,97,,,,,,,18
375416,,,,61,0,0,61,45,74,,,,,,,19
376242,,,,29,0,0,29,24,83,,,,,,,30
376330,,,,25,0,0,25,18,72,,,,,,,14
377111,,,,78,0,0,78,51,65,,,,,,,13
377193,,,,6,0,0,6,4,67,,,,,,,7
377272,,,,13,0,0,13,11,85,,,,,,,7
377281,,,,63,0,0,63,53,84,,,,,,,9
377449,,,,31,0,0,31,24,77,,,,,,,16
377643,,,,12,0,0,12,7,58,,,,,,,29
377652,,,,18,0,0,18,8,44,,,,,,,24
377722,,,,58,0,0,58,51,88,,,,,,,14
377759,,,,21,0,0,21,19,90,,,,,,,22
378956,,,,143,0,0,143,118,83,,,,,,,16
379746,,,,143,0,0,143,114,80,,,,,,,33
380067,,,,85,0,0,85,56,66,,,,,,,24
380438,,,,21,0,0,21,16,76,,,,,,,39
381255,,,,17,0,0,17,16,94,,,,,,,21
381282,,,,16,0,0,16,9,56,,,,,,,21
381325,,,,13,0,0,13,10,77,,,,,,,21
382957,,,,70,0,0,70,37,53,,,,,,,21
383312,,,,58,0,0,58,55,95,,,,,,,7
383330,,,,5,0,0,5,3,60,,,,,,,4
384245,,,,127,0,0,127,101,80,,,,,,,23
392415,,,,67,0,0,67,50,75,,,,,,,26
393649,,,,229,0,0,229,130,57,,,,,,,23
397942,,,,215,0,0,215,143,67,,,,,,,22
399869,,,,16,0,0,16,13,81,,,,,,,22
402563,,,,24,0,0,24,9,38,,,,,,,8
404684,,,,116,0,0,116,74,64,,,,,,,14
404718,,,,179,0,0,179,151,84,,,,,,,18
406422,,,,24,0,0,24,17,71,,,,,,,13
407151,,,,20,0,0,20,18,90,,,,,,,18
407355,,,,24,0,0,24,20,83,,,,,,,16
408163,,,,6,0,0,6,4,67,,,,,,,14
409032,,,,50,0,0,50,44,88,,,,,,,1
409120,,,,23,0,0,23,17,74,,,,,,,7
410797,,,,28,0,0,28,18,64,,,,,,,14
411684,,,,9,0,0,9,8,89,,,,,,,17
412599,,,,151,0,0,151,71,47,,,,,,,29
413176,,,,20,0,0,20,18,90,,,,,,,12
413680,,,,78,0,0,78,69,88,,,,,,,11
413893,,,,206,0,0,206,129,63,,,,,,,23
414063,,,,27,0,0,27,24,89,,,,,,,31
414939,,,,83,0,0,83,61,73,,,,,,,44
415987,,,,47,0,0,47,35,74,,,,,,,17
417008,,,,9,0,0,9,7,78,,,,,,,12
417637,,,,7,0,0,7,6,86,,,,,,,5
417655,,,,7,0,0,7,5,71,,,,,,,6
417716,,,,10,0,0,10,5,50,,,,,,,14
417725,,,,7,0,0,7,5,71,,,,,,,12
417840,,,,26,0,0,26,19,73,,,,,,,35
417910,,,,40,0,0,40,21,53,,,,,,,12
418029,,,,14,0,0,14,11,79,,,,,,,18
418038,,,,34,0,0,34,25,74,,,,,,,30
418223,,,,73,0,0,73,56,77,,,,,,,6
418269,,,,29,0,0,29,21,72,,,,,,,12
418454,,,,89,0,0,89,68,76,,,,,,,16
418524,,,,21,0,0,21,15,71,,,,,,,14
418588,,,,18,0,0,18,4,22,,,,,,,19
418658,,,,146,0,0,146,108,74,,,,,,,18
418913,,,,11,0,0,11,5,45,,,,,,,4
418968,,,,21,0,0,21,14,67,,,,,,,17
419031,,,,11,0,0,11,6,55,,,,,,,9
419183,,,,59,0,0,59,44,75,,,,,,,12
419235,,,,43,0,0,43,27,63,,,,,,,18
419253,,,,8,0,0,8,6,75,,,,,,,8
419280,,,,6,0,0,6,5,83,,,,,,,16
419633,,,,30,0,0,30,22,73,,,,,,,8
419703,,,,250,0,0,250,190,76,,,,,,,21
419721,,,,147,0,0,147,124,84,,,,,,,13
420130,,,,12,0,0,12,10,83,,,,,,,35
420981,,,,226,0,0,226,164,73,,,,,,,18
421513,,,,18,0,0,18,13,72,,,,,,,12
422020,,,,41,0,0,41,34,83,,,,,,,27
423397,,,,200,0,0,200,147,74,,,,,,,36
427894,,,,11,0,0,11,8,73,,,,,,,8
427973,,,,34,0,0,34,22,65,,,,,,,11
428055,,,,43,0,0,43,30,70,,,,,,,11
430403,,,,8,0,0,8,6,75,,,,,,,35
430883,,,,3,0,0,3,1,33,,,,,,,9
430971,,,,21,0,0,21,20,95,,,,,,,11
431141,,,,186,0,0,186,150,81,,,,,,,17
431196,,,,11,0,0,11,10,91,,,,,,,24
431716,,,,353,0,0,353,260,74,,,,,,,24
432269,,,,18,0,0,18,11,61,,,,,,,12
433040,,,,12,0,0,12,8,67,,,,,,,11
433387,,,,1377,0,0,1377,847,62,,,,,,,42
434159,,,,123,0,0,123,63,51,,,,,,,27
434344,,,,54,0,0,54,45,83,,,,,,,13
434821,,,,165,0,0,165,45,27,,,,,,,22
437635,,,,173,0,0,173,100,58,,,,,,,24
437732,,,,13,0,0,13,2,15,,,,,,,
437778,,,,219,0,0,219,167,76,,,,,,,14
438179,,,,24,0,0,24,12,50,,,,,,,30
438285,,,,116,0,0,116,29,25,,,,,,,22
438984,,,,45,0,0,45,37,82,,,,,,,43
439118,,,,61,0,0,61,39,64,,,,,,,30
439491,,,,73,0,0,73,17,23,,,,,,,18
439570,,,,111,0,0,111,86,77,,,,,,,22
439738,,,,54,0,0,54,31,57,,,,,,,31
439792,,,,33,0,0,33,17,52,,,,,,,23
440730,,,,122,0,0,122,100,82,,,,,,,24
440855,,,,133,0,0,133,102,77,,,,,,,14
440989,,,,71,0,0,71,53,75,,,,,,,40
441025,,,,52,0,0,52,34,65,,,,,,,6
441052,,,,138,0,0,138,115,83,,,,,,,32
441256,,,,16,0,0,16,14,88,,,,,,,11
441496,,,,31,0,0,31,21,68,,,,,,,12
441502,,,,110,0,0,110,20,18,,,,,,,14
441575,,,,72,0,0,72,51,71,,,,,,,14
441672,,,,35,0,0,35,33,94,,,,,,,8
441706,,,,116,0,0,116,78,67,,,,,,,191
441788,,,,51,0,0,51,36,71,,,,,,,17
441830,,,,11,0,0,11,9,82,,,,,,,3
441858,,,,43,0,0,43,32,74,,,,,,,7
442444,,,,106,0,0,106,77,73,,,,,,,17
442602,,,,22,0,0,22,16,73,,,,,,,11
442657,,,,175,0,0,175,128,73,,,,,,,11
442879,,,,71,0,0,71,52,73,,,,,,,26
442976,,,,5,0,0,5,3,60,,,,,,,11
443021,,,,16,0,0,16,14,88,,,,,,,5
443100,,,,18,0,0,18,14,78,,,,,,,8
443216,,,,68,0,0,68,49,72,,,,,,,24
443225,,,,14,0,0,14,11,79,,,,,,,24
443234,,,,95,0,0,95,15,16,,,,,,,22
443252,,,,1725,0,0,1725,1466,85,,,,,,,45
443289,,,,111,0,0,111,63,57,,,,,,,8
443298,,,,27,0,0,27,6,22,,,,,,,11
443322,,,,73,0,0,73,13,18,,,,,,,11
443951,,,,7,0,0,7,5,71,,,,,,,12
444088,,,,3,0,0,3,1,33,,,,,,,16
444361,,,,25,0,0,25,22,88,,,,,,,18
444510,,,,24,0,0,24,22,92,,,,,,,13
444583,,,,204,0,0,204,183,90,,,,,,,30
444635,,,,31,0,0,31,30,97,,,,,,,12
444732,,,,26,0,0,26,24,92,,,,,,,12
444945,,,,172,0,0,172,112,65,,,,,,,12
445203,,,,73,0,0,73,69,95,,,,,,,24
445249,,,,77,0,0,77,50,65,,,,,,,24
445364,,,,135,0,0,135,111,82,,,,,,,32
445498,,,,10,0,0,10,9,90,,,,,,,3
445744,,,,50,0,0,50,35,70,,,,,,,26
445762,,,,32,0,0,32,19,59,,,,,,,13
445948,,,,517,0,0,517,346,67,,,,,,,36
446118,,,,86,0,0,86,56,65,,,,,,,12
446242,,,,6,0,0,6,5,83,,,,,,,17
446552,,,,518,0,0,518,353,68,,,,,,,23
447351,,,,119,0,0,119,101,85,,,,,,,49
447421,,,,8,0,0,8,5,63,,,,,,,29
447467,,,,82,0,0,82,55,67,,,,,,,12
447591,,,,247,0,0,247,171,69,,,,,,,22
447704,,,,23,0,0,23,18,78,,,,,,,17
447722,,,,22,0,0,22,18,82,,,,,,,9
447768,,,,223,0,0,223,158,71,,,,,,,27
447810,,,,12,0,0,12,11,92,,,,,,,11
447962,,,,44,0,0,44,30,68,,,,,,,23
447999,,,,54,0,0,54,40,74,,,,,,,14
448372,,,,5,0,0,5,4,80,,,,,,,23
448433,,,,249,0,0,249,192,77,,,,,,,43
448798,,,,56,0,0,56,34,61,,,,,,,17
448895,,,,506,0,0,506,400,79,,,,,,,16
449250,,,,121,0,0,121,63,52,,,,,,,23
