UNITID,GRCOHRT,UGENTERN,PGRCOHRT,RRFTCT,RRFTEX,RRFTIN,RRFTCTA,RET_NMF,RET_PCF,RRPTCT,RRPTEX,RRPTIN,RRPTCTA,RET_NMP,RET_PCP,STUFACR
189468,,,,87,0,0,87,79,91,59,0,0,59,54,92,15
189477,,,,1,0,0,1,1,100,5,0,0,5,4,80,16
189714,,,,26,0,0,26,23,88,13,0,0,13,12,92,12
190239,,,,32,0,0,32,26,81,13,0,0,13,11,85,20
191728,,,,272,0,0,272,221,81,50,0,0,50,42,84,16
192484,,,,18,0,0,18,18,100,9,0,0,9,8,89,16
193265,,,,45,0,0,45,44,98,16,0,0,16,14,88,18
195067,,,,127,0,0,127,86,68,42,0,0,42,25,60,23
201034,,,,44,0,0,44,29,66,252,0,0,252,172,68,4
201131,,,,65,0,0,65,36,55,28,0,0,28,23,82,10
201159,,,,61,0,0,61,53,87,50,0,0,50,48,96,10
202657,,,,43,0,0,43,41,95,78,0,0,78,62,79,6
202888,,,,18,0,0,18,1,6,8,0,0,8,1,13,8
203438,,,,17,0,0,17,14,82,7,0,0,7,6,86,11
204121,,,,13,0,0,13,9,69,20,0,0,20,10,50,20
206039,,,,15,0,0,15,12,80,7,0,0,7,6,86,6
206154,,,,0,0,0,0,0,,3,0,0,3,1,33,1
206321,,,,5,0,0,5,4,80,10,0,0,10,7,70,3
206932,,,,35,0,0,35,22,63,68,0,0,68,51,75,14
207704,,,,21,0,0,21,18,86,11,0,0,11,10,91,10
208053,,,,25,0,0,25,2,8,21,0,0,21,2,10,15
210784,,,,37,0,0,37,28,76,4,0,0,4,3,75,14
212267,,,,28,0,0,28,21,75,20,0,0,20,12,60,21
212276,,,,40,0,0,40,38,95,15,0,0,15,10,67,21
212300,,,,52,0,0,52,31,60,6,0,0,6,3,50,16
212328,,,,30,0,0,30,26,87,20,0,0,20,10,50,19
212337,,,,17,0,0,17,11,65,17,0,0,17,3,18,25
212355,,,,46,0,0,46,37,80,29,0,0,29,22,76,17
212382,,,,44,0,0,44,35,80,13,0,0,13,9,69,22
212391,,,,11,0,0,11,9,82,5,0,0,5,3,60,19
212753,,,,29,0,0,29,23,79,19,0,0,19,11,58,18
213455,,,,22,0,0,22,20,91,168,0,0,168,85,51,20
213491,,,,9,0,0,9,8,89,32,0,0,32,31,97,11
214528,,,,37,0,0,37,33,89,8,0,0,8,4,50,15
215594,,,,9,0,0,9,8,89,3,0,0,3,2,67,7
215974,,,,11,0,0,11,3,27,3,0,0,3,1,33,8
217581,,,,36,0,0,36,29,81,13,0,0,13,9,69,16
217794,,,,19,0,0,19,15,79,9,0,0,9,4,44,15
217828,,,,17,0,0,17,11,65,4,0,0,4,3,75,17
219994,,,,153,0,0,153,109,71,3,0,0,3,2,67,19
220163,,,,32,0,0,32,27,84,13,0,0,13,8,62,15
220279,,,,53,0,0,53,47,89,7,0,0,7,6,86,13
220321,,,,63,0,0,63,55,87,3,0,0,3,1,33,20
220491,,,,37,0,0,37,33,89,3,0,0,3,2,67,16
220552,,,,26,0,0,26,16,62,8,0,0,8,3,38,23
220640,,,,62,0,0,62,45,73,5,0,0,5,2,40,25
220765,,,,37,0,0,37,21,57,44,0,0,44,19,43,20
220853,,,,205,0,0,205,137,67,25,0,0,25,15,60,20
221050,,,,163,0,0,163,145,89,15,0,0,15,10,67,20
221102,,,,89,0,0,89,73,82,36,0,0,36,28,78,20
221236,,,,126,0,0,126,86,68,18,0,0,18,14,78,21
221333,,,,60,0,0,60,50,83,21,0,0,21,16,76,12
221430,,,,80,0,0,80,61,76,22,0,0,22,16,73,21
221494,,,,89,0,0,89,80,90,14,0,0,14,10,71,20
221582,,,,44,0,0,44,37,84,8,0,0,8,7,88,7
221591,,,,51,0,0,51,49,96,14,0,0,14,9,64,20
221607,,,,41,0,0,41,33,80,12,0,0,12,8,67,15
221616,,,,114,0,0,114,94,82,6,0,0,6,1,17,15
221625,,,,168,0,0,168,124,74,7,0,0,7,4,57,20
223117,,,,0,0,0,0,0,,13,0,0,13,7,54,3
224156,,,,35,0,0,35,31,89,10,0,0,10,6,60,20
224660,,,,26,0,0,26,23,88,4,0,0,4,3,75,30
224679,,,,12,0,0,12,10,83,9,0,0,9,4,44,30
224828,,,,6,0,0,6,3,50,3,0,0,3,2,67,10
227313,,,,81,0,0,81,69,85,72,0,0,72,40,56,10
227322,,,,126,0,0,126,123,98,127,0,0,127,87,69,18
229425,,,,15,0,0,15,11,73,27,0,0,27,19,70,7
229522,,,,55,0,0,55,47,85,7,0,0,7,6,86,14
229656,,,,8,0,0,8,6,75,17,0,0,17,12,71,16
230065,,,,88,0,0,88,86,98,161,0,0,161,159,99,12
230162,,,,86,0,0,86,55,64,535,0,0,535,290,54,10
230214,,,,9,0,0,9,8,89,15,0,0,15,13,87,18
234119,,,,1,0,0,1,1,100,3,0,0,3,1,33,17
234915,,,,1,0,0,1,0,0,18,0,0,18,4,22,9
237172,,,,29,0,0,29,25,86,6,0,0,6,4,67,13
237729,,,,25,0,0,25,20,80,10,0,0,10,8,80,10
237783,,,,127,0,0,127,66,52,44,0,0,44,1,2,16
238810,,,,6,0,0,6,6,100,3,0,0,3,2,67,5
240709,,,,29,0,0,29,20,69,8,0,0,8,6,75,16
242945,,,,126,0,0,126,103,82,42,0,0,42,21,50,25
242954,,,,52,0,0,52,40,77,11,0,0,11,3,27,20
244613,,,,108,0,0,108,66,61,83,0,0,83,64,77,31
245999,,,,192,0,0,192,112,58,171,0,0,171,110,64,18
246017,,,,190,0,0,190,32,17,574,0,0,574,402,70,6
246415,,,,3,0,0,3,1,33,12,0,0,12,5,42,4
246895,,,,86,0,0,86,66,77,46,0,0,46,35,76,13
248703,,,,56,0,0,56,54,96,75,0,0,75,53,71,11
248925,,,,142,0,0,142,114,80,34,0,0,34,23,68,14
249061,,,,7,0,0,7,4,57,6,0,0,6,5,83,20
250993,,,,13,0,0,13,8,62,25,0,0,25,11,44,16
363679,,,,83,0,0,83,52,63,9,0,0,9,3,33,19
364548,,,,91,0,0,91,68,75,53,0,0,53,39,74,4
364627,,,,44,0,0,44,34,77,10,0,0,10,3,30,5
364636,,,,57,0,0,57,47,82,15,0,0,15,13,87,24
364760,,,,13,0,0,13,13,100,15,0,0,15,12,80,11
364946,,,,18,0,0,18,13,72,5,0,0,5,1,20,4
365198,,,,8,0,0,8,7,88,31,0,0,31,17,55,17
365213,,,,25,0,0,25,18,72,179,0,0,179,141,79,6
365374,,,,118,0,0,118,91,77,74,0,0,74,57,77,19
365480,,,,33,0,0,33,30,91,77,0,0,77,61,79,8
367051,,,,21,0,0,21,18,86,19,0,0,19,17,89,15
368230,,,,37,0,0,37,21,57,10,0,0,10,6,60,16
368364,,,,95,0,0,95,79,83,71,0,0,71,52,73,10
368832,,,,8,0,0,8,7,88,6,0,0,6,4,67,15
369668,,,,85,0,0,85,71,84,24,0,0,24,21,88,10
371690,,,,5,0,0,5,1,20,185,0,0,185,111,60,30
373456,,,,12,0,0,12,9,75,5,0,0,5,4,80,15
373678,,,,29,0,0,29,24,83,8,0,0,8,6,75,12
373696,,,,50,0,0,50,30,60,34,0,0,34,16,47,12
374316,,,,2,0,0,2,2,100,2,0,0,2,1,50,20
375373,,,,1,0,0,1,1,100,19,0,0,19,10,53,2
375568,,,,2,0,0,2,0,0,37,0,0,37,32,86,4
375683,,,,88,0,0,88,73,83,73,0,0,73,54,74,15
375726,,,,104,0,0,104,77,74,100,0,0,100,51,51,4
375966,,,,9,0,0,9,7,78,4,0,0,4,2,50,25
375984,,,,75,0,0,75,39,52,23,0,0,23,13,57,19
377485,,,,9,0,0,9,6,67,4,0,0,4,2,50,10
378105,,,,30,0,0,30,25,83,14,0,0,14,4,29,25
378886,,,,25,0,0,25,19,76,79,0,0,79,63,80,20
381370,,,,100,0,0,100,83,83,90,0,0,90,64,71,12
381404,,,,77,0,0,77,67,87,107,0,0,107,79,74,16
381699,,,,19,0,0,19,13,68,8,0,0,8,6,75,12
382258,,,,24,0,0,24,20,83,36,0,0,36,32,89,7
382780,,,,51,0,0,51,26,51,7,0,0,7,2,29,20
383084,,,,220,0,0,220,188,85,73,0,0,73,66,90,25
383163,,,,15,0,0,15,14,93,59,0,0,59,56,95,20
383279,,,,7,0,0,7,7,100,5,0,0,5,4,80,7
383297,,,,3,0,0,3,3,100,18,0,0,18,14,78,16
383367,,,,72,0,0,72,52,72,18,0,0,18,8,44,10
383765,,,,74,0,0,74,55,74,30,0,0,30,18,60,21
385132,,,,20,0,0,20,19,95,8,0,0,8,6,75,10
389860,,,,75,0,0,75,71,95,49,0,0,49,40,82,6
390905,,,,37,0,0,37,31,84,114,0,0,114,104,91,12
391759,,,,0,0,0,0,0,,9,0,0,9,7,78,12
393861,,,,129,0,0,129,123,95,6,0,0,6,5,83,25
400187,,,,102,0,0,102,81,79,17,0,0,17,15,88,30
401764,,,,9,0,0,9,8,89,12,0,0,12,8,67,5
406325,,,,10,0,0,10,8,80,38,0,0,38,33,87,10
407090,,,,6,0,0,6,5,83,30,0,0,30,23,77,9
407179,,,,35,0,0,35,25,71,19,0,0,19,13,68,17
407470,,,,51,0,0,51,35,69,3,0,0,3,2,67,20
407489,,,,3,0,0,3,3,100,15,0,0,15,14,93,15
407513,,,,5,0,0,5,5,100,70,0,0,70,67,96,9
407577,,,,26,0,0,26,18,69,21,0,0,21,17,81,28
407683,,,,22,0,0,22,17,77,27,0,0,27,20,74,14
407832,,,,41,0,0,41,37,90,40,0,0,40,33,83,12
408862,,,,27,0,0,27,20,74,48,0,0,48,35,73,20
409591,,,,21,0,0,21,21,100,29,0,0,29,26,90,6
414124,,,,96,0,0,96,82,85,8,0,0,8,7,88,14
414540,,,,160,0,0,160,140,88,21,0,0,21,11,52,15
414869,,,,9,0,0,9,7,78,11,0,0,11,6,55,18
415039,,,,22,0,0,22,20,91,4,0,0,4,2,50,16
417062,,,,12,0,0,12,11,92,4,0,0,4,3,75,8
417105,,,,158,0,0,158,127,80,39,0,0,39,38,97,17
417503,,,,13,0,0,13,11,85,10,0,0,10,9,90,12
417868,,,,18,0,0,18,15,83,11,0,0,11,9,82,1
417983,,,,0,0,0,0,0,,12,0,0,12,7,58,6
418065,,,,55,0,0,55,54,98,14,0,0,14,12,86,18
418250,,,,30,0,0,30,24,80,133,0,0,133,54,41,10
418278,,,,45,0,0,45,41,91,13,0,0,13,11,85,6
418296,,,,294,0,0,294,195,66,553,0,0,553,545,99,22
418302,,,,34,0,0,34,25,74,30,0,0,30,19,63,5
418320,,,,33,0,0,33,29,88,78,0,0,78,74,95,10
418348,,,,38,0,0,38,32,84,33,0,0,33,27,82,13
418357,,,,13,0,0,13,2,15,126,0,0,126,1,1,8
418409,,,,82,0,0,82,72,88,35,0,0,35,32,91,10
418542,,,,14,0,0,14,7,50,20,0,0,20,12,60,1
418560,,,,10,0,0,10,6,60,14,0,0,14,7,50,2
418773,,,,134,0,0,134,120,90,23,0,0,23,20,87,14
419226,,,,157,0,0,157,102,65,41,0,0,41,39,95,13
420343,,,,285,0,0,285,231,81,74,0,0,74,57,77,26
420468,,,,95,0,0,95,86,91,35,0,0,35,32,91,11
421665,,,,12,0,0,12,8,67,4,0,0,4,3,75,20
421708,,,,17,0,0,17,13,76,6,0,0,6,2,33,20
421771,,,,7,0,0,7,4,57,3,0,0,3,1,33,10
425250,,,,15,0,0,15,10,67,4,0,0,4,3,75,9
425986,,,,34,0,0,34,23,68,11,0,0,11,6,55,13
427991,,,,310,0,0,310,93,30,46,0,0,46,19,41,10
428019,,,,13,0,0,13,12,92,22,0,0,22,20,91,9
430227,,,,33,0,0,33,21,64,8,0,0,8,4,50,16
430908,,,,7,0,0,7,6,86,4,0,0,4,3,75,5
431017,,,,52,0,0,52,42,81,16,0,0,16,10,63,7
431105,,,,18,0,0,18,18,100,33,0,0,33,31,94,9
431558,,,,191,0,0,191,155,81,7,0,0,7,6,86,15
431600,,,,5,0,0,5,3,60,8,0,0,8,4,50,11
432117,,,,22,0,0,22,22,100,9,0,0,9,5,56,20
433068,,,,78,0,0,78,68,87,15,0,0,15,9,60,12
433101,,,,186,0,0,186,137,74,49,0,0,49,29,59,16
433138,,,,37,0,0,37,25,68,13,0,0,13,12,92,3
434274,,,,51,0,0,51,18,35,23,0,0,23,10,43,10
434830,,,,50,0,0,50,42,84,19,0,0,19,13,68,17
436030,,,,47,0,0,47,24,51,24,0,0,24,13,54,25
436632,,,,61,0,0,61,51,84,48,0,0,48,40,83,10
437769,,,,9,0,0,9,4,44,12,0,0,12,6,50,14
437857,,,,23,0,0,23,18,78,5,0,0,5,4,80,12
438221,,,,29,0,0,29,21,72,5,0,0,5,3,60,12
438337,,,,147,0,0,147,117,80,41,0,0,41,28,68,25
439455,,,,7,0,0,7,3,43,17,0,0,17,3,18,14
439473,,,,40,0,0,40,23,58,30,0,0,30,16,53,20
439747,,,,53,0,0,53,52,98,18,0,0,18,14,78,24
439774,,,,41,0,0,41,38,93,8,0,0,8,7,88,18
440101,,,,20,0,0,20,14,70,25,0,0,25,10,40,19
440262,,,,49,0,0,49,39,80,16,0,0,16,14,88,21
441380,,,,29,0,0,29,23,79,8,0,0,8,5,63,25
441742,,,,241,0,0,241,155,64,24,0,0,24,3,13,25
442073,,,,139,0,0,139,94,68,7,0,0,7,6,86,14
442240,,,,3,0,0,3,2,67,10,0,0,10,6,60,12
442569,,,,38,0,0,38,9,24,125,0,0,125,20,16,20
443146,,,,14,0,0,14,3,21,3,0,0,3,2,67,8
443641,,,,8,0,0,8,6,75,8,0,0,8,6,75,12
443784,,,,1,0,0,1,0,0,58,0,0,58,21,36,39
443979,,,,5,0,0,5,4,80,51,0,0,51,45,88,15
444051,,,,13,0,0,13,13,100,6,0,0,6,3,50,9
444282,,,,18,0,0,18,11,61,12,0,0,12,5,42,15
444291,,,,39,0,0,39,18,46,12,0,0,12,5,42,14
444307,,,,16,0,0,16,10,63,6,0,0,6,4,67,14
444404,,,,3,0,0,3,2,67,5,0,0,5,4,80,15
444787,,,,47,0,0,47,27,57,4,0,0,4,1,25,12
444857,,,,7,0,0,7,7,100,8,0,0,8,7,88,5
445212,,,,11,0,0,11,10,91,5,0,0,5,4,80,6
445911,,,,180,0,0,180,142,79,12,0,0,12,7,58,15
446084,,,,0,0,0,0,0,,20,0,0,20,15,75,6
446206,,,,41,0,0,41,11,27,3,0,0,3,2,67,15
447023,,,,563,0,0,563,399,71,8,0,0,8,7,88,22
447166,,,,23,0,0,23,17,74,9,0,0,9,3,33,11
447175,,,,21,0,0,21,14,67,13,0,0,13,9,69,25
447449,,,,22,0,0,22,5,23,15,0,0,15,3,20,12
447759,,,,9,0,0,9,8,89,4,0,0,4,3,75,20
447777,,,,10,0,0,10,2,20,482,0,0,482,182,38,26
447883,,,,32,0,0,32,19,59,40,0,0,40,22,55,10
448026,,,,20,0,0,20,15,75,5,0,0,5,4,80,12
448424,,,,16,0,0,16,13,81,12,0,0,12,9,75,14
449311,,,,4,0,0,4,4,100,6,0,0,6,3,50,10
449320,,,,177,0,0,177,140,79,46,0,0,46,27,59,17
449339,,,,47,0,0,47,44,94,821,0,0,821,755,92,25
449463,,,,87,0,0,87,32,37,66,0,0,66,60,91,8
449782,,,,14,0,0,14,10,71,5,0,0,5,4,80,6
449816,,,,21,0,0,21,20,95,79,0,0,79,52,66,5
449959,,,,14,0,0,14,11,79,6,0,0,6,4,67,12
449968,,,,11,0,0,11,9,82,5,0,0,5,3,60,16
449977,,,,11,0,0,11,9,82,2,0,0,2,1,50,12
450377,,,,1,0,0,1,0,0,43,0,0,43,13,30,39
450395,,,,16,0,0,16,16,100,4,0,0,4,3,75,13
450605,,,,19,0,0,19,12,63,4,0,0,4,3,75,16
450614,,,,31,0,0,31,23,74,8,0,0,8,2,25,20
450650,,,,42,0,0,42,39,93,84,0,0,84,74,88,8
450720,,,,111,0,0,111,86,77,127,0,0,127,93,73,17
450933,,,,97,0,0,97,57,59,44,0,0,44,13,30,28
450988,,,,34,0,0,34,32,94,22,0,0,22,19,86,20
451097,,,,30,0,0,30,26,87,9,0,0,9,8,89,10
451103,,,,32,0,0,32,29,91,55,0,0,55,8,15,26
451282,,,,49,0,0,49,47,96,16,0,0,16,14,88,11
451334,,,,59,0,0,59,41,69,62,0,0,62,35,56,11
451343,,,,13,0,0,13,12,92,3,0,0,3,2,67,16
451529,,,,27,0,0,27,20,74,16,0,0,16,10,63,11
451583,,,,37,0,0,37,35,95,160,0,0,160,132,83,8
453215,,,,0,0,0,0,0,,31,0,0,31,9,29,39
454768,,,,3,0,0,3,2,67,4,0,0,4,3,75,19
454786,,,,38,0,0,38,35,92,38,0,0,38,35,92,18
454795,,,,18,0,0,18,15,83,4,0,0,4,3,75,40
454829,,,,0,0,0,0,0,,39,0,0,39,8,21,4
454874,,,,8,0,0,8,7,88,25,0,0,25,22,88,5
454917,,,,194,0,0,194,156,80,110,0,0,110,91,83,15
454926,,,,28,0,0,28,18,64,7,0,0,7,6,86,17
454962,,,,16,0,0,16,13,81,9,0,0,9,8,89,11
454971,,,,20,0,0,20,17,85,21,0,0,21,13,62,16
454980,,,,3,0,0,3,3,100,3,0,0,3,1,33,14
454999,,,,3,0,0,3,2,67,11,0,0,11,7,64,22
455008,,,,16,0,0,16,14,88,31,0,0,31,18,58,19
455062,,,,5,0,0,5,5,100,2,0,0,2,1,50,20
455187,,,,43,0,0,43,31,72,95,0,0,95,73,77,25
455202,,,,8,0,0,8,7,88,19,0,0,19,17,89,15
455284,,,,54,0,0,54,45,83,7,0,0,7,5,71,18
455381,,,,39,0,0,39,36,92,30,0,0,30,25,83,10
455664,,,,0,0,0,0,0,,27,0,0,27,3,11,7
455725,,,,360,0,0,360,278,77,89,0,0,89,59,66,13
455761,,,,44,0,0,44,42,95,18,0,0,18,15,83,13
455798,,,,14,0,0,14,14,100,12,0,0,12,10,83,12
455886,,,,30,0,0,30,25,83,15,0,0,15,11,73,19
455895,,,,47,0,0,47,34,72,39,0,0,39,30,77,23
455901,,,,14,0,0,14,13,93,4,0,0,4,2,50,15
456029,,,,7,0,0,7,3,43,2,0,0,2,1,50,19
456135,,,,43,0,0,43,21,49,17,0,0,17,10,59,13
456454,,,,44,0,0,44,29,66,4,0,0,4,3,75,16
456579,,,,60,0,0,60,32,53,5,0,0,5,3,60,14
456621,,,,1,0,0,1,1,100,26,0,0,26,4,15,39
457253,,,,1,0,0,1,1,100,10,0,0,10,9,90,20
457378,,,,38,0,0,38,32,84,40,0,0,40,33,83,7
457396,,,,11,0,0,11,8,73,54,0,0,54,26,48,13
457439,,,,11,0,0,11,9,82,2,0,0,2,1,50,16
457633,,,,25,0,0,25,24,96,25,0,0,25,18,72,15
457837,,,,16,0,0,16,11,69,3,0,0,3,1,33,11
458007,,,,38,0,0,38,37,97,15,0,0,15,14,93,15
458043,,,,14,0,0,14,10,71,4,0,0,4,3,75,10
458061,,,,8,0,0,8,7,88,19,0,0,19,18,95,25
458098,,,,17,0,0,17,15,88,8,0,0,8,6,75,11
458113,,,,0,0,0,0,0,,7,0,0,7,5,71,8
458274,,,,20,0,0,20,10,50,4,0,0,4,3,75,19
458803,,,,44,0,0,44,33,75,19,0,0,19,11,58,17
458812,,,,30,0,0,30,20,67,6,0,0,6,3,50,24
458830,,,,49,0,0,49,33,67,28,0,0,28,16,57,25
458858,,,,50,0,0,50,22,44,24,0,0,24,10,42,15
458885,,,,0,0,0,0,0,,19,0,0,19,5,26,39
458955,,,,0,0,0,0,0,,18,0,0,18,7,39,39
459019,,,,56,0,0,56,21,38,10,0,0,10,2,20,10
459055,,,,11,0,0,11,9,82,5,0,0,5,3,60,14
459286,,,,10,0,0,10,8,80,4,0,0,4,3,75,16
459295,,,,19,0,0,19,15,79,12,0,0,12,7,58,8
459301,,,,7,0,0,7,5,71,5,0,0,5,1,20,12
459347,,,,6,0,0,6,5,83,15,0,0,15,14,93,10
459392,,,,19,0,0,19,17,89,12,0,0,12,11,92,20
459532,,,,4,0,0,4,4,100,33,0,0,33,29,88,25
460701,,,,17,0,0,17,15,88,52,0,0,52,43,83,16
460862,,,,12,0,0,12,12,100,13,0,0,13,9,69,11
460978,,,,76,0,0,76,65,86,67,0,0,67,52,78,9
461087,,,,44,0,0,44,5,11,1029,0,0,1029,23,2,18
461245,,,,26,0,0,26,17,65,39,0,0,39,24,62,5
461306,,,,78,0,0,78,1,1,62,0,0,62,1,2,17
461342,,,,44,0,0,44,41,93,10,0,0,10,9,90,8
461494,,,,27,0,0,27,23,85,11,0,0,11,10,91,15
461607,,,,7,0,0,7,7,100,11,0,0,11,7,64,10
461768,,,,73,0,0,73,63,86,27,0,0,27,18,67,17
461908,,,,6,0,0,6,6,100,21,0,0,21,16,76,12
461917,,,,14,0,0,14,12,86,28,0,0,28,24,86,15
461999,,,,110,0,0,110,68,62,20,0,0,20,16,80,24
462008,,,,10,0,0,10,9,90,8,0,0,8,7,88,23
462035,,,,56,0,0,56,45,80,144,0,0,144,104,72,15
467872,,,,19,0,0,19,18,95,8,0,0,8,5,63,22
470393,,,,5,0,0,5,0,0,8,0,0,8,5,63,18
474915,,,,145,0,0,145,125,86,94,0,0,94,72,77,22
474924,,,,19,0,0,19,18,95,75,0,0,75,58,77,15
475121,,,,429,0,0,429,102,24,65,0,0,65,1,2,31
475398,,,,0,0,0,0,0,,4,0,0,4,3,75,3
475556,,,,14,0,0,14,8,57,3,0,0,3,2,67,17
475662,,,,6,0,0,6,4,67,13,0,0,13,9,69,7
475714,,,,42,0,0,42,23,55,5,0,0,5,4,80,6
475723,,,,39,0,0,39,30,77,64,0,0,64,45,70,6
476179,,,,46,0,0,46,29,63,26,0,0,26,14,54,25
476887,,,,347,0,0,347,268,77,18,0,0,18,8,44,20
476902,,,,17,0,0,17,14,82,12,0,0,12,9,75,12
478582,,,,33,0,0,33,17,52,18,0,0,18,9,50,23
478591,,,,57,0,0,57,49,86,39,0,0,39,28,72,12
478616,,,,32,0,0,32,17,53,5,0,0,5,3,60,23
479062,,,,17,0,0,17,15,88,18,0,0,18,17,94,18
480125,,,,101,0,0,101,96,95,103,0,0,103,82,80,16
481021,,,,19,0,0,19,16,84,7,0,0,7,6,86,2
481100,,,,35,0,0,35,33,94,33,0,0,33,31,94,20
481128,,,,14,0,0,14,12,86,2,0,0,2,1,50,24
481146,,,,25,0,0,25,15,60,10,0,0,10,7,70,15
481243,,,,19,0,0,19,19,100,23,0,0,23,22,96,18
481313,,,,29,0,0,29,25,86,19,0,0,19,17,89,13
481386,,,,0,0,0,0,0,,128,0,0,128,104,81,13
481483,,,,27,0,0,27,24,89,14,0,0,14,12,86,17
481517,,,,12,0,0,12,12,100,6,0,0,6,5,83,10
481678,,,,19,0,0,19,7,37,11,0,0,11,7,64,15
481748,,,,48,0,0,48,28,58,5,0,0,5,3,60,15
481845,,,,13,0,0,13,5,38,14,0,0,14,7,50,14
482167,,,,25,0,0,25,14,56,47,0,0,47,18,38,25
482176,,,,34,0,0,34,30,88,20,0,0,20,14,70,20
482194,,,,22,0,0,22,19,86,16,0,0,16,11,69,10
482981,,,,22,0,0,22,16,73,9,0,0,9,6,67,25
483559,,,,14,0,0,14,7,50,10,0,0,10,3,30,15
483708,,,,67,0,0,67,60,90,126,0,0,126,114,90,20
483735,,,,14,0,0,14,12,86,18,0,0,18,12,67,9
483896,,,,5,0,0,5,1,20,16,0,0,16,1,6,17
484002,,,,340,0,0,340,271,80,22,0,0,22,1,5,25
484057,,,,15,0,0,15,15,100,47,0,0,47,32,68,12
484075,,,,12,0,0,12,5,42,12,0,0,12,2,17,30
484084,,,,8,0,0,8,6,75,15,0,0,15,14,93,15
484206,,,,88,0,0,88,84,95,55,0,0,55,49,89,21
484394,,,,25,0,0,25,24,96,17,0,0,17,15,88,12
484604,,,,96,0,0,96,86,90,89,0,0,89,61,69,20
485014,,,,27,0,0,27,17,63,11,0,0,11,4,36,19
485032,,,,15,0,0,15,12,80,8,0,0,8,3,38,15
485236,,,,3,0,0,3,1,33,6,0,0,6,3,50,10
485397,,,,46,0,0,46,23,50,11,0,0,11,7,64,25
485494,,,,52,0,0,52,46,88,7,0,0,7,5,71,15
485500,,,,1,0,0,1,1,100,18,0,0,18,15,83,26
485546,,,,0,0,0,0,0,,2,0,0,2,1,50,11
485874,,,,8,0,0,8,7,88,7,0,0,7,5,71,19
486150,,,,15,0,0,15,13,87,5,0,0,5,4,80,13
486424,,,,39,0,0,39,30,77,3,0,0,3,2,67,15
486691,,,,24,0,0,24,8,33,11,0,0,11,2,18,15
486886,,,,8,0,0,8,6,75,14,0,0,14,12,86,18
487348,,,,8,0,0,8,8,100,12,0,0,12,11,92,21
487375,,,,25,0,0,25,21,84,8,0,0,8,4,50,20
487506,,,,25,0,0,25,24,96,27,0,0,27,22,81,7
487533,,,,15,0,0,15,14,93,20,0,0,20,12,60,17
487791,,,,106,0,0,106,93,88,38,0,0,38,31,82,20
488110,,,,11,0,0,11,9,82,7,0,0,7,2,29,11
488129,,,,1,0,0,1,1,100,18,0,0,18,16,89,20
488262,,,,5,0,0,5,4,80,5,0,0,5,4,80,7
488299,,,,29,0,0,29,22,76,9,0,0,9,7,78,16
488396,,,,3,0,0,3,0,0,14,0,0,14,12,86,18
488439,,,,39,0,0,39,15,38,43,0,0,43,14,33,20
488651,,,,79,0,0,79,45,57,57,0,0,57,36,63,20
488749,,,,75,0,0,75,64,85,11,0,0,11,9,82,20
488846,,,,1106,0,0,1106,878,79,701,0,0,701,493,70,27
488934,,,,136,0,0,136,109,80,171,0,0,171,135,79,10
488989,,,,13,0,0,13,12,92,8,0,0,8,6,75,13
489122,,,,5,0,0,5,5,100,4,0,0,4,2,50,10
489131,,,,4,0,0,4,4,100,4,0,0,4,2,50,15
489140,,,,9,0,0,9,8,89,16,0,0,16,12,75,9
489159,,,,17,0,0,17,12,71,17,0,0,17,12,71,20
489238,,,,15,0,0,15,13,87,8,0,0,8,7,88,18
489247,,,,12,0,0,12,11,92,7,0,0,7,5,71,5
490045,,,,0,0,0,0,0,,4,0,0,4,3,75,6
490090,,,,12,0,0,12,8,67,14,0,0,14,8,57,12
490133,,,,405,0,0,405,297,73,14,0,0,14,2,14,10
490407,,,,24,0,0,24,20,83,14,0,0,14,8,57,8
490489,,,,9,0,0,9,4,44,4,0,0,4,2,50,30
490531,,,,12,0,0,12,10,83,9,0,0,9,7,78,20
490832,,,,40,0,0,40,18,45,8,0,0,8,4,50,17
491066,,,,13,0,0,13,10,77,25,0,0,25,14,56,6
491136,,,,28,0,0,28,20,71,11,0,0,11,4,36,16
491145,,,,34,0,0,34,23,68,17,0,0,17,13,76,23
491224,,,,10,0,0,10,8,80,3,0,0,3,2,67,15
491260,,,,16,0,0,16,14,88,10,0,0,10,7,70,13
491677,,,,17,0,0,17,8,47,8,0,0,8,2,25,38
491783,,,,20,0,0,20,19,95,35,0,0,35,34,97,6
491950,,,,1,0,0,1,1,100,106,0,0,106,104,98,25
492005,,,,26,0,0,26,23,88,4,0,0,4,3,75,17
492731,,,,40,0,0,40,37,93,21,0,0,21,19,90,20
492953,,,,17,0,0,17,16,94,13,0,0,13,11,85,15
493080,,,,16,0,0,16,14,88,58,0,0,58,43,74,11
493530,,,,4,0,0,4,3,75,7,0,0,7,2,29,15
493628,,,,5,0,0,5,5,100,6,0,0,6,5,83,15
493682,,,,26,0,0,26,22,85,5,0,0,5,4,80,10
493691,,,,14,0,0,14,12,86,3,0,0,3,2,67,17
493868,,,,17,0,0,17,10,59,14,0,0,14,12,86,12
493910,,,,8,0,0,8,6,75,13,0,0,13,11,85,25
494719,,,,16,0,0,16,13,81,11,0,0,11,8,73,14
494904,,,,25,0,0,25,22,88,64,0,0,64,55,86,13
495235,,,,3,0,0,3,2,67,4,0,0,4,2,50,16
