UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C142,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1MHP,F1M01,F1M02,F1M03,F1M04,F1MHOP,F1M05,F1M06,F1M07,F1M08,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1E12,F1E121,F1E122,F1E13,F1E131,F1E132,F1E14,F1E141,F1E142,F1E15,F1E151,F1E152,F1E16,F1E161,F1E162,F1E17,F1E171,F1E172,F1FHA,F1H01,F1H02,F1H03,F1H03A,F1H03B,F1H03C,F1H03D,F1N01,F1N02,F1N03,F1N04,F1N05,F1N06,F1N07
112172,200432258,124724878,0,124724878,325157136,39130647,14595000,18495859,33090859,131610158,101779334,233389492,266480351,13260661,45503256,63843415,15339613,-40139513,84546771,11013818,0,195957200,25627502,14852573,247451093,123296817,570602,0,162792896,141411338,21381558,63165213,0,84546771,7022389,4020432,17433391,1536558,1536558,0,132572,,0,,0,30145342,0,73697329,25331899,13549143,8247620,0,0,2358356,5651507,128835854,158981196,3811700,0,0,0,3811700,162792896,44427675,31806893,0,0,1213892,837258,3835824,2543930,17128249,11085740,19129568,7828389,15797116,7180250,3524791,,,,,32698764,4060625,141411338,61687626,28994771,3434694,9236735,4087392,33970120,1,8102886,83326176,12601202,25517352,1,512933,2597709,659459,2888280,13549143,522691,7724929,0,0,0,21796763,5999647,0,5999647,15797116,5999642,5999642,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,7856765,8343974,487209,221950,359415,-94156,0,1277990,2146323,1277990,12640360,1986400,0,868333
112561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202189,1473564,7425695,184774,184774,0,230541,,0,,137321,9654084,0,0,0,4782918,272400,0,0,6411,16449,5078178,14732262,0,0,0,0,0,14732262,9263580,6113621,0,0,55756,14030,4744813,2136083,5632548,3628879,2454791,1254761,999085,841993,699515,,,,,3397676,0,27390242,13846889,5880392,0,0,0,7662961,1,1963269,19068300,2903100,6608343,1,-724809,448184,990634,616315,3138060,1029264,2541052,0,0,3992,6712368,1211318,4501965,5713283,999085,3133999,0,3133999,869872,0,869872,498094,0,498094,0,0,0,0,0,0,1211318,1211318,0,1,2140132,2140132,0,0,0,0,0,,,,,,,
113193,153847579,207043417,0,207043417,360890996,19636134,8747335,28021458,36768793,165301369,63246893,228548262,265317055,10443797,89884703,35954581,0,-21073006,104766278,38446862,0,230041906,18340514,21684348,308513630,101470213,0,0,133494265,109752278,23741987,81024291,0,104766278,8319671,3410746,9544777,2496164,2496164,0,585845,,0,,0,24357203,0,18468010,50869182,13249911,0,0,0,1143446,806405,84536954,108894157,22816743,0,0,1783365,24600108,133494265,40118893,23906256,277186,142494,2162254,655993,6681921,3701167,13172769,7178657,17564468,6888537,12719535,3653403,1662050,,,,,13401849,0,109752278,44135154,12475425,5680618,7572089,5226503,34662489,1,5619485,61302111,9905352,18728632,1,71198,1771597,538445,907502,7390066,252858,4106567,0,830718,3540227,16120436,3400901,0,3400901,12719535,0,0,0,0,0,0,3400901,3400901,0,0,0,0,0,0,0,0,0,0,1,32745827,37671715,4925888,1510285,3905049,-1655875,1166429,4368382,133494265,23741987,104766278,360890996,174048704,109752278
113218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733786,7748134,28463155,0,0,0,53463,,0,,0,39998538,0,25243592,31083500,10282282,4181014,0,0,93009,5145432,76028829,116027367,316433,0,0,0,316433,116343800,20648194,13503587,0,0,0,0,4391414,2831461,14249074,6971444,4495128,1898427,16989708,1329228,665520,,,,,31306627,956373,93409373,26826812,10234043,2784557,3154503,4594156,45815302,1,2959296,33583698,5421082,9300130,1,212266,3864875,339341,636717,10282282,6512891,2703744,0,0,995517,20494434,3504726,0,3504726,16989708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3504726,3504726,0,1,1194034,1836995,642961,113930,48891,-18200,498340,,,,,,,
113573,402278997,310163276,94726564,404889840,807168837,60049035,23135364,61697284,84832648,498503688,92817031,591320719,676153367,15541776,57922008,138923884,0,-21323163,175522729,40087162,151490088,317390756,25596836,52865455,587430297,183790404,1249947,0,223703034,185529417,38173617,137349112,0,175522729,6747590,3991329,19538382,950035,915693,34342,0,,0,,0,31227336,0,26654642,97622942,16858471,10884865,0,0,7806928,2645707,162473555,193700891,30002143,0,0,0,30002143,223703034,40839428,38289545,0,0,2717868,1165985,9150425,8510485,14309865,12694809,28950965,11289713,28834284,0,0,,,,,60726582,15039371,185529417,86989908,24305415,36938693,17288733,15477799,4528869,1,10432503,80699033,9921276,28243661,1,189551,6122998,1938617,2921938,14686582,1679189,11712039,2193,6636896,0,34716899,5882615,0,5882615,28834284,3994,3994,0,167251,167251,0,0,0,0,0,0,0,0,0,0,5711370,5711370,0,1,59122685,61752274,2629589,324139,2752158,-1105905,659197,8171474,193700891,38173617,175522729,402278997,486615000,185529417
114433,36008143,12231111,6239644,18470755,54478898,5731278,1062453,17742525,18804978,18661119,0,18661119,37466097,1711216,12205802,5208706,0,3618355,21032863,1806824,0,18753572,7455993,0,28016389,15785278,0,0,35570243,30507783,5062460,15621403,349000,21032863,2661953,1824716,4119263,0,0,0,272419,0,0,0,0,8878351,0,11787932,8477992,2611908,2300322,0,0,761003,752735,26691892,35570243,0,0,0,0,0,35570243,10715726,5455723,0,0,0,0,973651,653667,4875290,2810092,4582012,1661093,4032818,2178029,848702,0,0,0,0,3150257,668525,30507783,12097802,4465754,2016474,1099572,687,10827494,1,1848370,16191684,1711216,5731278,1,-127594,1645464,0,0,1215664,44668,150128,0,0,3525476,4935936,903118,0,903118,4032818,665677,665677,0,216145,216145,0,21296,21296,0,0,0,0,0,0,0,0,0,0,1,48286,205743,157457,0,0,0,157457,4615163,35723290,4964163,20585566,8379764,0,31108127
114789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5814121,6254182,30388418,1106562,0,1106562,2960,,0,,358114,43924357,0,89745807,27479301,72336190,16317858,0,715343,1836152,141896,208572547,252496904,58876994,7631993,0,0,66508987,319005891,80244163,50259924,0,0,882977,344602,25582285,15710338,34903466,22590198,20211256,9542413,85733520,2938118,1801265,,,,,14763133,0,265258918,100248740,33944787,4234811,7034684,5379286,114416610,1,15663964,128808023,10879362,42629564,1,-900831,8336424,8257248,6614084,32434116,32377902,30944864,0,4429019,0,100185901,14452381,0,14452381,85733520,0,0,0,0,0,0,14452381,14452381,0,0,0,0,0,0,0,0,0,0,1,7503993,7858720,354727,354727,0,0,0,,,,,,,
115001,184819370,292145154,0,292145154,476964524,44294861,11592400,59953748,71546148,380270745,116498622,496769367,568315515,21711092,-5193841,40298478,0,-103871859,-68767222,80938393,0,182243880,32181489,106686181,402049943,109905335,0,0,202171632,188717653,13453979,-82221201,0,-68767222,8894796,3382212,21517145,325253,325253,0,0,,0,,0,34119406,0,74059885,45588101,21124245,15347083,0,0,-11724932,23657844,168052226,202171632,0,0,0,0,0,202171632,58564618,44431090,998075,705905,597900,219319,5942454,5374203,29102597,19234826,24937086,8972375,29233657,6286006,2716663,,,,,33055260,2329613,188717653,83983994,27770870,23739063,6679849,11724932,34818945,1,9972465,107952448,15779808,32186065,1,-1943325,8546174,5931284,2215693,20319139,290788,12372763,325253,0,2386379,35694322,6460665,0,6460665,29233657,0,0,0,0,0,0,6460665,6460665,0,0,0,0,0,0,0,0,0,0,1,17107543,19382991,2275448,2101453,1486024,-1312029,0,13453979,202171632,13453979,-68767222,176146438,380270745,188717653
115296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5522238,11459424,42096767,0,0,0,79071,,0,,0,59157500,0,37335061,46740469,14565768,6183685,0,0,137560,7483456,112445999,171603499,304186,163815,0,2,468003,172071502,46210579,31498031,0,0,0,0,9350980,3090670,21186643,11722132,12937692,2885847,29010557,2621524,1379275,,,,,32009013,1999352,153326988,52575307,20143769,4568328,5175258,7537144,63327182,1,5898988,65097167,10507988,18026965,1,411446,7491504,591611,1240209,14565768,10084482,2600272,0,0,7677420,34927942,5917385,0,5917385,29010557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5917385,5917385,0,1,1974665,2934440,959775,168502,94101,-39867,737039,,,,,,,
115393,149556772,225678060,180973,225859033,375415805,23593187,9184759,46239631,55424390,308374215,62979975,371354190,426778580,10872140,28507759,26774232,0,-93923719,-38641728,1449045,0,246482036,61830164,31168095,340929340,115251280,0,0,131761377,129422334,2339043,-40996864,16093,-38641728,2839708,11859166,39933297,0,0,0,589794,,0,,0,55221965,0,28906358,30885689,11091713,0,0,0,2227054,3428598,76539412,131761377,0,0,0,0,0,131761377,26716848,17996095,0,0,2983522,1666126,5613926,3349022,5071722,3216622,20078701,5693143,11796690,1696413,1160929,,,,,55464512,10988221,129422334,44070158,22900007,4145676,7479788,15699294,35127411,1,7753718,60411079,5749160,16631952,1,250050,1617960,1172888,1789943,11091713,149000,4740886,0,0,0,15981599,4184909,0,4184909,11796690,0,0,0,0,0,0,4184909,4184909,0,0,0,0,0,0,0,0,0,0,1,10775522,12342580,1567058,222022,701294,-685269,1329011,-13360251,116062083,2339043,-38641728,-38641728,14965925,129422334
115755,287496113,121146604,130837227,251983831,539479944,132180091,2443079,29733358,32176437,45473492,563224301,608697793,640874230,164501471,205029713,5153984,974564,-344873927,-133715666,15140828,53077298,321594752,28609724,108660626,527083228,278933052,633708,0,407639543,233609145,174030398,-307746064,0,-133715666,31063864,472033,509330,0,0,0,15528655,0,325161,0,27410041,75309084,0,284475307,0,26075219,12228779,0,2116846,1966813,4970237,331833201,407142285,0,497258,0,0,497258,407639543,70504638,40066478,522272,84597,325728,58326,24089254,13098865,37303275,15803106,26805606,12561236,13759645,31846679,2653346,0,0,0,0,28452048,0,233609145,84325954,44543864,32801501,10268305,1757076,59912445,1,15438733,175707077,18015797,63475879,1,11633841,383723480,145793062,64538415,13952353,1233278,12203341,0,1489466,15874865,44753303,22078148,8915510,30993658,13759645,9795931,6715460,3080471,262507,179958,82549,8539753,5854306,2685447,0,0,0,0,0,0,12395467,9328424,3067043,1,29965657,32220457,2254800,2860754,2312401,-2757622,-160733,200824873,457873359,161243869,372609724,287185707,43619298,257048486
115861,150556600,100523962,1296740,101820702,252377302,25243200,5066534,49076283,54142817,143373887,114269221,257643108,311785925,17522746,-7512401,-108926105,0,64750337,-51688169,160000,16270552,98689685,12017798,19620065,146758100,46234138,0,0,147197426,137478024,9719402,-66106306,4698735,-51688169,2566839,13137648,25831503,3548390,3548390,0,0,,0,,0,45084380,0,55176396,22564972,21497642,0,0,0,1416613,1000000,101655623,146740003,0,0,0,457423,457423,147197426,39030164,17382830,369918,252910,728788,254597,12535549,3171080,27794714,10835052,23583712,6520454,861333,0,0,,,,,32573846,0,137478024,38416923,24378599,6383595,4171145,5421003,58706759,1,2496719,55745102,5683988,18458959,1,4651183,57295528,8343647,6491451,21497642,4278568,11484439,13534,0,0,37274183,36412850,0,36412850,861333,21497642,21497642,0,4278568,4278568,0,10623106,10623106,0,13534,13534,0,0,0,0,0,0,0,1,2439942,2593384,153442,196976,231162,-18040,-256656,9261979,141319000,14418137,66106306,252377302,148440421,74736978
116439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11130752,4170119,21621856,0,0,0,1952090,,0,,0,38874817,0,1542898,100270209,12325362,4016779,0,0,7764671,4909101,130829020,169703837,10891113,-10961,0,0,10880152,180583989,43837532,29194543,0,0,1168048,712862,8100810,5365412,14212504,9415597,21268663,11159171,12325363,3854909,2335904,,,,,26835027,775889,131602856,58959378,26787245,5800022,0,0,40056211,2,,,,,2,,,,,8877346,280727,7444127,0,0,0,16602200,4276837,0,4276837,12325363,0,0,0,0,0,0,4276837,4276837,0,0,0,0,0,0,0,0,0,0,1,2385486,2864404,478918,409383,155849,-86714,400,,,,,,,
117052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186750,6707618,13600966,136403,0,136403,1501874,,0,,498693,24632304,0,31567710,9661131,14999474,4687909,0,112157,623682,141790,61793853,86426157,9610446,423,0,0,9610869,96037026,30811529,18394648,0,0,146164,39312,9779300,5085577,18263243,11474130,7856344,3857587,18717436,2759291,1259106,,,,,4438308,0,92771615,40110360,14072080,1593615,3419364,1699281,31876915,1,4709002,38705975,2481250,12809907,1,-270694,2505041,1314475,1987490,10164752,1370949,9285093,0,2493825,1,23314620,4597184,0,4597184,18717436,0,0,0,0,0,0,4597184,4597184,0,0,0,0,0,0,0,0,0,0,1,1724438,1777786,53348,53348,0,0,0,,,,,,,
117195,68083282,46762683,28010063,74772746,142856028,7034370,1111737,9082284,10194021,61529429,455241,61984670,72178691,3404679,31823347,51240281,0,-8756600,74307028,15398221,9834628,51440213,5980599,24575354,107229015,34624995,0,0,87685449,36016201,51669248,22637780,0,74307028,2634699,2413062,8519422,362535,362535,0,17152,,0,,0,13946870,0,15175252,4145753,2145926,0,0,0,759338,0,22226269,36173139,49328374,0,0,2183936,51512310,87685449,10008498,5655699,343264,176910,1655759,741198,4228281,2127800,4000845,2196996,4532764,1306738,2265370,2367994,938190,,,,,6613426,2065867,36016201,15209398,6031713,8874933,162775,1573754,4163628,1,2593566,19018043,1243269,6560324,1,-371132,427786,81465,367168,1593084,552842,452240,0,244816,354589,3197571,932201,0,932201,2265370,0,0,0,0,0,0,932201,932201,0,0,0,0,0,0,0,0,0,0,1,3549395,3448747,-100648,543694,93931,0,-738273,156938,36173139,51669248,74307028,68083282,52732862,36016201
117803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688790,0,41930,0,0,0,0,,0,,0,730720,0,0,10522741,370712,41930,0,12100,0,0,10947483,11678203,0,0,0,1157383,1157383,12835586,8058345,3595713,203577,203577,0,0,149453,0,44580,0,364909,0,377594,0,0,,,,,3494308,2493330,12692766,6292620,3797258,74644,0,0,2528244,2,,,,,2,,,,,281922,88790,9557,0,5825,0,386094,8500,0,8500,377594,0,0,0,0,0,0,0,0,0,0,0,0,8500,8500,0,0,0,0,1,465677,468511,2834,0,0,0,2834,,,,,,,
118684,42263837,75826567,436753,76263320,118527157,15379874,1572551,21484036,23056587,95148810,33323317,128472127,151528714,3878318,-14940395,10820216,0,-17379822,-21500001,7545440,0,113696600,8015644,0,129257684,53431117,0,0,60590439,58448651,2141788,-23641789,0,-21500001,1290159,3142158,8549326,494689,494689,0,63157,,0,,0,13539489,0,18322956,12239094,5935486,3457163,0,4029080,472745,753503,45210027,58749516,1840923,0,0,0,1840923,60590439,17220494,11013220,0,0,1854409,244708,3706479,1993974,8030105,3770481,15045051,4061870,4643762,1775137,938487,,,,,6173214,0,58448651,22022740,9825216,12889629,2550906,3622308,7537852,1,3323739,27724779,2716655,9328360,1,393346,4920756,1161663,97115,4304796,146441,1544626,0,0,0,5995863,1352101,0,1352101,4643762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352101,1352101,0,1,10801249,10967141,165892,0,0,0,165892,60590439,60590439,2141788,-21500001,76263320,98049143,58448651
118718,94031164,95339105,44856610,140195715,234226879,26864812,6166336,48514580,54680916,40067435,125722492,165789927,220470843,8589282,93628498,34802525,0,-96399457,32031566,1803366,16651851,139252133,33141156,32260787,223109293,93706035,0,0,165678789,143357372,22321417,9710149,0,32031566,4651256,2803233,20411882,33531,33531,0,328170,,0,,0,28228072,0,62538503,17577991,23986099,27244353,0,0,-764723,2355826,132938049,161166121,4302638,200608,0,9422,4512668,165678789,44351119,26188642,0,0,0,0,10002242,5991471,15071068,9296587,14217972,6825784,28361769,3961451,2158009,,,,,27391751,2680503,143357372,53140996,31675966,2673383,5753070,1098233,49015724,1,6548197,67266201,6154602,23117265,1,4198851,56711639,2434680,2979020,17663563,3642882,7055324,0,6369203,0,34730972,6369203,0,6369203,28361769,0,0,0,0,0,0,6369203,6369203,0,0,0,0,0,0,0,0,0,0,1,10084923,9758602,-326321,1100031,30687,-1912355,455316,17808749,161166121,22321417,32031566,34802525,42215476,143357372
118912,362554966,167815695,181434056,349249751,711804717,49131802,17698520,55194775,72893295,404235876,143411648,547647524,620540819,13417664,124827863,72616934,0,-70466761,126978036,5366281,8234295,243000138,27878263,175026653,459505630,111214941,0,959062,236636713,208451906,28184807,98793229,0,126978036,6858725,5298779,35117452,176040,176040,0,87613,0,0,0,0,47538609,0,6303405,153590197,15805783,2203968,0,0,0,11194751,189098104,236636713,0,0,0,0,0,236636713,59002191,39348887,0,0,6369168,3107839,17772097,16857593,28607353,17690429,26287413,11253035,18305698,7403536,3694025,0,0,0,0,44704450,4140601,208451906,96092409,38971387,7784844,7672291,10369096,47561879,1,15190667,133649598,12031309,40020765,1,1446113,9762050,1386355,9111037,13452410,2393323,7497643,101604,0,0,23444980,5139282,0,5139282,18305698,0,0,0,0,0,0,5139282,5139282,0,0,0,0,0,0,0,0,0,0,1,12537023,13396736,859713,21335,1455691,-617313,0,28205967,236636713,28184807,126978036,741455882,416336748,208451906
118976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5187950,5193892,29027798,2770695,2770695,0,405949,0,0,0,1040099,43626383,0,0,0,44980957,1543602,0,0,49823,16420,46590802,90217185,0,0,0,0,0,90217185,58394058,37570082,0,0,1256698,863853,27767239,9183016,19353145,11486948,4511203,3089989,7739057,2111022,843131,0,0,0,0,26423971,0,147556393,63037019,25595049,0,0,0,58924325,1,7591308,73730760,11225320,25552261,1,-2802595,1732979,3830451,2383085,24501622,8596811,19863410,0,0,511156,53472999,10102083,35631859,45733942,7739057,24391225,0,24391225,7482149,0,7482149,3758485,0,3758485,0,0,0,0,0,0,10102083,10102083,0,1,7414175,7728790,314615,314615,0,0,0,,,,,,,
119216,231044209,267609930,85427254,353037184,584081393,33216601,7560059,72889605,80449664,267165456,99882219,367047675,447497339,10387627,116568017,53238520,0,-10393509,159413028,10162506,22630393,294310106,32938576,68844264,428885845,82269145,0,0,228313487,178307950,50005537,106873526,2533965,159413028,5123395,16223653,26840496,242502,242502,0,79850,,0,,343471,48853367,0,53288187,43135998,23331424,4434150,0,1,4291284,26486971,154968015,203821382,24492105,0,0,0,24492105,228313487,49691142,32930884,419200,256495,2009782,916480,14880616,5137399,16940876,15632113,42051003,12551619,26940082,5041271,3298125,,,,,20333978,0,178307950,70723115,22466210,7288544,12882061,8168628,56779392,1,10519052,92752346,9991408,29799988,1,-627286,7129873,396219,3416613,23331424,720650,13262571,0,182168,0,37496813,10519441,37290,10556731,26940082,0,0,0,0,0,0,10519441,10519441,0,0,0,0,0,0,0,37290,0,37290,1,4085598,4970173,884575,791285,353252,-259962,0,25513432,191361470,50005537,159413028,231044209,267479511,178307950
120290,70814281,431352770,49606681,480959451,551773732,42415158,13485380,35142255,48627635,418296300,69723508,488019808,536647443,5332547,66294090,20380668,0,-34465858,52208900,87835861,0,451256109,73127263,4998323,617217556,145094662,0,0,120277091,119351331,925760,51317370,-34230,52208900,8444415,7426886,16630484,97940,97940,0,2261528,,0,,0,34861253,0,24148410,29706962,4050268,3348973,0,0,1010582,0,62265195,97126448,2409312,0,0,20741331,23150643,120277091,32060518,22446374,347838,238579,4884387,2672170,6089740,4439818,12257927,8354673,15584768,10825129,6145912,3852602,2174867,,,,,38127639,0,119351331,51151610,15963264,6486306,14362407,13316693,18071051,1,7972749,68467644,4668120,20239107,1,-146570,1255864,416926,1621090,4050268,429455,3987372,0,0,0,8467095,2321183,0,2321183,6145912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321183,2321183,0,1,3989107,4010486,21379,318962,464068,-734478,-27173,-13132165,92902473,891530,52208900,37095896,13724678,106034638
120953,35697379,7145405,57529394,64674799,100372178,7145405,1139641,16811743,17951384,49137910,0,49137910,67089294,1739719,37594529,2173319,1079278,-2158556,38688570,1055937,2887709,78069709,4489196,5913790,92416341,28509436,0,588285,40061865,39979290,82575,35846214,2759781,38688570,657573,1745092,6522046,668144,668144,0,0,,0,,0,9592855,0,25154761,3043338,1787440,755044,0,0,-271573,0,30469010,40061865,0,0,0,0,0,40061865,17344293,6114640,71357,25441,0,0,2230071,937231,5707225,2914731,9595809,2708161,2389244,0,0,,,,,2641291,0,39979290,12700204,5633896,1170799,1894794,3746,18575851,1,2389181,17370222,1668621,6008815,1,252110,1787060,71098,580998,1211942,575498,776932,478729,0,0,3043101,653857,0,653857,2389244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653857,653857,0,1,1662785,1721018,58233,0,58233,0,0,25842204,38274425,2839366,38688570,32675557,1020888,35435059
120971,333564879,421360482,88453953,509814435,843379314,80402483,17409491,58803817,76213308,945652094,0,945652094,1021865402,37217781,19332891,84144945,0,-238779222,-135301386,63134087,37446702,490393194,27392826,25232731,643599540,134588267,0,803162,272270853,238863402,33407451,-168708837,0,-135301386,11774307,15479776,41678210,1335763,1335763,0,0,,0,,0,70268056,0,25481920,142250507,14328855,4200241,0,0,6405742,3598970,196266235,266534291,5736562,0,0,0,5736562,272270853,61811904,45029954,0,0,2213682,520031,30640103,19664085,22389218,13899134,27341426,11016617,10773231,6969208,4701563,,,,,76724630,6152286,238863402,100983670,40145364,14799029,12974102,28787106,41174131,1,11561105,133544936,21915290,41482792,1,8712959,70715415,15302491,7784411,13315526,1013329,4200241,15412,0,0,18544508,7771277,0,7771277,10773231,0,0,0,0,0,0,7771277,7771277,0,0,0,0,0,0,0,0,0,0,1,18978358,20147021,1168663,44098,1453310,-328745,0,27670889,272270853,33407451,-135301386,315115236,738056028,238863402
121363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165548,7235130,16670009,250484,0,250484,174712,,0,,3020,25498903,0,16111632,8003601,9668280,3335991,0,0,1158962,1470389,39748855,65247758,4245156,0,0,0,4245156,69492914,15206521,8891225,0,0,0,0,8772968,4993595,4293181,2251517,7980980,2903026,14574446,2315872,774887,,,,,5060461,0,58204429,19814250,9660123,2462370,1058934,2409769,22798983,1,4646375,19133100,1929622,5866559,1,-414085,-532505,1983536,2629737,7674795,2184962,2049692,0,1714900,3794893,17419242,2844796,0,2844796,14574446,0,0,0,0,0,0,2844796,2844796,0,0,0,0,0,0,0,0,0,0,1,511484,3526589,3015105,2654475,360630,0,0,,,,,,,
121619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7315198,0,0,0,0,0,1711286,0,0,0,0,9026484,0,47307269,58240301,45906792,40642555,0,0,5595902,2430513,200123332,209149816,19850991,8183113,0,0,28034104,237183920,74655228,48551033,0,0,1088159,296526,7833968,5308911,27114136,18176141,11804607,4220954,35950632,6494014,1633596,0,0,0,0,7755005,0,172695749,78187161,33016021,3287835,9907906,5588328,42708498,1,10289473,105907235,12935454,32046365,1,-4610383,36890000,21044472,9694886,15772868,11236552,16796598,109929,0,0,43915947,7965315,0,7965315,35950632,0,0,0,0,0,0,7965315,7965315,0,0,0,0,0,0,0,0,0,0,1,13378787,13565018,186231,1658652,765896,-2238317,0,,,,,,,
121707,60847384,135026930,1841595,136868525,197715909,11474703,2987240,40790968,43778208,20533467,39392074,59925541,103703749,4553091,113399619,7014882,0,-19480729,100933772,267612,10141981,123006487,19183953,50312848,202912881,67885951,0,0,90158552,83027720,7130832,93802940,0,100933772,2528180,4752057,11230438,123691,123691,0,650985,,0,,0,19285351,0,28892753,11271909,9666544,0,0,0,-1180021,584012,49235197,68520548,21638004,0,0,0,21638004,90158552,26112526,15017995,0,0,0,0,6087624,3129962,8992730,4196457,12150261,4655205,7725569,1950516,838957,,,,,20008494,1924384,83027720,29762960,11425323,3952133,4233378,788056,32865870,1,3389614,33067458,4068032,11077941,1,-198887,5130203,461406,396762,6393273,275506,3780844,0,564196,1,11013820,2760881,527370,3288251,7725569,531828,208884,322944,43027,20046,22981,2614090,2490987,123103,0,0,0,0,0,0,99306,40964,58342,1,3422881,3351361,-71520,0,249677,-65000,-256197,-15345180,70224226,7535286,101096396,58779940,21603658,85486837
121901,245983615,206866215,29097727,235963942,481947557,75408915,8417977,128160392,136578369,180723178,193463017,374186195,510764564,22082371,86451722,36691515,0,-98633700,24509537,29464962,0,311525318,36832606,11048544,388871430,157415349,2253930,0,283438291,259380650,24057641,451896,0,24509537,8716602,21057385,41137872,358549,358549,0,1212427,,0,,0,72482835,0,90226876,38049039,41695609,10116554,0,428491,2844002,12325580,195686151,268168986,15269305,0,0,0,15269305,283438291,79278880,51062116,0,0,5708654,2258781,34260605,14807070,28817340,16558300,45629366,13043990,35610868,2915280,1613302,,,,,27159657,4823425,259380650,104166984,37413345,63621500,13139350,5428603,35610868,1,17075164,134683316,12506899,43663139,1,4290730,49064895,9575472,16764152,24731100,821554,14648548,0,6303635,0,46504837,10893969,0,10893969,35610868,0,0,0,0,0,0,10893969,10893969,0,0,0,0,0,0,0,0,0,0,1,5926251,6439764,513513,563797,25084,-75368,0,8771739,268168987,24057641,24509537,34218005,171739056,288606326
122205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17863132,6692395,34699729,0,0,0,3132802,,0,,0,62388058,0,2402138,156110628,19780297,6253721,0,0,12088811,7642977,204278572,266666630,16956367,-17065,0,0,16939302,283605932,68250626,45452968,0,0,1818534,1109854,12612146,8353406,22127438,14659138,33113169,17373708,19780296,6186532,3748763,,,,,42077467,1207981,205966208,91905818,41755931,9030052,0,0,63274407,2,,,,,2,,,,,14246764,450523,11946670,0,0,0,26643957,6863661,0,6863661,19780296,0,0,0,0,0,0,6863661,6863661,0,0,0,0,0,0,0,0,0,0,1,7315260,8214852,899592,601441,501928,-203777,0,,,,,,,
122409,542733844,1342978209,569412609,1912390818,2455124662,431018991,56425165,166682996,223108161,1145943916,1809051126,2954995042,3178103203,493482790,458782756,3580749,0,-1247805845,-785442340,121558166,302133779,1797283181,168076123,105692741,2494743990,861282201,10115872,2637736,1146811825,1011693460,135118365,-920560708,3,-785442340,290252012,2206240,0,2946121,521316,2424805,115359104,0,34760205,0,26651802,472175484,0,413655554,0,78955246,71687016,0,16790235,14380747,61787393,657256191,1129431675,0,17380147,0,3,17380150,1146811825,307961090,168727191,20940804,10458912,7331137,2348894,85510099,36206407,165837429,48136337,70021729,33822441,66142646,138487026,15571138,0,0,0,0,149461500,0,1011693460,315271320,181709047,95151632,83729426,36940143,298891892,1,66034041,641401618,38827890,230363599,1,53522282,1146060514,435437707,197994849,62197321,1696742,71664829,0,6965479,82447865,224972236,128488177,30341413,158829590,66142646,42359713,33163325,9196388,764321,598385,165936,48743226,38160963,10582263,0,0,0,0,0,0,66962330,56565504,10396826,1,398039847,433927801,35887954,22926750,29042495,-10461348,-5619943,288143731,1596633304,181738737,1546198898,895207227,1299042387,1308489572
