UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C142,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1MHP,F1M01,F1M02,F1M03,F1M04,F1MHOP,F1M05,F1M06,F1M07,F1M08,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1E12,F1E121,F1E122,F1E13,F1E131,F1E132,F1E14,F1E141,F1E142,F1E15,F1E151,F1E152,F1E16,F1E161,F1E162,F1E17,F1E171,F1E172,F1FHA,F1H01,F1H02,F1H03,F1H03A,F1H03B,F1H03C,F1H03D,F1N01,F1N02,F1N03,F1N04,F1N05,F1N06,F1N07
101240,52688126,79488570,6925762,86414332,139102458,21478796,2004333,12419926,14424259,22088257,50659292,72747549,87171808,23047376,56911589,2684348,1669082,-10902949,50362070,1316808,3004115,80586232,18288929,18213913,121409997,57123895,0,16519277,77646096,56953415,20692681,29545930,123459,50362070,6853630,11134980,3475788,307468,40283,267185,691849,,84194,,0,22547909,0,25902476,934672,12425963,0,0,2535,665261,2068931,41999838,64547747,0,13098349,0,0,13098349,77646096,19398046,13222783,0,0,99682,78752,2410284,1497463,6009173,3894312,10051147,4160785,5390546,657680,121984,,,,,12936857,0,56953415,22976079,5953443,8037298,3733376,1068641,15184578,1,4732737,45633337,2695315,15140824,1,29210,4541630,17714389,6139171,12425963,495979,1351573,0,155958,2502252,16931725,11331597,209582,11541179,5390546,9858490,9858490,0,226632,226632,0,906528,906528,0,0,0,0,37394,37394,0,512135,302553,209582,1,3461273,3780388,319115,0,319115,0,0,7594331,64547747,20692681,50362070,48692987,24092589,56953415
101286,42344294,38223527,955675,39179202,81523496,17491384,709967,5652239,6362206,4486868,41350946,45837814,52200020,16054630,33869299,658630,173420,-3941119,30760230,842817,5637982,56990298,14984212,1378385,79833694,40860277,0,92928,45595693,43999805,1595888,29196617,-32275,30760230,5428425,5314304,3391315,37367,0,37367,586851,,13061,,0,14771323,0,19856556,0,9687160,0,0,0,849953,430701,30824370,45595693,0,0,0,0,0,45595693,21961736,12556515,0,0,0,0,2512995,1498481,4800078,2609848,8025881,3242100,3553415,664659,31558,,,,,2481041,0,43999805,19938502,5229986,3258296,2882381,144205,12546435,1,1991746,37058000,2536000,12736000,2,,,,,9687160,196411,746623,0,0,1984621,12614815,9061400,0,9061400,3553415,9061400,9061400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160538,173420,12882,0,0,0,12882,1818888,45595693,1595888,30760230,42457152,5196835,43999805
100706,191133109,291902452,190182144,482084596,673217705,115690814,7234920,76131966,83366886,137943528,251489286,389432814,472799700,80431442,165912607,88142241,17887270,-36264741,235677377,45039271,0,480754855,120390370,2236324,648420820,343282982,2014915,0,395404266,306323891,89080375,147042796,-445794,235677377,75728883,125137893,5526996,2826679,0,2826679,16140647,0,4032231,0,0,229393329,0,73678125,0,9170783,0,0,3398143,14685547,0,100932598,330325927,21914057,20401460,3192289,19570533,65078339,395404266,72583420,45300813,128321935,62389013,4077881,1726453,17013709,5427457,20203313,8480944,23128046,12029228,4212336,10908575,2095358,0,0,0,0,25874676,0,306323891,137449266,59391790,15732384,20326789,5403646,68020016,1,30263765,237205000,9634000,82415669,1,-4389089,13303095,64829242,33275145,8202339,313208,217233,0,3372640,33353686,45459106,40451521,795249,41246770,4212336,10790948,10790948,0,346790,346790,0,4568,4568,0,0,0,0,1056509,1035379,21130,29047955,28273836,774119,1,87756960,99627019,11870059,6663908,5206151,-3795240,3795240,40656997,362828426,112259674,440404324,337268534,145178448,331641104
100724,137736601,237628454,822454,238450908,376187509,54173161,4471218,30075696,34546914,40960000,112945717,153905717,188452631,50035776,214069,28822011,250000,162586183,191872263,21493898,93098071,285786860,28337607,884725,429601161,199382756,4697608,2712441,182037788,161817460,20220328,171620783,31152,191872263,38285863,29426372,4460640,3185858,0,3185858,15164777,0,0,0,5896950,96420460,0,69270686,0,12091361,261254,0,55000,2995146,0,84673447,181093907,943881,0,0,0,943881,182037788,43009909,32906133,4601665,2102547,5993380,3650494,20251707,10192835,25038191,13157131,30297411,8437907,15084594,13874718,2577410,0,0,0,0,3665885,0,161817460,73024457,14758111,20872934,12575205,2178099,38408654,1,4778765,98398240,3685000,32818623,1,-1112880,9549942,46350776,20987838,11772440,318922,261254,0,490385,16852977,29695978,11537779,3073605,14611384,15084594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14611384,11537779,3073605,1,108202146,118616285,10414139,99770,1852076,-2584132,11046425,21974812,186376404,21974812,295548820,0,40960000,161817460
100751,883372278,2376277956,2488963758,4865241714,5748613992,444311087,47775250,553996106,601771356,1051532061,977029145,2028561206,2630332562,330284306,1655747911,729908171,750668381,95983748,3232308211,200217929,233386798,2794179078,431200748,180086355,3839070908,1174161631,65391724,18589106,1837798545,1330548548,507249997,2725058214,0,3232308211,489751283,111570875,33993620,7408879,1432341,5976538,218138305,0,17564235,0,95574270,974001467,0,212885740,0,39136784,0,0,78861700,219906628,7593264,558384116,1532385583,91296042,46465094,145730568,21921258,305412962,1837798545,330839391,178576848,192820347,91196833,73614730,35453442,122985559,53941086,78187613,31458893,127881675,58824196,37137535,270924165,79465438,0,0,0,0,96157533,0,1330548548,528916736,208345810,108147844,101494782,33672284,349971092,1,110337003,894458000,41588000,304165286,1,-23083687,57432788,273377903,124292935,33476067,5998657,1255119,0,19655959,288875558,349261360,295336578,16787247,312123825,37137535,33476067,33476067,0,5998657,5998657,0,1255119,1255119,0,0,0,0,5997025,5997025,0,265396957,248609710,16787247,1,1144632976,1369440098,224807122,175368036,114289374,-64185953,-664335,96411833,1458925653,561914071,3751222779,1656890692,1174146824,1362710658
100812,40506193,53366237,7873593,61239830,101746023,18848128,1500000,9850088,11350088,4718000,45798950,50516950,61867038,14438876,45269295,5881341,200000,-7062399,44288237,2664306,3172484,53691815,4400113,10069721,73998439,22428434,1796232,0,64409355,46952001,17457354,26830883,0,44288237,16159710,2623318,4046116,0,0,0,449918,0,0,0,0,23279062,0,33935471,0,5725373,0,0,0,990482,478967,41130293,64409355,0,0,0,0,0,64409355,21523557,14010599,0,0,0,0,4287099,2360989,4969216,2326430,8774212,4009223,3560336,440659,149941,0,0,0,0,3396922,0,46952001,22857182,6380591,1930680,1734308,181679,13867561,1,4957975,40057000,1885000,14047327,1,-1742730,3400184,12553876,4683167,5725373,1007815,227109,0,0,1426213,8386510,4826174,0,4826174,3560336,2117302,2117302,0,363732,363732,0,82827,82827,0,0,0,0,0,0,0,2262313,2262313,0,1,4982337,6058537,1076200,944166,327811,-195777,0,-23491260,64409355,17457354,44288237,-7062399,6218000,46952001
100830,30375974,96189647,97096842,193286489,223662463,39072452,629539,31831502,32461041,329974,153873161,154203135,186664176,31492540,26195037,31915827,5388177,-18920842,44578199,15456983,11177184,137068081,37224507,3698969,204625724,108436078,0,0,112717206,97380380,15336826,28941371,300002,44578199,40644815,1928420,3124683,169982,0,169982,7321395,0,1669525,0,996098,55854918,0,40747913,0,8533729,0,0,973892,5305335,0,55560869,111415787,1291306,0,10113,0,1301419,112717206,31968642,23490421,960554,502412,3699731,2435398,6910960,4430583,11282712,5675141,15014880,6914080,3246217,6713310,1542039,0,0,0,0,17583374,1718608,97380380,46708682,15205177,7055776,6053037,1228070,21129638,1,4620587,82069508,5296056,26047276,1,-2642449,8066915,26196484,13025176,8524894,439092,238829,0,1616829,12821149,23640793,18537850,1856726,20394576,3246217,8524894,7748786,776108,439092,399117,39975,238829,217086,21743,0,0,0,1616828,1469632,147196,9574933,8703229,871704,1,57070175,60862957,3792782,449032,6278780,-2935030,0,14035407,111415787,15336826,44578199,12994985,69856533,97380380
100858,530670194,2099653980,1640187744,3739841724,4270511918,491601910,70425260,453410382,523835642,1087125676,1124336136,2211461812,2735297454,361295505,1432950477,252843320,25561468,-45834396,1665520869,215733940,300941181,2465876655,562525462,92515985,3637593223,1426430131,0,3946230,1553599802,1419815257,133784545,1529294196,2442128,1665520869,508389990,167123560,18387214,25652319,2760778,22891541,184574375,0,70735629,0,22738476,997601563,0,372626667,0,18401153,0,0,50527980,93571648,0,535127448,1532729011,11196347,9347593,326851,0,20870791,1553599802,300285653,154371952,307994935,138510566,132209979,56152254,200705568,103039670,51762494,22615680,107658460,70507211,19887924,263893048,83094181,0,0,0,0,35417196,0,1419815257,628291514,209147703,131434820,122093079,37454258,291393883,1,62386558,944185587,42550943,323667795,1,-28005026,95222313,313637168,140798071,18043636,1511846,194472,1574,66562004,114654011,200967543,170427967,10651652,181079619,19887924,18045428,16986161,1059267,4334203,4079786,254417,308891,290759,18132,0,0,0,29287512,27568335,1719177,129103585,121502926,7600659,1,911152148,1010419784,99267636,37340308,104418662,-42491334,0,112913754,1532729011,133784545,1665520869,207008924,1157550936,1419815257
101028,9632424,22705350,0,22705350,32337774,7196169,270778,3447294,3718072,5692440,15799077,21491517,25209589,5794611,16742132,19698,30000,-8262087,8529743,506000,1931862,25667314,5741775,2318350,36165301,13507751,47800,0,22966549,20128522,2838027,5691716,0,8529743,1531824,822953,5246871,4425,4425,0,0,,0,,88787,7694860,0,8479709,0,6742984,0,0,0,48996,0,15271689,22966549,0,0,0,0,0,22966549,6361793,4282540,0,0,0,0,812533,594521,2600129,1688308,5247619,1449582,2434763,0,0,,,,,2671685,400324,20128522,8415275,2688076,1587978,906363,146129,6384701,1,1858000,14006000,629982,4971757,1,-666858,1389243,5164629,2224412,3598517,822953,995182,4425,0,1171771,6592848,4158085,0,4158085,2434763,2350911,2350911,0,381955,381955,0,0,0,0,0,0,0,0,0,0,1425219,1425219,0,1,49698,49698,0,0,0,0,0,-12256348,22966548,2838027,8529743,19698,5692440,19951207
101480,113483388,465293284,15408479,480701763,594185151,67569768,13996987,56826914,70823901,273337179,138901499,412238678,483062579,56534640,207676537,15765708,964155,-102248700,122157700,7457806,18570901,370124323,40608840,29943995,466705865,176397944,0,0,212491873,179710578,32781295,89333640,42765,122157700,57774706,3791004,3757465,4518650,4518650,0,25468241,0,0,0,7705273,103015339,0,51028490,0,23304527,0,0,0,3070362,8602336,86005715,189021054,11781014,0,0,11689805,23470819,212491873,56235532,35972872,648511,273176,4532090,1818204,10302878,5446531,37267536,13995251,27366480,9812717,14074257,19728902,1659945,0,0,0,0,9554392,1,179710578,68978697,23999236,13008845,12222373,5652872,55848555,1,16002000,122711000,6133000,42902122,1,-6496035,13371923,50401640,20862968,20877594,426334,0,0,0,35832194,57136122,43061865,0,43061865,14074257,20877594,20877594,0,426334,426334,0,29979,29979,0,0,0,0,0,0,0,21727958,21727958,0,1,14258774,15423462,1164688,0,0,0,1164688,13301850,201311672,40033239,168659786,-36610502,144344331,192178428
101505,65011217,68211823,14688049,82899872,147911089,23451007,2593622,15069332,17662954,10936962,55093104,66030066,83693020,21329312,54669278,3430758,1388507,6851221,66339764,9143715,2086925,90348936,18711438,1108022,121399036,53187213,0,0,69569774,62431630,7138144,59201620,0,66339764,15917454,1489566,4586444,521922,262000,259922,217086,,0,,742634,23475106,0,29570799,65000,14155933,0,0,36342,1644946,0,45473020,68948126,621648,0,0,0,621648,69569774,29318116,18584679,0,0,0,0,1273104,516986,6930972,4320810,13025283,5895103,5824913,0,0,,,,,6059242,0,62431630,29317578,8295054,6732756,3242966,337680,14505596,1,5622629,49157000,3558000,17327973,1,436613,4609255,17315824,6123034,11617661,647598,3010056,0,129167,2405199,17809681,11984768,0,11984768,5824913,5028626,5028626,0,135133,135133,0,3856711,3856711,0,0,0,0,2150,2150,0,2962148,2962148,0,1,1360645,1394768,34123,0,40385,-6262,0,6516496,68948126,7138144,66339764,10281979,13219235,62431630
101514,75563316,130673964,3563666,134237630,209800946,26137184,2820239,15961112,18781351,17454950,60712800,78167750,96949101,22327855,110021524,5900847,0,738803,116661174,4431544,11786634,143913003,29205429,11986830,201323440,71256952,607476,0,84301872,71519827,12782045,103879129,0,116661174,19698712,1662728,3381535,427484,427484,0,333158,,144828,,124233,25772678,0,34367408,0,17669996,0,0,229352,315121,0,52581877,78354555,0,5947317,0,0,5947317,84301872,31042195,19407228,0,0,0,0,5708010,3451372,7017722,4085550,14236402,6109455,5828186,13,0,,,,,7687299,0,71519827,33053605,9856923,6650943,6206215,690650,15061491,1,6592036,53950000,3316000,19095000,1,822861,5084462,19011855,7042184,12924065,380069,1385235,0,0,1880406,16569775,10741589,0,10741589,5828186,7358445,7358445,0,216396,216396,0,1286340,1286340,0,0,0,0,0,0,0,1880408,1880408,0,1,7340517,8269193,928676,183368,963170,-217862,0,6834728,78354556,12782045,171886307,61864783,19493000,71519827
101569,26860426,83637161,2385422,86022583,112883009,13565989,383713,8607922,8991635,2557275,33359912,35917187,44908822,14846294,80586593,1329166,597500,-15819377,66693882,2628595,7225147,72582206,11850831,33634136,127920915,44531536,247782,0,71756559,42443277,29313282,30463799,6916801,66693882,2380694,37058567,1767838,242900,0,242900,267873,,388637,,504062,42610571,0,17552987,0,11127318,0,0,0,425014,40669,29145988,71756559,0,0,0,0,0,71756559,18745599,10277339,0,0,0,0,2912390,1543438,5107395,1666629,8832734,1484727,5614099,702113,0,,,,,528947,0,42443277,14972133,4318686,4515816,2321565,75193,16239884,1,1610000,28916000,2997000,9756000,1,-1904445,2857726,11849294,3808264,5216515,597562,854441,10944,1844810,5990430,14514702,8524272,376331,8900603,5614099,5216515,5216515,0,597562,597562,0,854441,854441,0,10944,10944,0,0,0,0,2221141,1844810,376331,1,597500,597500,0,0,0,0,0,29313282,71756559,37226373,66693882,1329166,2940988,42443277
101587,82908088,56475915,1698852,58174767,141082855,29787084,1932972,79496599,81429571,49089565,4383534,53473099,134902670,24695470,32865830,0,420476,-22014507,11271799,519026,0,88280590,9749294,9319452,107868362,44340269,2267274,0,106405352,87892801,18512551,-7240752,0,11271799,40259581,9571607,674245,0,0,0,3208239,0,0,0,2629470,56343142,0,37573496,0,8287213,0,0,0,25447,4176054,50062210,106405352,0,0,0,0,0,106405352,40225171,16099853,506718,131357,5711773,0,6806096,1734341,11112707,3925288,8109708,3480462,197816,3550647,390041,0,0,0,0,11672165,2315344,87892801,28076686,14198379,952660,2859447,2119842,39685787,1,2838000,53423000,2842000,17988359,1,-1968244,4176526,21853470,11330488,8287213,7654312,674245,0,0,311980,16927750,14443141,2286793,16729934,197816,7616970,6947280,669690,747367,694445,52922,132637,106310,26327,0,0,0,153843,124613,29230,8079117,6570493,1508624,1,428997,429016,19,0,19,0,0,18512551,106405352,18512551,-7240752,-22014506,51584442,87892801
101648,9420869,27204443,612160,27816603,37237472,5048947,19229,2979685,2998914,34840,14862071,14896911,17895825,5439050,26909263,0,0,-7957719,18951544,4698394,0,21162835,4685906,9823034,40370169,12553556,0,0,26114435,17428929,8685506,10266038,0,18951544,924357,38335,149806,0,0,0,2371825,,1578,,0,3485901,0,10386956,29911,1595145,0,0,155368,2322,450178,12619880,16105781,9886837,0,0,121817,10008654,26114435,2021036,1541460,0,0,0,0,738729,498274,4362444,2755571,3763313,1429170,1130069,3413171,334855,,,,,2000167,0,17428929,6559330,2242268,3309746,943506,56158,4317921,1,773782,12076000,-42555,3288000,1,985493,1402381,5481605,1760947,931941,678574,0,0,0,1571652,3182167,2052098,0,2052098,1130069,278015,278015,0,202431,202431,0,0,0,0,0,0,0,0,0,0,1571652,1571652,0,1,6613163,7316715,703552,111858,832616,-240322,-600,8685506,3542059,8685506,18951544,7957719,862889,17428929
101709,30114915,87383599,13928441,101312040,131426955,35251104,1720240,24119992,25840232,46270589,66557889,112828478,138668710,37425332,42664985,7233007,2251667,-61565642,-9415983,1760906,22593925,105359134,31083107,7661918,168458990,81075391,0,0,85008759,81795827,3212932,-12861462,232547,-9415983,17834642,7159046,6379587,0,0,0,10439305,0,0,0,2486215,44298795,0,27232352,0,4861079,0,0,0,790104,72660,32956195,77254990,0,7753769,0,0,7753769,85008759,30177563,17218286,51664,27495,703225,416997,7489023,3866280,14643148,6981330,21371125,3529050,992768,5287337,451296,0,0,0,0,1079974,0,81795827,32490734,9907644,8494436,4477602,2041697,24383714,1,2558000,59431000,3832000,20484000,1,-4245222,6776271,33593332,14767104,4861079,485549,119314,0,1362635,13393423,20222000,18926666,302566,19229232,992768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19229232,18926666,302566,1,35286697,38003803,2717106,0,0,0,2717106,5598148,91444015,11507344,116682537,43010557,47958791,81795827
101736,43783802,27834234,748855,28583089,72366891,13921852,468012,5415687,5883699,14845906,32678694,47524600,53408299,12506265,12538549,1153949,0,6681681,20374179,935553,3546018,44173888,14638603,1262422,64556484,36851313,0,129063,36646063,34653178,1992885,18381292,2,20374179,3168461,4526361,3804208,52862,52862,0,205606,,103056,,957433,12817987,0,16136817,37794,7207794,0,0,275021,170649,0,23828075,36646062,0,0,0,1,1,36646063,13599528,9184082,0,0,1571326,966643,1771025,901428,4734254,2934561,6456209,2111205,2454383,150348,58724,,,,,3916105,0,34653178,16156643,4569712,2750732,2027703,524234,8624154,1,3351221,28266000,1606000,9990601,1,70815,2886091,10900265,3931251,5735812,253171,2629769,0,138737,1429097,10186586,7732203,0,7732203,2454383,4128287,4128287,0,182217,182217,0,1892747,1892747,0,99854,99854,0,0,0,0,1429098,1429098,0,1,1967313,1833747,-133566,258989,-17577,0,-374978,1992885,36646063,1992885,20374179,6681681,427949,34653178
101879,92438548,205786838,45682162,251469000,343907548,67672931,3967621,46344086,50311707,116723203,127800527,244523730,294835437,53284053,83434790,29018301,4840930,-53833032,63460989,4475429,39684170,219856992,28051340,20571403,312639334,113468707,6616211,0,183337305,151557273,31780032,31680957,0,63460989,59385862,1980905,3959160,201090,201090,0,17635747,0,0,0,6489893,89652657,0,64162803,0,9959259,0,0,0,3369638,382867,77874567,167527224,0,15802133,7948,0,15810081,183337305,57234317,38555521,332429,100472,5519274,2703195,7392522,3928145,16991139,8517617,13339192,9547190,15780310,14870415,3849947,0,0,0,0,20097675,0,151557273,67202087,23179453,4442728,8341715,4370719,44020571,1,15564000,112317000,2725865,40199893,2,,,,,9959259,173097,188359,0,0,40073145,50393860,29749165,4864385,34613550,15780310,9959259,9959259,0,173097,173097,0,188359,188359,0,0,0,0,0,0,0,24292835,19428450,4864385,1,46153732,53477478,7323746,5059256,5941043,-3676553,0,31772084,183329357,31780032,63460989,47490335,120690824,151557273
102030,22667495,76990568,664176,77654744,100322239,11030915,444891,8747762,9192653,18284671,28463963,46748634,55941287,12617813,58581552,0,156360,-15943858,42794054,1597090,4954960,77928121,20648341,18117690,123246202,46044817,0,121271,52141763,40699606,11442157,26416724,4935173,42794054,1897567,20698351,4488009,2987,0,2987,0,,0,,1911280,28998194,0,16275388,0,5910297,0,0,891994,18364,47526,23143569,52141763,0,0,0,0,0,52141763,12705119,8531261,0,0,0,0,1558310,985329,3682124,2310278,8642360,2782979,4087741,0,0,,,,,10023952,0,40699606,14609847,2877463,5408627,3559571,658768,13585330,1,2350000,24420000,3057000,8452681,1,-1840854,2280326,9558764,2515455,4636752,786470,3733696,0,0,1172307,10329225,6241484,0,6241484,4087741,2801780,2801780,0,78943,78943,0,1763792,1763792,0,0,0,0,0,0,0,1596969,1596969,0,1,151105,180426,29321,0,0,0,29321,-10995774,52141763,11442157,42794054,22999583,20563700,40699506
102076,23343281,28775402,16199166,44974568,68317849,7685636,461434,10095070,10556504,13292525,17647528,30940053,41496557,6511319,14887945,507481,2170465,10429718,27995609,722707,2867835,32519366,6470067,8906895,51486870,22952695,0,241228,34550896,23027646,11523250,16472357,2,27995609,7470051,610735,1083720,42045,0,42045,246621,,0,,68653,9521825,0,11841961,0,5688341,0,0,15490,835944,17366,18399102,27920927,387623,6242346,0,0,6629969,34550896,8883919,5139765,0,0,14170,6870,1010052,567872,3134113,1560346,5062340,1417124,1784077,492022,0,,,,,2646953,0,23027646,8691977,2581640,2647785,1776977,425756,6903511,1,1048482,15884507,1135630,5920352,1,187580,1249908,5375689,1765284,4713701,86714,387606,0,38088,2616110,7842219,5926614,131528,6058142,1784077,2819796,2688268,131528,0,0,0,3238346,3238346,0,0,0,0,0,0,0,0,0,0,1,2516549,2567318,50769,250,88567,-38048,0,4893281,27920927,11523250,27995607,10937197,13683525,23027646
102094,508729000,914673000,383610000,1298283000,1807012000,242373000,109189000,198014000,307203000,409809000,524223000,934032000,1241235000,314911000,383248000,79728000,90416000,-60153000,493239000,109244000,0,1049483000,419569000,93769000,1672065000,757392000,0,0,1374297000,1242246000,132051000,361188000,0,493239000,125929000,33285000,12992000,16230000,16230000,0,23227000,791446000,15700000,0,41216000,1060025000,0,181177000,0,19924000,0,0,17353000,42889000,14450000,275793000,1335818000,12691000,16333000,9455000,0,38479000,1374297000,140801000,60659000,43111000,18233000,15684000,6440000,33667000,14543000,57767000,22262000,26268000,11499000,17590000,17399000,7616000,831112000,400537000,0,0,58847000,0,1242246000,541789000,104798000,30879000,77140000,17347000,470293000,1,33657000,375894000,29230000,122095000,1,25190000,53421000,260679000,115167000,19334000,5355000,18000,0,4084000,31304000,60095000,41250000,1255000,42505000,17590000,13776000,13363000,413000,3816000,3701000,115000,13000,12000,1000,0,0,0,2910000,2823000,87000,21990000,21351000,639000,1,466054000,522356776,56302776,9614000,74008000,-27033000,-286224,93572000,1335818000,132051000,493239000,90416000,570345000,1242246000
102368,146751512,351421471,190285075,541706546,688458058,94532267,10324564,46136688,56461252,137899369,202670677,340570046,397031298,95406442,220353228,33709826,0,36489531,290552585,16653991,60075838,381435781,52419408,44567464,555152482,203731011,0,0,333182886,258123773,75059113,215493472,0,290552585,103270418,12842627,16409601,1317103,69943,1247160,15480070,0,11262938,0,0,160582757,0,68023640,0,23298341,0,0,0,14718220,0,106040201,266622958,33546233,29052778,0,3960917,66559928,333182886,88946798,49475752,2127373,1048107,28126330,12973220,20140085,7523737,44410800,19053019,40519792,13574896,25984207,9741087,1269969,0,0,0,0,-1872699,0,258123773,104918700,34796388,20319075,14343986,4883034,78862590,1,6492292,47779000,15511000,59997347,1,-9521254,15950898,79732721,34534920,23274191,1343356,734318,0,89598,30803198,56244661,27633051,2627403,30260454,25984207,14253088,14253088,0,577917,577917,0,350719,350719,0,0,0,0,790634,790634,0,14288096,11660693,2627403,1,163701443,181074239,17372796,2032313,17726448,-2385965,0,8393964,279285944,84950321,320816379,356416775,150856199,271466717
102429,29938220,50927296,0,50927296,80865516,16124256,455151,6169224,6624375,9446777,40386644,49833421,56457796,16002825,40870126,873478,385815,-17600268,24529151,1254000,7344221,86032836,18804716,2903382,116339155,65624482,0,212622,50581413,46447192,4134221,20960469,-565539,24529151,5913653,4779306,8143166,878002,71561,806441,81420,,260396,,120464,20176407,0,20095233,0,10105967,0,0,0,164639,9999,30375838,50552245,0,0,0,29168,29168,50581413,17539557,11626651,0,0,98050,58225,2834888,1811715,5775816,3619589,5875065,2568315,5639907,11121,1456,,,,,8672788,0,46447192,19685951,4752998,5138596,3095073,367486,13407088,1,2197610,35479501,2527809,11849559,1,-2101376,3314115,13475016,4274696,6670991,3208523,2549961,425607,0,1539677,14394759,8710647,44205,8754852,5639907,2703088,2658883,44205,837938,837938,0,2970947,2970947,0,0,0,0,0,0,0,2242879,2242879,0,1,325011,385815,60804,0,0,0,60804,4105053,50581413,4134221,24529150,0,445003,46447192
102614,116192873,875107590,72989090,948096680,1064289553,19274585,9764714,39127745,48892459,239431546,119854148,359285694,408178153,8968350,644637362,83693763,802212,-62715702,666417635,2452551,133589170,1315708204,406443837,14926619,1873120381,1003788185,0,23154564,446170044,461221438,-15051394,674262623,7206406,666417635,40745296,163711372,3063824,39620173,3951918,35668255,14007462,0,3015281,0,11348869,275512277,0,153717423,0,9255652,0,0,0,-36,2850534,165823573,441335850,3497386,1336808,0,0,4834194,446170044,87128636,41804720,218686117,69010786,36112252,12547399,40686884,16179171,31686977,12174135,41527575,13438963,10316656,24818905,2320354,0,0,0,0,-29742564,0,461221438,167475528,36699871,47977002,62133711,9351505,137583821,1,-17232365,119854148,561967,11010519,1,-12540411,-50676801,4095735,5001096,5816833,2348552,384380,0,567552,9042115,18159432,6335774,1507002,7842776,10316656,2512206,2029482,482724,1014333,819427,194906,166167,134238,31929,0,0,0,244920,197858,47062,3905150,3154769,750381,1,142226396,148864420,6638024,3088515,11460925,-3778331,-4133085,-43780210,447236734,-29199587,933914556,159895063,232801042,490992075
102632,22880748,57330104,20951134,78281238,101161986,2562428,581456,2329663,2911119,2051956,16223673,18275629,21186748,723594,69884992,12985850,0,-1056770,81814072,5122313,13490927,139566270,11944188,9793864,179917562,115636151,0,7964870,42615306,42158041,457265,79355509,2001298,81814072,9473939,2645512,429798,1608949,59632,1549317,2711713,0,18891,0,409105,17297907,0,23608769,0,1174812,0,0,0,85317,422024,25290922,42588829,2409,24068,0,0,26477,42615306,20257661,10406266,1647322,759502,398790,196925,5534446,2493295,4640943,2115642,8613837,3310640,943084,3604754,949102,0,0,0,0,-3482796,0,42158041,20231372,4550982,4032800,5082214,205369,8055304,1,-2065643,16223673,110578,1515986,1,-1417881,-6031889,596491,761154,1123404,159524,106165,0,78262,1196769,2664124,1451091,269949,1721040,943084,725038,611314,113724,102941,86794,16147,68564,57810,10754,0,0,0,50476,42559,7917,774021,652614,121407,1,9130228,9673067,542839,209012,720549,-291616,-95106,-2279715,43356125,-417933,102825066,19608216,2633412,45641563
104425,56596141,75682324,6557135,82239459,138835600,4957615,2261180,5247692,7508872,12028619,31032881,43061500,50570372,2762816,69772339,24513027,0,-3825339,90460027,3107057,20554050,96988138,19343478,2360570,142353293,62152202,1014863,0,89763800,69842723,19921077,70538951,-1,90460027,6770204,0,0,0,0,0,1004193,,0,,817305,8591702,0,29168066,25012669,11290109,2301098,0,313693,785720,12300743,81172098,89763800,0,0,0,0,0,89763800,18964337,12815844,0,0,552340,342844,1984728,603971,9241860,4803098,11891194,4891920,3788420,1625224,28891,,,,,21794620,0,69842723,23486568,5738935,13089793,5940979,505272,21081176,1,2128269,27970946,1935580,4305605,1,-140059,-961045,549118,67002,6679457,133044,31856,0,69988,0,6914345,3125925,0,3125925,3788420,3125925,3125925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20901478,22969784,2068306,936738,2529403,-1417528,19693,19921077,89763799,19921077,90460029,0,0,69842722
