SchoolID,GraduateEnrollment,GraduatePercentWhite,GraduatePercentBlack,GraduatePercentHispanic,GraduatePercentAsian,GraduatePercentNative,GraduatePercentHawaiian,GraduatePercentMixed,GraduatePercent2Plus,GraduatePercentUnknown,GraduatePercentWomen
135407,0,,,,,,,,,,
135522,0,,,,,,,,,,
135559,0,,,,,,,,,,
135610,79,20,37,37,0,0,0,0,0,6,70
135647,0,,,,,,,,,,
135717,0,,,,,,,,,,
135726,6214,31,7,25,5,5,0,0,4,11,53
135735,0,,,,,,,,,,
135771,0,,,,,,,,,,
136109,0,,,,,,,,,,
136145,0,,,,,,,,,,
136172,2193,64,13,8,5,4,0,0,4,1,67
136215,15531,31,20,28,7,7,0,0,3,6,71
136233,0,,,,,,,,,,
136303,0,,,,,,,,,,
136330,850,42,18,22,5,5,0,0,4,3,70
136358,0,,,,,,,,,,
136400,0,,,,,,,,,,
136473,0,,,,,,,,,,
136491,0,,,,,,,,,,
136516,0,,,,,,,,,,
136659,0,,,,,,,,,,
136701,139,39,2,30,6,6,0,0,0,0,4
136765,0,,,,,,,,,,
136774,0,,,,,,,,,,
136826,0,,,,,,,,,,
136950,556,56,8,15,4,4,0,0,1,8,61
137023,0,,,,,,,,,,
137032,3146,37,31,11,2,1,0,0,2,16,64
137078,0,,,,,,,,,,
137087,0,,,,,,,,,,
137096,0,,,,,,,,,,
137120,0,,,,,,,,,,
137209,0,,,,,,,,,,
137245,0,,,,,,,,,,
137272,19,47,0,21,0,0,0,0,0,0,0
137281,0,,,,,,,,,,
137315,0,,,,,,,,,,
137351,11606,48,8,11,6,6,0,0,2,4,58
137476,1555,15,24,41,2,2,0,0,2,4,61
137546,1191,68,8,14,2,2,0,1,5,1,58
137564,1051,63,15,14,3,2,0,0,0,2,63
137591,0,,,,,,,,,,
137713,0,,,,,,,,,,
137759,0,,,,,,,,,,
137777,1,100,0,0,0,0,0,0,0,0,0
137801,0,,,,,,,,,,
137847,892,46,9,11,2,2,0,0,2,11,58
137856,0,,,,,,,,,,
137865,0,,,,,,,,,,
137953,15,87,7,0,0,0,0,0,0,7,53
137962,0,,,,,,,,,,
138132,0,,,,,,,,,,
138187,0,,,,,,,,,,
138275,206,38,46,11,0,0,0,0,1,0,60
138284,0,,,,,,,,,,
138293,81,56,21,10,1,1,0,0,0,0,48
138309,13,69,8,8,0,0,0,0,8,8,100
138354,3114,67,13,10,3,3,0,0,3,2,70
138372,0,,,,,,,,,,
138479,0,,,,,,,,,,
138488,0,,,,,,,,,,
138497,0,,,,,,,,,,
138558,0,,,,,,,,,,
138600,34,56,32,3,0,0,0,0,3,6,100
138655,0,,,,,,,,,,
138664,0,,,,,,,,,,
138682,0,,,,,,,,,,
138716,370,15,80,1,2,2,0,0,0,1,76
138761,0,,,,,,,,,,
138813,0,,,,,,,,,,
138822,0,,,,,,,,,,
138840,0,,,,,,,,,,
138868,35,31,43,6,0,0,0,0,6,11,57
138901,0,,,,,,,,,,
138929,384,34,32,10,10,1,9,2,0,12,66
138938,0,,,,,,,,,,
138947,586,0,77,0,0,0,0,0,0,7,68
138956,0,,,,,,,,,,
139144,78,86,8,5,1,1,0,0,0,0,62
139153,144,2,44,1,33,33,0,0,0,19,51
139199,1088,48,36,5,3,3,0,0,2,4,83
139205,0,,,,,,,,,,
139214,0,,,,,,,,,,
139250,0,,,,,,,,,,
139278,0,,,,,,,,,,
139311,441,23,63,3,2,2,0,0,2,1,74
139348,176,52,18,2,11,11,1,0,1,3,61
139357,0,,,,,,,,,,
139366,1436,57,31,4,3,2,0,0,2,0,61
139384,0,,,,,,,,,,
139393,44,89,0,0,0,0,0,0,2,0,55
139463,0,,,,,,,,,,
139506,0,,,,,,,,,,
139579,633,63,25,5,6,6,0,0,0,1,73
139621,0,,,,,,,,,,
139630,0,,,,,,,,,,
139658,7372,47,12,6,11,10,0,0,3,4,59
139700,0,,,,,,,,,,
139719,417,6,87,2,0,0,0,0,1,0,72
139746,0,,,,,,,,,,
139755,16674,37,4,5,14,14,0,0,2,0,23
139764,440,67,27,2,2,2,0,0,2,0,85
139861,1031,67,25,4,2,2,0,0,2,1,69
139931,3278,62,23,4,2,2,0,0,3,1,69
139940,7085,41,25,6,7,7,0,0,3,2,62
139959,9041,61,10,2,5,5,0,0,3,2,60
139968,0,,,,,,,,,,
139986,0,,,,,,,,,,
139995,0,,,,,,,,,,
140003,0,,,,,,,,,,
140012,0,,,,,,,,,,
140146,293,0,98,0,0,0,0,0,0,1,40
140234,152,55,38,3,2,2,0,0,1,1,66
140243,0,,,,,,,,,,
140252,1848,51,16,21,3,3,0,1,0,3,49
140331,0,,,,,,,,,,
140340,67,3,51,3,28,28,0,0,4,10,70
140447,3943,45,30,5,10,10,0,0,1,6,66
140553,0,,,,,,,,,,
140562,542,8,75,4,10,10,0,0,1,2,61
140678,0,,,,,,,,,,
140696,0,,,,,,,,,,
140720,0,,,,,,,,,,
140818,1186,79,12,3,1,1,0,0,0,4,84
140827,0,,,,,,,,,,
140872,93,72,17,3,0,0,0,0,2,3,42
140942,0,,,,,,,,,,
140951,2578,30,10,5,3,3,0,0,0,2,65
140960,182,12,70,4,0,0,0,1,4,3,71
140988,100,48,35,9,0,0,0,1,2,3,63
141006,0,,,,,,,,,,
141015,0,,,,,,,,,,
141060,0,,,,,,,,,,
141167,593,28,24,2,1,1,0,0,0,45,83
141185,0,,,,,,,,,,
141237,82,80,5,5,0,0,0,0,0,2,35
141255,0,,,,,,,,,,
141264,2511,67,22,4,1,1,0,0,3,0,75
141325,40,30,68,0,0,0,0,0,0,0,85
141334,2598,64,25,3,1,1,0,0,2,3,79
141361,0,,,,,,,,,,
141486,504,17,5,6,56,32,24,2,1,13,68
141565,590,18,2,9,40,36,4,1,27,0,65
141574,4742,26,1,7,30,26,4,0,21,1,59
141608,0,,,,,,,,,,
141644,541,28,6,12,17,15,2,0,18,3,57
141680,0,,,,,,,,,,
141796,0,,,,,,,,,,
141802,0,,,,,,,,,,
141811,0,,,,,,,,,,
141839,0,,,,,,,,,,
141945,0,,,,,,,,,,
141981,0,,,,,,,,,,
141990,0,,,,,,,,,,
142054,0,,,,,,,,,,
142090,0,,,,,,,,,,
142115,3471,76,2,5,2,2,0,0,1,8,63
142179,0,,,,,,,,,,
142276,1962,78,1,6,3,3,0,1,2,4,57
142285,2273,68,1,7,2,2,0,1,2,3,45
142294,18,44,0,6,0,0,0,0,39,11,89
142328,0,,,,,,,,,,
142407,0,,,,,,,,,,
142416,0,,,,,,,,,,
142443,0,,,,,,,,,,
142461,718,84,2,7,1,1,0,1,3,2,70
142489,0,,,,,,,,,,
142522,0,,,,,,,,,,
142559,0,,,,,,,,,,
142832,1396,48,10,11,7,7,0,0,3,20,81
142887,0,,,,,,,,,,
142957,7,57,0,0,29,29,0,0,0,14,43
143048,746,40,5,9,8,8,0,1,1,3,71
143084,0,,,,,,,,,,
143118,1985,68,12,13,2,2,0,0,2,3,77
143181,0,,,,,,,,,,
143215,0,,,,,,,,,,
143233,47,70,2,0,0,0,0,0,2,19,45
143279,0,,,,,,,,,,
143288,0,,,,,,,,,,
143297,19,95,5,0,0,0,0,0,0,0,89
143303,0,,,,,,,,,,
143358,1276,62,13,5,4,4,0,1,2,4,77
143376,0,,,,,,,,,,
143464,0,,,,,,,,,,
143473,0,,,,,,,,,,
143482,0,,,,,,,,,,
143491,0,,,,,,,,,,
143543,0,,,,,,,,,,
143552,0,,,,,,,,,,
143613,0,,,,,,,,,,
143659,265,32,7,16,8,8,0,0,0,11,35
143695,0,,,,,,,,,,
143853,2984,60,2,4,25,25,0,0,4,2,60
143978,1209,51,16,13,6,6,0,0,4,4,78
144005,937,15,58,7,9,8,0,0,0,4,64
144014,231,51,33,3,2,2,0,0,2,3,56
144050,10370,40,4,6,11,11,0,0,2,4,43
144157,0,,,,,,,,,,
144166,0,,,,,,,,,,
144175,0,,,,,,,,,,
144184,0,,,,,,,,,,
144193,0,,,,,,,,,,
144209,0,,,,,,,,,,
144218,0,,,,,,,,,,
144281,257,48,12,7,4,4,0,0,4,5,64
144351,4494,58,16,8,2,2,0,0,2,6,68
144485,0,,,,,,,,,,
144564,0,,,,,,,,,,
144573,0,,,,,,,,,,
144740,7930,46,12,11,9,9,0,0,3,8,54
144795,0,,,,,,,,,,
144865,0,,,,,,,,,,
144883,0,,,,,,,,,,
144892,1514,72,7,3,2,2,0,0,2,0,67
144944,0,,,,,,,,,,
144962,578,72,5,11,6,5,0,0,1,4,67
144971,0,,,,,,,,,,
145099,0,,,,,,,,,,
145239,0,,,,,,,,,,
145275,284,45,23,9,7,7,0,0,1,1,51
145309,0,,,,,,,,,,
145336,1595,38,37,9,3,3,0,0,2,7,73
145354,0,,,,,,,,,,
145372,168,80,7,5,1,1,0,0,2,3,66
145406,0,,,,,,,,,,
145424,0,,,,,,,,,,
145433,0,,,,,,,,,,
145497,0,,,,,,,,,,
145521,0,,,,,,,,,,
145558,2121,50,6,6,24,24,0,0,3,7,56
145600,10900,42,8,11,13,13,0,0,2,1,58
145619,2222,19,5,4,6,5,0,0,0,65,73
145628,593,50,2,2,27,26,0,0,3,0,72
145637,15787,39,4,6,8,8,0,0,2,4,46
145646,0,,,,,,,,,,
145682,0,,,,,,,,,,
145691,0,,,,,,,,,,
145707,0,,,,,,,,,,
145725,3727,24,3,5,4,4,0,0,1,3,40
145813,2528,70,6,5,2,2,0,0,2,1,66
145831,0,,,,,,,,,,
145886,97,73,12,8,2,1,1,2,0,2,81
146205,0,,,,,,,,,,
146241,973,58,13,13,7,7,0,0,2,4,56
146278,0,,,,,,,,,,
146296,0,,,,,,,,,,
146339,222,59,14,14,0,0,0,0,0,9,71
146348,0,,,,,,,,,,
146366,0,,,,,,,,,,
146418,0,,,,,,,,,,
146427,0,,,,,,,,,,
146454,0,,,,,,,,,,
146472,0,,,,,,,,,,
146481,20,30,0,25,5,5,0,0,0,40,75
146490,393,60,8,9,15,14,1,0,1,5,53
146506,0,,,,,,,,,,
146533,0,,,,,,,,,,
146603,0,,,,,,,,,,
146612,2089,55,9,12,6,5,0,0,2,13,68
146667,299,83,7,2,2,1,0,0,2,1,34
146676,0,,,,,,,,,,
146685,0,,,,,,,,,,
146700,0,,,,,,,,,,
146719,5088,57,10,12,9,9,0,0,2,3,66
146728,185,61,4,8,1,1,0,1,0,0,51
146755,7,100,0,0,0,0,0,0,0,0,100
146807,0,,,,,,,,,,
146816,0,,,,,,,,,,
146825,0,,,,,,,,,,
146977,220,10,52,15,13,13,0,0,0,0,43
147004,0,,,,,,,,,,
147013,543,78,8,2,1,1,0,0,2,8,70
147031,78,65,6,1,0,0,0,3,12,8,76
147129,5,80,20,0,0,0,0,0,0,0,100
147165,0,,,,,,,,,,
147244,109,76,13,4,4,4,0,0,2,1,61
147341,0,,,,,,,,,,
147369,640,48,15,5,9,9,0,0,2,10,32
147378,0,,,,,,,,,,
147396,0,,,,,,,,,,
147411,0,,,,,,,,,,
147439,0,,,,,,,,,,
147536,2941,53,20,14,3,3,0,0,2,7,81
147590,588,67,9,7,8,8,1,1,3,3,55
147642,0,,,,,,,,,,
147660,247,70,6,7,4,3,1,0,1,9,64
147679,924,53,11,12,9,8,1,1,1,10,65
147697,235,65,27,3,0,0,0,0,0,0,35
147703,4381,61,7,9,5,5,0,0,2,1,56
147767,13485,43,5,6,12,12,0,0,3,9,49
147776,1713,50,8,22,7,7,0,0,1,7,64
147800,0,,,,,,,,,,
147819,0,,,,,,,,,,
147828,1424,69,9,8,4,4,0,0,2,7,80
147916,0,,,,,,,,,,
148007,0,,,,,,,,,,
148016,0,,,,,,,,,,
148098,0,,,,,,,,,,
148131,101,74,6,3,1,1,0,0,0,15,66
148256,0,,,,,,,,,,
148292,0,,,,,,,,,,
148335,235,40,24,25,4,4,0,0,1,2,51
148380,0,,,,,,,,,,
148399,0,,,,,,,,,,
148405,209,70,6,10,2,2,0,0,4,3,57
148487,1816,43,19,10,9,9,0,1,3,5,68
148496,884,50,10,23,3,3,0,0,1,10,78
148511,2587,63,6,9,11,10,0,0,2,8,75
148575,221,90,5,1,2,2,0,0,1,1,85
148584,2298,74,10,10,4,3,0,0,1,1,81
148593,18,94,6,0,0,0,0,0,0,0,78
148627,712,54,13,12,4,4,0,0,2,14,72
148654,1761,57,10,5,5,5,0,0,2,1,49
148672,0,,,,,,,,,,
148821,0,,,,,,,,,,
148876,0,,,,,,,,,,
148885,231,69,2,11,6,6,0,0,0,0,3
148937,0,,,,,,,,,,
148955,0,,,,,,,,,,
148982,107,94,3,3,0,0,0,0,0,0,59
148991,0,,,,,,,,,,
149028,80,84,9,4,4,4,0,0,0,0,94
149204,0,,,,,,,,,,
149222,3265,57,13,4,3,3,0,0,2,0,51
149231,2448,69,10,3,3,3,0,0,2,4,61
149310,0,,,,,,,,,,
149329,11,100,0,0,0,0,0,0,0,0,0
149365,0,,,,,,,,,,
149499,0,,,,,,,,,,
149505,68,43,16,10,0,0,0,0,0,29,91
149514,1072,48,8,2,14,14,0,0,4,8,27
149532,0,,,,,,,,,,
149550,0,,,,,,,,,,
149639,39,74,5,0,5,5,0,0,0,15,46
149727,0,,,,,,,,,,
149763,99,35,20,7,27,27,0,0,6,4,85
149772,1748,65,8,5,1,1,0,0,2,2,58
149781,543,56,5,3,7,6,0,1,3,7,57
149842,0,,,,,,,,,,
150048,0,,,,,,,,,,
150066,277,64,14,2,2,2,0,0,1,10,42
150136,5726,76,6,7,3,3,0,0,2,3,78
150145,184,71,15,7,2,2,0,1,4,0,58
150163,797,81,3,4,4,4,0,0,3,4,66
150172,189,50,31,18,1,1,0,0,0,1,52
150215,155,64,33,1,1,1,0,1,0,0,57
150251,0,,,,,,,,,,
150288,301,81,2,0,1,1,0,0,2,2,11
150303,0,,,,,,,,,,
150400,0,,,,,,,,,,
150428,0,,,,,,,,,,
150437,0,,,,,,,,,,
150455,54,83,4,0,0,0,0,0,0,7,59
150534,200,63,1,1,2,2,0,0,2,30,69
150604,22,73,5,0,0,0,0,0,5,14,50
150668,82,84,4,6,2,2,0,0,2,0,77
150677,404,62,7,3,5,4,0,0,2,11,49
150756,0,,,,,,,,,,
150765,0,,,,,,,,,,
150774,0,,,,,,,,,,
150853,0,,,,,,,,,,
150941,255,86,4,2,4,4,0,0,4,0,77
150987,0,,,,,,,,,,
151102,475,71,4,5,5,5,0,0,1,0,53
151111,8333,64,8,5,7,7,0,0,3,1,58
151263,1427,78,8,4,3,3,0,0,1,3,75
151290,694,40,24,3,1,1,0,0,2,15,51
151306,1458,84,6,2,3,3,0,0,2,0,66
151324,2094,74,9,3,2,2,0,0,3,2,62
151333,211,68,4,3,1,1,0,0,1,11,71
151342,507,73,11,5,2,2,0,0,2,1,70
151351,10202,56,4,5,6,6,0,0,2,1,47
151360,425,60,19,16,0,0,0,0,1,3,68
151379,485,85,5,4,1,1,0,0,2,1,61
151388,343,86,4,3,0,0,0,0,1,6,77
151458,0,,,,,,,,,,
151467,0,,,,,,,,,,
151564,0,,,,,,,,,,
151607,0,,,,,,,,,,
151652,0,,,,,,,,,,
151661,0,,,,,,,,,,
151777,339,59,11,4,12,12,0,0,1,12,59
151786,1164,60,9,4,9,9,0,0,4,11,58
151801,335,70,13,3,0,0,0,0,1,12,79
151810,73,3,85,4,0,0,0,1,4,0,73
151865,98,63,1,4,2,2,0,0,0,2,55
151962,0,,,,,,,,,,
152044,0,,,,,,,,,,
152080,3990,58,3,7,4,4,0,0,3,2,42
152099,188,76,16,1,2,2,0,1,2,3,51
152150,0,,,,,,,,,,
152275,0,,,,,,,,,,
152309,0,,,,,,,,,,
152318,57,49,0,5,7,7,0,0,2,0,19
152336,421,81,9,5,1,1,0,0,2,2,68
152381,312,66,7,2,4,3,1,0,9,11,91
152390,126,70,9,8,6,6,0,1,2,6,94
152451,162,73,2,5,1,1,0,0,0,0,13
152497,0,,,,,,,,,,
152530,28,93,4,0,0,0,0,0,4,0,43
152567,130,55,1,2,1,1,0,0,2,38,65
152600,587,49,6,6,1,1,0,1,2,14,60
152628,0,,,,,,,,,,
152637,0,,,,,,,,,,
152673,0,,,,,,,,,,
152798,320,84,4,1,1,1,0,1,2,7,88
152992,253,79,9,4,4,4,0,1,0,1,68
153001,227,77,2,3,0,0,0,1,0,17,87
153074,0,,,,,,,,,,
153083,0,,,,,,,,,,
153108,0,,,,,,,,,,
153126,260,87,1,3,0,0,0,0,2,5,76
153144,0,,,,,,,,,,
153162,0,,,,,,,,,,
153171,0,,,,,,,,,,
153214,0,,,,,,,,,,
153241,0,,,,,,,,,,
153250,140,89,0,1,0,0,0,0,1,6,53
153269,1854,86,3,3,4,4,0,0,2,1,68
153278,416,69,6,2,1,1,0,0,2,18,56
153296,0,,,,,,,,,,
153302,0,,,,,,,,,,
153311,0,,,,,,,,,,
153320,60,88,0,2,3,3,0,0,0,3,13
153339,0,,,,,,,,,,
153366,812,72,5,4,2,2,0,1,2,14,87
153375,125,87,1,0,2,2,0,0,5,2,67
153384,0,,,,,,,,,,
153409,35,60,3,6,0,0,0,0,0,31,83
153418,51,63,10,6,4,2,2,0,2,16,84
153427,0,,,,,,,,,,
153445,0,,,,,,,,,,
153463,0,,,,,,,,,,
153472,0,,,,,,,,,,
153524,0,,,,,,,,,,
153533,0,,,,,,,,,,
153542,0,,,,,,,,,,
153588,0,,,,,,,,,,
153597,0,,,,,,,,,,
153603,5371,50,3,4,2,2,0,0,1,6,47
153621,18,72,0,0,0,0,0,0,0,17,72
153630,0,,,,,,,,,,
153658,7667,65,3,5,6,6,0,0,3,5,52
153737,0,,,,,,,,,,
153746,0,,,,,,,,,,
153764,0,,,,,,,,,,
153773,0,,,,,,,,,,
153782,0,,,,,,,,,,
153825,77,92,3,3,0,0,0,0,1,1,58
153834,0,,,,,,,,,,
153861,1265,10,5,1,1,1,0,0,1,6,24
153922,0,,,,,,,,,,
153977,0,,,,,,,,,,
154004,1416,93,1,2,1,0,0,0,0,3,84
154013,334,79,8,1,3,3,0,0,4,4,64
154022,6009,35,42,10,3,3,1,1,3,5,73
154059,0,,,,,,,,,,
154095,1651,77,3,2,1,1,0,0,1,5,70
154101,275,92,1,1,0,0,0,1,0,5,86
154110,0,,,,,,,,,,
154129,0,,,,,,,,,,
154156,1549,77,1,4,13,13,0,0,2,3,50
154165,0,,,,,,,,,,
154174,2155,74,3,11,8,7,1,0,3,1,42
154208,0,,,,,,,,,,
154235,736,80,4,5,2,2,0,0,2,4,71
154262,0,,,,,,,,,,
154332,0,,,,,,,,,,
154341,0,,,,,,,,,,
154350,48,65,2,8,0,0,0,2,0,23,60
154378,0,,,,,,,,,,
154396,0,,,,,,,,,,
154448,0,,,,,,,,,,
154457,0,,,,,,,,,,
154466,0,,,,,,,,,,
154493,651,77,12,4,2,2,0,0,1,1,67
154518,514,50,16,3,1,1,0,1,0,28,34
154527,0,,,,,,,,,,
154536,139,92,2,3,1,1,0,0,1,0,56
154545,0,,,,,,,,,,
154572,0,,,,,,,,,,
154590,65,77,3,8,2,0,2,2,3,2,48
154642,0,,,,,,,,,,
154688,976,75,11,6,2,1,0,2,3,2,65
154697,0,,,,,,,,,,
154712,67,79,6,3,1,1,0,0,4,0,34
154721,0,,,,,,,,,,
154749,0,,,,,,,,,,
154800,0,,,,,,,,,,
154855,0,,,,,,,,,,
154907,0,,,,,,,,,,
154925,0,,,,,,,,,,
154934,0,,,,,,,,,,
154952,0,,,,,,,,,,
154998,0,,,,,,,,,,
155007,0,,,,,,,,,,
155025,2227,37,1,2,1,1,0,0,2,54,72
155052,0,,,,,,,,,,
155061,2743,82,4,5,2,2,0,1,2,2,65
155070,30,67,23,0,0,0,0,3,0,0,27
155089,570,61,8,5,3,3,0,0,2,17,67
155098,0,,,,,,,,,,
155104,0,,,,,,,,,,
155140,0,,,,,,,,,,
155159,0,,,,,,,,,,
155177,0,,,,,,,,,,
155186,0,,,,,,,,,,
155195,0,,,,,,,,,,
155201,0,,,,,,,,,,
155210,0,,,,,,,,,,
155283,0,,,,,,,,,,
155292,0,,,,,,,,,,
155308,0,,,,,,,,,,
155317,8094,66,4,5,4,4,0,1,4,3,57
155335,607,75,5,9,1,1,0,2,2,3,74
155353,0,,,,,,,,,,
155399,4352,66,3,5,2,2,0,0,2,2,59
155414,74,66,7,16,0,0,0,0,4,1,54
155423,0,,,,,,,,,,
155450,0,,,,,,,,,,
155487,0,,,,,,,,,,
155496,0,,,,,,,,,,
155511,47,85,2,4,0,0,0,0,0,9,89
155520,569,74,7,4,1,1,0,2,1,9,79
155566,0,,,,,,,,,,
155593,0,,,,,,,,,,
155618,0,,,,,,,,,,
155627,48,63,13,13,6,6,0,0,0,6,42
155636,165,30,4,2,56,56,0,2,0,6,51
155681,1223,78,3,3,1,1,0,2,5,0,63
155715,0,,,,,,,,,,
155812,522,56,8,7,3,2,1,1,2,22,68
155830,0,,,,,,,,,,
155858,0,,,,,,,,,,
155900,168,40,11,5,1,1,0,1,2,34,53
155937,3,67,0,33,0,0,0,0,0,0,33
155973,57,77,11,7,0,0,0,0,2,0,47
156082,852,67,9,6,2,2,0,0,3,10,63
156107,0,,,,,,,,,,
156125,2772,62,5,7,4,4,0,1,2,2,55
156134,0,,,,,,,,,,
156189,0,,,,,,,,,,
156213,243,81,6,4,2,2,0,0,5,1,58
156222,1690,56,6,7,2,2,0,0,6,11,37
156231,0,,,,,,,,,,
156277,0,,,,,,,,,,
156286,817,77,10,2,3,3,0,0,3,4,69
156295,0,,,,,,,,,,
156310,0,,,,,,,,,,
156338,0,,,,,,,,,,
156356,63,60,16,2,0,0,0,0,0,22,76
156365,7450,9,2,0,0,0,0,0,0,1,30
156392,0,,,,,,,,,,
156408,0,,,,,,,,,,
156417,0,,,,,,,,,,
156426,0,,,,,,,,,,
156471,0,,,,,,,,,,
156541,10210,18,1,0,0,0,0,0,0,28,45
156620,2417,79,6,3,1,1,0,0,2,7,68
156648,0,,,,,,,,,,
156727,2140,75,10,6,2,2,0,1,3,3,94
156745,647,85,5,2,1,0,0,0,0,6,79
156754,0,,,,,,,,,,
156790,0,,,,,,,,,,
156842,0,,,,,,,,,,
156851,0,,,,,,,,,,
156860,0,,,,,,,,,,
156921,0,,,,,,,,,,
156967,0,,,,,,,,,,
157021,0,,,,,,,,,,
157030,0,,,,,,,,,,
157058,115,28,40,1,2,2,0,0,1,16,53
157076,0,,,,,,,,,,
157085,7046,69,5,3,4,4,0,0,2,4,56
157100,104,76,4,1,0,0,0,0,1,17,64
157207,78,78,19,3,0,0,0,0,0,0,53
157216,549,65,7,1,0,0,0,1,1,26,81
157289,5789,70,9,4,5,5,0,0,4,0,53
157298,143,67,26,3,3,2,1,0,1,0,64
157304,0,,,,,,,,,,
157331,0,,,,,,,,,,
157377,212,78,11,2,0,0,0,0,4,6,73
157386,800,87,6,2,1,1,0,0,2,1,64
157401,1398,79,7,2,1,1,0,0,2,2,66
157438,0,,,,,,,,,,
157447,2850,82,9,2,1,1,0,0,1,2,68
157483,0,,,,,,,,,,
157535,818,81,2,3,14,13,1,0,0,0,51
157553,0,,,,,,,,,,
157614,0,,,,,,,,,,
157650,0,,,,,,,,,,
157669,0,,,,,,,,,,
157678,0,,,,,,,,,,
157711,0,,,,,,,,,,
157739,0,,,,,,,,,,
157748,3138,76,4,3,4,4,0,0,0,1,13
157757,730,70,15,3,1,1,0,0,2,8,80
157793,891,43,11,0,23,23,0,0,5,16,59
157809,206,67,11,1,1,1,0,0,0,18,50
157818,0,,,,,,,,,,
157827,0,,,,,,,,,,
157863,214,84,3,1,2,1,0,0,2,3,60
157951,2426,78,10,3,1,1,0,0,2,1,67
158088,0,,,,,,,,,,
158246,0,,,,,,,,,,
158325,0,,,,,,,,,,
158343,0,,,,,,,,,,
158431,0,,,,,,,,,,
158477,33,82,12,3,0,0,0,0,3,0,70
158538,0,,,,,,,,,,
158617,0,,,,,,,,,,
158644,0,,,,,,,,,,
158662,0,,,,,,,,,,
158778,0,,,,,,,,,,
158787,0,,,,,,,,,,
158802,0,,,,,,,,,,
158884,0,,,,,,,,,,
159009,1095,2,94,1,1,1,0,0,1,0,73
159027,0,,,,,,,,,,
159197,0,,,,,,,,,,
159328,0,,,,,,,,,,
159373,1894,67,8,4,10,10,0,0,1,7,60
159382,0,,,,,,,,,,
159391,5750,56,12,6,3,3,0,0,1,3,56
159407,0,,,,,,,,,,
159416,4525,45,21,6,3,3,0,0,2,18,57
159513,0,,,,,,,,,,
159522,0,,,,,,,,,,
159531,0,,,,,,,,,,
159568,241,69,27,1,0,0,0,1,2,0,76
159601,0,,,,,,,,,,
159647,1277,61,14,4,1,1,0,0,2,2,57
159656,1279,58,21,9,3,3,0,1,1,5,72
159717,649,68,19,3,2,2,0,0,2,0,72
159939,1563,56,17,8,4,4,0,0,3,1,58
159948,1376,56,9,3,1,1,0,0,1,20,25
159966,589,71,17,3,2,2,0,1,1,2,76
159993,1503,64,19,3,3,3,0,0,2,3,74
160010,0,,,,,,,,,,
160038,1087,71,20,2,2,1,0,1,1,1,81
160065,332,42,43,5,3,3,0,0,2,3,83
160074,248,81,10,3,5,4,0,0,0,1,69
160117,0,,,,,,,,,,
160126,0,,,,,,,,,,
160199,0,,,,,,,,,,
160320,0,,,,,,,,,,
160409,0,,,,,,,,,,
160445,0,,,,,,,,,,
160472,0,,,,,,,,,,
160481,0,,,,,,,,,,
160524,0,,,,,,,,,,
160579,0,,,,,,,,,,
160597,0,,,,,,,,,,
160612,967,71,14,6,1,0,0,0,4,0,75
160621,855,7,84,1,6,6,0,0,0,1,69
160630,428,4,76,1,0,0,0,0,0,16,79
160649,0,,,,,,,,,,
160658,2050,63,15,3,3,3,0,0,1,4,56
160667,0,,,,,,,,,,
160755,4726,47,10,5,7,7,0,0,4,3,56
160904,753,17,47,5,22,22,0,0,3,2,73
160913,0,,,,,,,,,,
160940,113,68,4,3,4,3,1,0,1,21,85
160959,5,60,0,0,0,0,0,0,0,20,80
160977,0,,,,,,,,,,
160995,0,,,,,,,,,,
161004,0,,,,,,,,,,
161022,0,,,,,,,,,,
161077,0,,,,,,,,,,
161086,0,,,,,,,,,,
161138,0,,,,,,,,,,
161192,0,,,,,,,,,,
161208,0,,,,,,,,,,
161217,0,,,,,,,,,,
161226,304,73,1,0,1,1,0,1,0,24,86
161235,0,,,,,,,,,,
161244,0,,,,,,,,,,
161253,2039,73,1,2,2,2,0,1,1,12,66
161299,18,78,0,0,6,6,0,6,0,11,33
161341,0,,,,,,,,,,
161457,3561,70,9,2,8,8,0,1,1,8,71
161484,0,,,,,,,,,,
161493,0,,,,,,,,,,
161509,67,81,3,1,4,4,0,1,3,4,72
161518,666,47,2,3,1,1,0,0,0,47,70
161527,0,,,,,,,,,,
161545,0,,,,,,,,,,
161554,1750,83,2,2,1,1,0,1,2,8,71
161563,122,84,2,0,2,2,0,0,6,7,61
161572,79,73,5,0,4,3,1,3,3,13,66
161581,0,,,,,,,,,,
161688,0,,,,,,,,,,
161767,0,,,,,,,,,,
161800,0,,,,,,,,,,
161855,0,,,,,,,,,,
161864,0,,,,,,,,,,
161873,2472,43,37,4,5,5,0,0,3,4,61
162007,1012,8,71,3,2,2,0,0,3,3,68
162061,309,43,33,7,8,8,0,0,3,4,22
162104,0,,,,,,,,,,
162122,0,,,,,,,,,,
162168,0,,,,,,,,,,
162210,171,6,44,5,6,6,0,1,1,5,68
162283,376,1,68,1,0,0,0,0,1,1,84
162335,0,,,,,,,,,,
162371,0,,,,,,,,,,
162557,0,,,,,,,,,,
162584,656,71,8,2,3,3,0,0,2,12,65
162609,0,,,,,,,,,,
162654,742,48,11,4,1,1,0,0,1,34,78
162681,83,58,22,2,1,1,0,0,0,17,86
162690,0,,,,,,,,,,
162706,0,,,,,,,,,,
162760,913,65,8,5,3,3,0,0,2,2,66
