SchoolID,GraduateEnrollment,GraduatePercentWhite,GraduatePercentBlack,GraduatePercentHispanic,GraduatePercentAsian,GraduatePercentNative,GraduatePercentHawaiian,GraduatePercentMixed,GraduatePercent2Plus,GraduatePercentUnknown,GraduatePercentWomen
162779,0,,,,,,,,,,
162830,0,,,,,,,,,,
162928,20088,44,8,7,11,11,0,0,3,4,54
163028,0,,,,,,,,,,
163046,1766,64,19,5,4,4,0,0,3,3,72
163204,13350,29,39,7,7,6,0,0,3,12,55
163259,5868,51,17,7,16,16,0,0,3,2,71
163268,2507,42,13,4,9,9,0,0,3,4,49
163286,10438,37,8,4,7,7,0,0,2,7,48
163295,396,37,9,7,5,5,0,0,3,4,72
163338,596,21,37,4,3,3,0,0,21,7,63
163347,0,,,,,,,,,,
163408,0,,,,,,,,,,
163426,0,,,,,,,,,,
163453,1293,8,72,4,2,2,0,0,3,1,62
163462,518,76,7,6,2,2,0,1,2,1,41
163532,170,0,0,0,0,0,0,0,95,0,0
163541,0,,,,,,,,,,
163578,1535,60,20,6,6,6,0,0,3,6,82
163657,0,,,,,,,,,,
163754,0,,,,,,,,,,
163815,0,,,,,,,,,,
163851,917,76,14,2,1,1,0,0,3,2,79
163912,30,77,0,13,3,3,0,0,7,0,77
163976,53,75,4,4,6,6,0,0,2,8,28
164076,3105,62,13,3,4,4,0,0,3,10,73
164085,1065,61,19,2,5,5,0,1,2,7,91
164155,0,,,,,,,,,,
164173,502,52,32,4,4,4,0,1,4,3,76
164216,0,,,,,,,,,,
164270,1177,78,11,3,2,2,0,0,1,3,81
164313,0,,,,,,,,,,
164368,2491,1,2,1,1,1,0,0,1,4,45
164438,184,46,19,12,5,5,1,0,1,17,70
164447,1816,74,6,7,2,2,0,0,2,8,80
164465,0,,,,,,,,,,
164474,11,55,45,0,0,0,0,0,0,0,55
164492,327,69,5,7,1,1,0,1,1,16,42
164535,0,,,,,,,,,,
164562,392,70,7,9,2,2,0,1,2,7,72
164580,996,37,3,6,6,5,0,0,1,8,40
164599,0,,,,,,,,,,
164614,0,,,,,,,,,,
164632,1521,70,9,8,3,3,0,0,2,8,87
164641,0,,,,,,,,,,
164678,0,,,,,,,,,,
164720,15,87,13,0,0,0,0,0,0,0,47
164739,1207,42,3,2,8,8,0,0,1,4,56
164748,563,39,5,8,2,2,0,0,5,5,48
164775,0,,,,,,,,,,
164845,0,,,,,,,,,,
164872,326,42,4,8,5,5,0,0,2,6,51
164915,135,55,4,7,7,7,0,0,0,10,65
164924,4793,55,4,7,5,5,0,0,2,9,56
164988,16142,41,4,7,9,9,0,0,2,8,57
165015,2161,37,4,5,6,6,0,0,2,7,56
165024,1486,84,5,3,1,1,0,0,1,3,75
165033,0,,,,,,,,,,
165060,0,,,,,,,,,,
165112,0,,,,,,,,,,
165167,1504,37,17,35,2,2,0,0,2,0,78
165194,0,,,,,,,,,,
165255,0,,,,,,,,,,
165264,0,,,,,,,,,,
165334,818,37,5,4,4,4,0,0,1,5,56
165495,14,93,0,0,0,0,0,0,7,0,86
165529,222,62,14,2,2,2,0,0,1,18,61
165556,0,,,,,,,,,,
165574,0,,,,,,,,,,
165608,0,,,,,,,,,,
165635,0,,,,,,,,,,
165644,188,53,22,9,4,3,1,0,1,6,66
165662,718,55,5,7,3,3,0,0,3,7,75
165671,120,59,8,8,1,1,0,0,3,21,75
165699,1662,79,3,4,2,2,0,0,1,9,73
165750,0,,,,,,,,,,
165802,35,23,14,17,3,3,0,0,0,29,40
165820,3036,79,4,5,3,3,0,0,1,6,73
165866,1628,73,3,8,7,5,1,0,1,8,79
165884,0,,,,,,,,,,
165936,337,83,1,5,3,3,0,0,1,3,76
165945,1696,37,13,10,11,11,0,0,0,21,32
165981,0,,,,,,,,,,
166018,0,,,,,,,,,,
166027,21616,42,5,7,12,12,0,0,3,4,50
166045,132,94,0,0,0,0,0,0,2,2,67
166054,87,90,0,0,1,1,0,1,0,8,18
166124,0,,,,,,,,,,
166133,0,,,,,,,,,,
166391,386,41,9,8,2,2,0,0,2,27,63
166407,0,,,,,,,,,,
166452,2630,60,4,5,2,2,0,0,2,23,86
166489,208,24,3,0,3,3,0,0,1,8,69
166498,0,,,,,,,,,,
166513,4238,55,5,5,7,7,0,0,2,10,44
166629,7078,49,4,5,7,7,0,0,2,7,49
166638,3450,56,9,8,5,5,0,0,2,7,69
166647,0,,,,,,,,,,
166656,3098,45,7,4,19,19,0,0,1,12,70
166674,133,47,4,7,5,5,1,0,3,10,58
166683,6972,31,2,6,12,12,0,0,2,6,35
166692,93,84,4,5,0,0,0,0,3,2,26
166708,1185,56,5,4,18,17,0,0,0,5,62
166717,751,67,10,2,6,6,0,1,0,14,80
166805,0,,,,,,,,,,
166823,0,,,,,,,,,,
166850,790,77,3,6,2,1,0,0,2,7,72
166869,1035,63,5,9,12,12,0,0,4,6,80
166887,0,,,,,,,,,,
166911,0,,,,,,,,,,
166939,127,75,4,8,2,2,0,0,5,2,83
166957,0,,,,,,,,,,
167039,0,,,,,,,,,,
167057,370,35,2,2,9,9,0,1,5,5,48
167093,522,36,2,3,26,26,0,0,1,6,75
167215,542,68,7,11,4,4,0,0,3,5,64
167224,0,,,,,,,,,,
167251,0,,,,,,,,,,
167260,270,85,4,5,1,1,0,0,3,0,54
167288,175,86,3,4,1,1,0,0,0,6,70
167297,0,,,,,,,,,,
167312,0,,,,,,,,,,
167358,7718,26,2,3,5,5,0,0,1,4,41
167376,0,,,,,,,,,,
167394,380,44,8,7,4,4,0,0,0,35,77
167455,31,77,10,0,3,3,0,0,0,10,65
167464,60,80,5,10,5,3,2,0,0,0,0
167525,0,,,,,,,,,,
167534,0,,,,,,,,,,
167598,1362,55,17,6,6,5,0,0,1,15,87
167631,0,,,,,,,,,,
167677,116,70,1,4,4,4,0,0,1,0,21
167729,1527,75,5,9,2,2,0,0,1,4,77
167738,0,,,,,,,,,,
167783,4273,60,8,7,4,4,0,0,2,18,87
167792,0,,,,,,,,,,
167835,401,63,8,7,5,5,0,0,3,7,86
167871,0,,,,,,,,,,
167899,1010,62,13,12,2,2,0,0,1,8,73
167905,0,,,,,,,,,,
167987,1672,61,5,7,4,4,0,0,3,4,55
167996,21,57,0,10,0,0,0,0,0,33,62
168005,2142,62,7,8,6,6,0,0,2,3,59
168032,0,,,,,,,,,,
168148,5943,52,4,7,14,14,0,0,3,5,59
168218,0,,,,,,,,,,
168227,175,71,6,7,7,7,0,0,3,3,31
168254,1029,61,6,6,6,6,0,1,0,17,60
168263,718,67,4,9,2,2,0,0,3,14,74
168281,0,,,,,,,,,,
168342,54,30,4,6,6,6,0,2,0,9,56
168421,2206,46,3,4,5,5,0,0,1,2,30
168430,837,78,4,5,2,2,0,1,1,8,76
168528,39,72,3,5,3,3,0,0,0,18,46
168546,0,,,,,,,,,,
168555,0,,,,,,,,,,
168573,0,,,,,,,,,,
168591,0,,,,,,,,,,
168607,0,,,,,,,,,,
168740,1705,25,20,17,7,6,0,0,1,4,37
168786,180,81,2,5,2,2,0,0,1,9,75
168847,358,72,17,2,2,2,0,1,5,1,66
168883,0,,,,,,,,,,
168892,0,,,,,,,,,,
169080,107,79,2,3,1,1,0,0,1,3,85
169099,334,34,1,2,6,6,0,0,1,19,26
169187,0,,,,,,,,,,
169220,181,69,21,1,3,3,0,0,6,0,77
169248,5235,63,15,5,3,3,0,1,2,4,60
169275,0,,,,,,,,,,
169284,0,,,,,,,,,,
169327,120,49,6,1,4,4,0,0,0,8,48
169363,198,77,8,0,3,3,0,0,3,8,67
169424,130,56,2,2,9,8,1,0,0,1,64
169442,68,19,1,3,6,6,0,0,4,1,44
169479,1417,49,21,6,6,6,0,0,3,8,57
169503,0,,,,,,,,,,
169521,0,,,,,,,,,,
169576,0,,,,,,,,,,
169628,777,69,6,6,4,4,0,1,4,4,54
169655,0,,,,,,,,,,
169716,2231,46,8,3,7,7,0,0,1,11,55
169734,0,,,,,,,,,,
169761,0,,,,,,,,,,
169798,3078,65,13,5,4,4,0,0,3,1,66
169813,0,,,,,,,,,,
169910,1354,64,5,4,2,2,0,1,2,20,62
169947,0,,,,,,,,,,
169974,0,,,,,,,,,,
169983,435,54,4,3,5,4,0,0,1,5,26
169992,0,,,,,,,,,,
170000,35,60,31,6,0,0,0,0,0,3,46
170037,506,76,12,3,1,1,0,5,1,0,57
170055,0,,,,,,,,,,
170082,2997,81,5,4,2,2,0,1,2,1,71
170091,0,,,,,,,,,,
170240,0,,,,,,,,,,
170286,53,0,0,0,0,0,0,0,0,100,21
170301,0,,,,,,,,,,
170444,0,,,,,,,,,,
170532,0,,,,,,,,,,
170541,0,,,,,,,,,,
170550,0,,,,,,,,,,
170587,0,,,,,,,,,,
170611,0,,,,,,,,,,
170620,0,,,,,,,,,,
170639,0,,,,,,,,,,
170657,0,,,,,,,,,,
170675,743,45,6,2,4,4,0,0,1,5,28
170736,0,,,,,,,,,,
170790,0,,,,,,,,,,
170806,604,64,16,4,4,4,0,1,1,1,75
170842,355,81,12,0,1,1,0,1,0,6,81
170967,33,55,18,12,6,6,0,0,3,0,21
170976,16398,45,4,6,9,9,0,0,2,4,49
171012,0,,,,,,,,,,
171100,10928,59,5,5,6,5,0,0,2,2,56
171128,1375,35,1,1,1,1,0,0,2,3,31
171137,2283,52,5,3,7,7,0,0,2,2,34
171146,1435,67,12,3,4,4,0,1,2,3,65
171155,0,,,,,,,,,,
171225,0,,,,,,,,,,
171234,0,,,,,,,,,,
171304,0,,,,,,,,,,
171395,0,,,,,,,,,,
171456,506,85,2,2,1,1,0,3,2,3,71
171483,0,,,,,,,,,,
171492,350,55,16,4,1,1,0,1,2,17,51
171535,0,,,,,,,,,,
171571,3510,61,6,3,8,8,0,0,2,4,56
171599,43,70,16,7,0,0,0,0,0,7,70
171775,0,,,,,,,,,,
171881,0,,,,,,,,,,
171988,0,,,,,,,,,,
171997,0,,,,,,,,,,
172015,0,,,,,,,,,,
172033,187,66,2,9,3,3,0,0,3,7,25
172051,796,79,5,3,2,2,0,0,3,2,77
172200,0,,,,,,,,,,
172264,217,60,17,6,2,2,0,1,3,11,67
172291,0,,,,,,,,,,
172307,0,,,,,,,,,,
172325,0,,,,,,,,,,
172334,1629,69,12,5,2,1,0,1,2,10,84
172422,0,,,,,,,,,,
172440,0,,,,,,,,,,
172477,1325,47,25,5,4,4,0,0,12,5,58
172495,0,,,,,,,,,,
172608,1204,70,13,2,6,6,0,0,1,2,49
172617,0,,,,,,,,,,
172635,0,,,,,,,,,,
172644,9451,58,13,3,6,6,0,0,3,4,58
172671,0,,,,,,,,,,
172680,0,,,,,,,,,,
172699,4802,62,7,5,4,4,0,0,2,1,60
172705,299,64,3,15,1,1,0,0,1,5,37
172802,0,,,,,,,,,,
172866,0,,,,,,,,,,
172918,0,,,,,,,,,,
172927,0,,,,,,,,,,
172954,0,,,,,,,,,,
172963,0,,,,,,,,,,
173045,1076,65,10,5,6,6,0,1,2,10,70
173063,0,,,,,,,,,,
173115,0,,,,,,,,,,
173124,421,89,1,3,0,0,0,3,2,1,67
173142,0,,,,,,,,,,
173160,836,70,5,4,2,2,0,1,3,13,71
173179,369,67,11,3,5,5,0,1,3,9,40
173203,0,,,,,,,,,,
173258,0,,,,,,,,,,
173300,32,88,0,0,3,3,0,0,0,6,88
173328,1950,75,8,3,5,5,0,1,2,4,70
173416,0,,,,,,,,,,
173452,87,98,0,0,0,0,0,0,1,0,30
173461,0,,,,,,,,,,
173470,0,,,,,,,,,,
173559,0,,,,,,,,,,
173638,0,,,,,,,,,,
173647,0,,,,,,,,,,
173665,1420,64,6,4,6,6,0,0,2,15,71
173683,168,90,1,2,1,1,1,1,2,1,71
173708,0,,,,,,,,,,
173735,0,,,,,,,,,,
173744,0,,,,,,,,,,
173799,0,,,,,,,,,,
173805,0,,,,,,,,,,
173896,493,79,5,1,1,1,0,0,1,2,58
173902,0,,,,,,,,,,
173911,0,,,,,,,,,,
173920,1882,71,3,2,3,2,0,1,2,8,68
173957,905,44,4,6,9,8,0,1,1,27,54
173993,0,,,,,,,,,,
174020,830,46,18,4,10,10,0,1,4,11,64
174066,16310,58,3,4,6,6,0,0,3,6,55
174075,0,,,,,,,,,,
174118,0,,,,,,,,,,
174127,113,55,4,4,9,9,0,1,1,12,74
174136,0,,,,,,,,,,
174154,2,0,100,0,0,0,0,0,0,0,100
174190,0,,,,,,,,,,
174233,1063,72,2,3,4,4,0,4,4,1,54
174251,0,,,,,,,,,,
174321,0,,,,,,,,,,
174358,1032,93,1,1,1,1,0,0,1,1,71
174376,0,,,,,,,,,,
174385,0,,,,,,,,,,
174428,0,,,,,,,,,,
174437,43,81,2,2,0,0,0,5,0,9,35
174473,0,,,,,,,,,,
174491,180,73,4,3,8,8,0,3,3,2,42
174507,712,44,1,1,2,2,0,1,1,50,53
174525,0,,,,,,,,,,
174570,0,,,,,,,,,,
174604,0,,,,,,,,,,
174738,0,,,,,,,,,,
174747,0,,,,,,,,,,
174756,0,,,,,,,,,,
174783,1800,51,5,2,4,4,0,1,2,18,59
174792,110,75,2,3,1,1,0,0,1,0,41
174817,4118,67,9,3,4,4,0,0,0,13,68
174844,0,,,,,,,,,,
174862,358,81,6,6,5,5,0,0,1,0,54
174899,1564,78,6,3,9,9,0,0,2,1,75
174914,3640,61,7,3,7,7,0,0,2,9,53
174978,0,,,,,,,,,,
175005,1576,78,5,4,5,5,0,0,1,7,89
175014,29,59,10,10,3,0,3,0,0,17,79
175041,0,,,,,,,,,,
175078,475,77,2,1,1,1,0,0,0,5,73
175120,0,,,,,,,,,,
175139,97,78,10,1,5,5,0,0,1,0,57
175157,0,,,,,,,,,,
175227,0,,,,,,,,,,
175236,0,,,,,,,,,,
175263,0,,,,,,,,,,
175272,555,84,4,4,2,2,0,0,3,1,77
175281,1154,70,8,7,5,5,0,1,3,4,51
175315,0,,,,,,,,,,
175342,485,3,93,0,0,0,0,0,0,0,72
175421,1898,19,67,2,1,1,0,1,2,7,74
175430,9,89,11,0,0,0,0,0,0,0,78
175494,0,,,,,,,,,,
175519,0,,,,,,,,,,
175528,0,,,,,,,,,,
175573,0,,,,,,,,,,
175607,0,,,,,,,,,,
175616,640,51,37,1,1,1,0,0,1,4,70
175643,0,,,,,,,,,,
175652,0,,,,,,,,,,
175698,0,,,,,,,,,,
175722,0,,,,,,,,,,
175786,0,,,,,,,,,,
175810,0,,,,,,,,,,
175829,0,,,,,,,,,,
175856,1919,8,84,0,0,0,0,0,0,0,75
175883,0,,,,,,,,,,
175935,0,,,,,,,,,,
175980,66,61,18,3,8,8,0,2,0,9,35
176008,0,,,,,,,,,,
176017,4449,70,13,3,4,4,0,0,2,0,58
176035,206,74,20,2,0,0,0,1,0,0,85
176044,355,2,95,1,1,1,0,0,0,2,66
176053,1871,52,33,3,4,4,0,0,1,4,65
176062,0,,,,,,,,,,
176071,0,,,,,,,,,,
176080,3484,66,11,3,2,2,0,0,1,1,51
176169,0,,,,,,,,,,
176178,0,,,,,,,,,,
176239,0,,,,,,,,,,
176318,0,,,,,,,,,,
176336,0,,,,,,,,,,
176354,0,,,,,,,,,,
176372,2589,69,16,3,2,2,0,1,2,0,66
176390,0,,,,,,,,,,
176406,10,0,100,0,0,0,0,0,0,0,100
176451,67,52,36,1,0,0,0,0,0,0,42
176479,1793,63,26,2,6,6,0,0,0,1,68
176600,158,50,2,3,2,1,1,0,0,25,47
176628,403,64,19,5,2,1,0,0,2,0,77
176664,18,89,6,6,0,0,0,0,0,0,11
176716,0,,,,,,,,,,
176770,220,82,5,2,2,2,0,0,2,6,86
176789,71,63,4,1,24,15,8,1,3,0,31
176798,0,,,,,,,,,,
176910,0,,,,,,,,,,
176947,0,,,,,,,,,,
176965,2187,67,4,3,1,1,0,0,2,3,64
176983,0,,,,,,,,,,
177038,482,75,4,4,2,2,0,1,2,11,45
177056,0,,,,,,,,,,
177065,664,64,17,6,1,1,0,0,6,0,63
177083,0,,,,,,,,,,
177092,551,70,2,4,2,2,0,0,4,14,4
177117,0,,,,,,,,,,
177126,521,77,5,3,3,3,0,0,3,3,37
177135,0,,,,,,,,,,
177144,46,91,7,2,0,0,0,0,0,0,67
177214,240,86,3,3,2,2,0,0,4,0,76
177250,0,,,,,,,,,,
177278,130,55,29,0,0,0,0,0,0,10,57
177287,0,,,,,,,,,,
177302,0,,,,,,,,,,
177339,454,80,6,5,4,3,0,1,1,3,45
177418,399,67,17,2,1,1,0,0,1,3,77
177436,0,,,,,,,,,,
177472,0,,,,,,,,,,
177542,68,94,3,0,0,0,0,1,0,1,74
177551,0,,,,,,,,,,
177588,0,,,,,,,,,,
177603,0,,,,,,,,,,
177676,0,,,,,,,,,,
177685,0,,,,,,,,,,
177719,72,86,7,1,1,1,0,0,3,1,74
177746,0,,,,,,,,,,
177816,84,88,1,0,0,0,0,0,1,0,0
177834,3717,56,7,9,14,14,0,1,5,6,57
177870,0,,,,,,,,,,
177931,0,,,,,,,,,,
177940,101,59,28,0,1,1,0,0,1,0,55
177968,2939,58,20,3,1,1,0,0,2,10,70
177977,0,,,,,,,,,,
177986,1379,64,8,2,2,2,0,1,3,18,53
177995,0,,,,,,,,,,
178004,0,,,,,,,,,,
178059,5461,66,14,5,4,4,0,1,2,5,78
178077,0,,,,,,,,,,
178110,0,,,,,,,,,,
178183,0,,,,,,,,,,
178208,2205,62,5,4,15,15,0,1,1,6,13
178217,0,,,,,,,,,,
178244,900,80,13,1,1,0,0,0,1,2,73
178341,155,83,2,5,1,1,0,5,0,1,74
178369,19,37,5,21,0,0,0,0,5,11,89
178387,235,74,3,1,3,3,0,2,2,4,60
178396,7359,68,5,4,2,2,0,0,3,4,59
178402,5056,60,7,4,9,9,0,0,2,4,57
178411,1758,47,3,3,3,3,0,0,2,2,22
178420,2981,67,14,3,4,4,0,0,2,3,68
178448,0,,,,,,,,,,
178466,0,,,,,,,,,,
178518,200,80,3,11,2,2,0,2,1,3,38
178527,0,,,,,,,,,,
178615,349,88,0,2,1,1,0,0,1,3,75
178624,1203,67,4,2,1,1,0,0,1,3,60
178679,0,,,,,,,,,,
178697,0,,,,,,,,,,
178721,1846,49,20,16,2,2,0,0,3,3,59
178767,0,,,,,,,,,,
178828,0,,,,,,,,,,
178891,0,,,,,,,,,,
178989,162,80,9,3,2,2,0,1,1,6,81
179043,800,74,5,4,5,5,1,0,2,8,57
179052,0,,,,,,,,,,
179159,4656,64,7,4,10,10,0,0,3,2,60
179195,0,,,,,,,,,,
179229,0,,,,,,,,,,
179238,0,,,,,,,,,,
179256,0,,,,,,,,,,
179265,811,56,9,1,24,24,0,0,1,5,61
179308,0,,,,,,,,,,
179317,92,72,9,4,8,7,1,3,1,1,54
179326,693,80,2,1,2,2,0,1,0,13,61
179344,0,,,,,,,,,,
179450,132,71,6,1,5,5,0,2,2,14,84
179511,0,,,,,,,,,,
179539,0,,,,,,,,,,
179548,201,81,10,2,1,1,0,1,4,0,80
179557,1030,73,5,1,1,1,0,0,0,1,67
179566,3559,73,3,3,2,2,0,0,2,3,62
179645,0,,,,,,,,,,
179715,0,,,,,,,,,,
179812,1210,58,3,5,21,21,0,0,4,5,40
179867,8101,40,6,4,7,7,0,0,2,5,53
179894,8348,40,39,8,3,3,0,0,2,4,57
179946,0,,,,,,,,,,
179955,5,100,0,0,0,0,0,0,0,0,100
179964,1367,87,5,1,1,0,0,0,1,5,59
179991,0,,,,,,,,,,
180054,0,,,,,,,,,,
180063,0,,,,,,,,,,
180081,0,,,,,,,,,,
180090,0,,,,,,,,,,
180106,8,50,0,0,0,0,0,0,0,50,75
180151,0,,,,,,,,,,
180160,0,,,,,,,,,,
180179,355,86,1,5,1,0,1,4,2,1,79
180197,0,,,,,,,,,,
180203,0,,,,,,,,,,
180212,0,,,,,,,,,,
180249,0,,,,,,,,,,
180258,162,79,2,2,6,5,1,1,0,10,82
180276,0,,,,,,,,,,
180328,0,,,,,,,,,,
180373,0,,,,,,,,,,
180416,253,69,2,3,0,0,0,1,0,17,36
180461,1963,79,0,3,1,1,0,3,4,1,54
180489,2656,60,0,3,11,11,0,2,3,12,63
180522,59,53,0,3,3,2,2,22,3,15,75
180595,100,82,0,3,3,3,0,1,2,9,55
180647,0,,,,,,,,,,
180692,0,,,,,,,,,,
180771,0,,,,,,,,,,
180814,3167,50,15,15,5,5,0,1,2,12,57
180832,511,84,4,3,3,2,0,0,3,5,86
180878,112,92,2,1,2,2,0,0,4,0,83
180902,0,,,,,,,,,,
180948,528,85,3,5,2,2,1,1,2,0,62
180957,0,,,,,,,,,,
180984,588,49,11,5,1,1,1,1,0,30,72
181002,4464,73,4,6,9,9,0,0,3,2,61
181020,0,,,,,,,,,,
181127,32,63,9,6,3,3,0,0,6,0,31
181145,0,,,,,,,,,,
181190,0,,,,,,,,,,
181215,1843,88,2,5,1,1,0,0,2,0,69
181242,40,70,23,0,5,5,0,0,0,3,85
181297,327,80,9,2,2,1,1,1,3,5,91
181303,0,,,,,,,,,,
181312,0,,,,,,,,,,
181330,152,72,9,2,3,1,2,0,9,5,49
181376,0,,,,,,,,,,
181394,3001,73,4,6,3,3,0,0,3,1,63
181400,55,47,11,7,0,0,0,0,0,35,82
181419,0,,,,,,,,,,
181428,3103,76,2,3,6,6,0,0,2,1,58
181446,244,86,2,1,1,1,0,0,3,5,71
181464,4990,67,2,4,2,2,0,0,2,4,51
181491,0,,,,,,,,,,
181534,263,91,4,3,0,0,0,0,2,0,73
181543,0,,,,,,,,,,
181604,307,79,6,6,4,4,0,1,5,0,93
181640,0,,,,,,,,,,
181738,87,92,2,2,2,2,0,0,0,0,77
181765,0,,,,,,,,,,
181783,658,91,2,3,0,0,0,1,1,1,63
181817,0,,,,,,,,,,
181853,40,78,5,8,3,0,3,3,0,3,73
181880,0,,,,,,,,,,
181941,0,,,,,,,,,,
182005,0,,,,,,,,,,
182111,0,,,,,,,,,,
182148,0,,,,,,,,,,
182281,5175,46,7,17,9,9,0,0,6,8,60
182290,3533,59,3,12,6,6,0,1,4,3,59
182306,0,,,,,,,,,,
182458,492,66,6,2,5,3,1,1,0,20,74
182500,0,,,,,,,,,,
182564,0,,,,,,,,,,
182634,0,,,,,,,,,,
182652,0,,,,,,,,,,
182670,2154,45,3,6,11,11,0,1,2,5,47
182704,0,,,,,,,,,,
182722,0,,,,,,,,,,
182795,544,79,2,6,5,5,0,0,0,8,60
182829,275,67,1,5,3,3,0,0,4,12,49
182892,0,,,,,,,,,,
182917,0,,,,,,,,,,
182953,0,,,,,,,,,,
182980,825,32,5,2,1,1,0,0,1,11,43
182999,0,,,,,,,,,,
183026,21375,57,17,7,3,3,0,1,2,12,66
183035,0,,,,,,,,,,
183044,2483,74,2,3,2,2,0,0,1,5,57
183062,66,80,2,3,5,5,0,0,0,9,68
183071,23,22,0,0,0,0,0,0,4,74,65
183080,837,77,2,3,2,2,0,0,1,14,69
183099,0,,,,,,,,,,
183105,0,,,,,,,,,,
183114,0,,,,,,,,,,
183123,0,,,,,,,,,,
183132,0,,,,,,,,,,
183141,0,,,,,,,,,,
183150,0,,,,,,,,,,
183202,0,,,,,,,,,,
183211,874,73,6,2,9,9,0,1,1,8,81
183239,0,,,,,,,,,,
183248,0,,,,,,,,,,
183257,289,89,2,3,1,1,0,0,0,6,70
183275,0,,,,,,,,,,
183488,0,,,,,,,,,,
183600,0,,,,,,,,,,
183655,0,,,,,,,,,,
183725,0,,,,,,,,,,
183743,0,,,,,,,,,,
183789,144,17,26,30,3,3,0,0,1,17,72
183804,3975,99,0,0,0,0,0,0,0,0,0
183822,23,48,4,22,13,13,0,0,0,9,87
183859,0,,,,,,,,,,
183877,0,,,,,,,,,,
183910,538,59,8,12,3,3,0,0,0,17,79
183938,0,,,,,,,,,,
183974,536,34,3,4,0,0,0,0,5,54,72
183983,0,,,,,,,,,,
184047,0,,,,,,,,,,
184056,0,,,,,,,,,,
184092,0,,,,,,,,,,
184180,0,,,,,,,,,,
184205,0,,,,,,,,,,
184278,0,,,,,,,,,,
184348,595,45,18,5,3,3,0,0,2,10,54
184427,0,,,,,,,,,,
184481,0,,,,,,,,,,
184506,0,,,,,,,,,,
184603,2011,52,13,13,6,6,0,0,1,5,68
184612,380,38,18,19,9,8,1,0,1,13,78
184694,753,54,12,10,15,14,0,1,1,5,64
184746,0,,,,,,,,,,
184773,675,75,7,8,2,2,0,0,1,6,79
184782,3345,59,9,9,15,15,0,0,1,3,59
184791,0,,,,,,,,,,
184816,0,,,,,,,,,,
184870,0,,,,,,,,,,
184959,0,,,,,,,,,,
184968,0,,,,,,,,,,
184995,0,,,,,,,,,,
185129,1754,41,16,25,6,5,0,0,0,10,72
185174,0,,,,,,,,,,
185262,2232,42,20,21,5,5,0,0,2,8,78
185332,0,,,,,,,,,,
185396,0,,,,,,,,,,
185466,0,,,,,,,,,,
185509,0,,,,,,,,,,
185536,0,,,,,,,,,,
185572,1537,68,7,9,4,4,0,0,2,6,77
185590,4127,54,11,16,5,5,0,0,2,6,73
185651,0,,,,,,,,,,
185679,0,,,,,,,,,,
185721,0,,,,,,,,,,
185758,128,12,73,5,7,7,0,0,0,2,55
185767,0,,,,,,,,,,
185828,2891,18,6,9,14,14,0,0,2,3,30
185873,0,,,,,,,,,,
185970,0,,,,,,,,,,
186016,0,,,,,,,,,,
186034,0,,,,,,,,,,
186052,0,,,,,,,,,,
186122,441,64,12,4,8,8,0,0,4,0,44
186131,2946,33,2,6,8,8,0,0,2,5,40
186186,6,100,0,0,0,0,0,0,0,0,0
186201,565,71,6,10,8,8,0,0,0,5,76
186274,0,,,,,,,,,,
186283,904,63,10,6,4,4,0,0,2,11,66
186371,1395,59,14,10,7,7,0,0,2,3,53
186380,14215,42,9,10,15,15,0,0,2,3,61
186399,4309,35,11,12,14,14,0,0,2,6,48
186405,0,,,,,,,,,,
186423,0,,,,,,,,,,
186432,811,25,20,18,5,4,0,0,0,28,66
186469,0,,,,,,,,,,
186584,4026,52,12,10,7,7,0,0,2,12,60
186593,0,,,,,,,,,,
186618,386,56,14,15,4,4,0,0,1,10,84
186645,0,,,,,,,,,,
186867,3498,20,3,0,8,8,0,0,0,11,29
186876,1017,74,8,8,4,4,0,0,3,2,74
186900,0,,,,,,,,,,
187000,0,,,,,,,,,,
187046,717,57,16,11,5,5,0,0,2,8,65
187134,638,62,5,8,7,6,1,0,0,17,70
187198,0,,,,,,,,,,
187444,1463,59,7,21,6,6,0,0,3,2,72
187505,0,,,,,,,,,,
187532,0,,,,,,,,,,
187596,5,0,0,0,0,0,0,100,0,0,80
187620,0,,,,,,,,,,
187639,0,,,,,,,,,,
187648,1305,51,5,31,3,3,0,1,2,4,72
187666,0,,,,,,,,,,
187745,46,20,0,17,2,0,2,41,15,4,63
187897,1169,28,3,47,1,1,0,9,2,3,71
187903,0,,,,,,,,,,
187912,0,,,,,,,,,,
187958,0,,,,,,,,,,
187967,483,55,2,12,6,6,0,1,4,3,46
187976,0,,,,,,,,,,
187985,5698,43,2,29,4,4,0,4,3,2,56
187994,0,,,,,,,,,,
188003,0,,,,,,,,,,
188021,0,,,,,,,,,,
188030,2602,35,3,37,2,2,0,1,2,2,58
188049,0,,,,,,,,,,
188058,0,,,,,,,,,,
188100,0,,,,,,,,,,
188137,0,,,,,,,,,,
188182,535,46,18,21,2,2,1,3,0,8,76
188207,176,68,0,12,1,1,0,1,5,10,88
188216,0,,,,,,,,,,
188225,0,,,,,,,,,,
188261,0,,,,,,,,,,
188289,0,,,,,,,,,,
188304,1003,50,7,30,2,2,0,4,1,3,76
188340,7,14,14,29,0,0,0,0,0,29,57
188429,2755,42,15,12,7,7,0,0,2,4,71
188438,0,,,,,,,,,,
188517,0,,,,,,,,,,
188526,472,56,5,4,14,14,0,0,2,9,63
188535,500,70,6,7,5,5,0,0,5,5,52
