SchoolID,TotalEnrollment,GraduateEnrollment,GraduatePercentWhite,GraduatePercentBlack,GraduatePercentHispanic,GraduatePercentAsian,GraduatePercentIndian,GraduatePercentHawaiian,GraduatePercentMixed,GraduatePercentTwoPlus,GraduatePercentUnknown,GraduatePercentInternational,GraduatePercentWomen,GraduatePercentMen
496681,54,0,,,,,,,,,,,,
496690,36,0,,,,,,,,,,,,
496715,45,0,,,,,,,,,,,,
496724,16,0,,,,,,,,,,,,
496733,94,0,,,,,,,,,,,,
496751,69,0,,,,,,,,,,,,
496803,34,0,,,,,,,,,,,,
496894,36,0,,,,,,,,,,,,
496919,749,0,,,,,,,,,,,,
496955,565,0,,,,,,,,,,,,
496964,22,0,,,,,,,,,,,,
496973,237,0,,,,,,,,,,,,
496991,635,0,,,,,,,,,,,,
497000,111,0,,,,,,,,,,,,
497037,918,0,,,,,,,,,,,,
497046,5825,0,,,,,,,,,,,,
497073,438,0,,,,,,,,,,,,
497116,917,0,,,,,,,,,,,,
497125,763,0,,,,,,,,,,,,
497161,126,0,,,,,,,,,,,,
497189,51,0,,,,,,,,,,,,
497198,196,0,,,,,,,,,,,,
497204,96,0,,,,,,,,,,,,
497213,36,0,,,,,,,,,,,,
497222,55,0,,,,,,,,,,,,
497268,323,0,,,,,,,,,,,,
497277,306,0,,,,,,,,,,,,
497286,955,0,,,,,,,,,,,,
497301,342,0,,,,,,,,,,,,
497310,176,0,,,,,,,,,,,,
497329,400,0,,,,,,,,,,,,
497338,387,0,,,,,,,,,,,,
497356,43,0,,,,,,,,,,,,
497365,28,0,,,,,,,,,,,,
497374,133,0,,,,,,,,,,,,
497383,14,0,,,,,,,,,,,,
497392,98,0,,,,,,,,,,,,
497417,29,0,,,,,,,,,,,,
497426,143,0,,,,,,,,,,,,
497435,75,0,,,,,,,,,,,,
497444,19,0,,,,,,,,,,,,
497471,12,0,,,,,,,,,,,,
497499,24,0,,,,,,,,,,,,
497675,9,0,,,,,,,,,,,,
497684,33,0,,,,,,,,,,,,
497736,85,0,,,,,,,,,,,,
497745,221,0,,,,,,,,,,,,
497824,241,0,,,,,,,,,,,,
497833,218,0,,,,,,,,,,,,
497888,144,0,,,,,,,,,,,,
497897,211,0,,,,,,,,,,,,
497903,11,0,,,,,,,,,,,,
497912,31,0,,,,,,,,,,,,
497949,785,0,,,,,,,,,,,,
497958,557,0,,,,,,,,,,,,
498003,252,0,,,,,,,,,,,,
498012,81,0,,,,,,,,,,,,
498030,497,0,,,,,,,,,,,,
498049,415,0,,,,,,,,,,,,
498076,404,0,,,,,,,,,,,,
498085,638,0,,,,,,,,,,,,
498094,374,0,,,,,,,,,,,,
498100,629,0,,,,,,,,,,,,
498119,183,0,,,,,,,,,,,,
498298,73,0,,,,,,,,,,,,
498322,93,0,,,,,,,,,,,,
498331,131,0,,,,,,,,,,,,
498340,102,0,,,,,,,,,,,,
498359,72,0,,,,,,,,,,,,
498368,12,0,,,,,,,,,,,,
498377,177,0,,,,,,,,,,,,
498386,85,0,,,,,,,,,,,,
498401,37,0,,,,,,,,,,,,
498410,48,0,,,,,,,,,,,,
498447,284,0,,,,,,,,,,,,
498456,279,0,,,,,,,,,,,,
498474,543,0,,,,,,,,,,,,
498483,122,0,,,,,,,,,,,,
498553,78,0,,,,,,,,,,,,
498669,34,0,,,,,,,,,,,,
498739,12,0,,,,,,,,,,,,
498748,19,0,,,,,,,,,,,,
498757,106,0,,,,,,,,,,,,
498766,23,0,,,,,,,,,,,,
498775,57,0,,,,,,,,,,,,
498784,28,0,,,,,,,,,,,,
498793,17,0,,,,,,,,,,,,
498809,174,0,,,,,,,,,,,,
498818,28,0,,,,,,,,,,,,
498827,36,0,,,,,,,,,,,,
498836,34,0,,,,,,,,,,,,
498845,34,0,,,,,,,,,,,,
498854,36,0,,,,,,,,,,,,
498863,68,0,,,,,,,,,,,,
498872,101,0,,,,,,,,,,,,
498881,19,0,,,,,,,,,,,,
498890,39,0,,,,,,,,,,,,
498906,107,0,,,,,,,,,,,,
498951,42,0,,,,,,,,,,,,
499033,19,0,,,,,,,,,,,,
499079,149,0,,,,,,,,,,,,
499103,24,0,,,,,,,,,,,,
499130,166,0,,,,,,,,,,,,
499149,75,0,,,,,,,,,,,,
499176,296,0,,,,,,,,,,,,
499185,85,0,,,,,,,,,,,,
499255,65,0,,,,,,,,,,,,
499273,554,0,,,,,,,,,,,,
499282,173,0,,,,,,,,,,,,
499291,97,0,,,,,,,,,,,,
499307,63,0,,,,,,,,,,,,
499325,40,0,,,,,,,,,,,,
499334,75,0,,,,,,,,,,,,
499361,36,0,,,,,,,,,,,,
499370,98,0,,,,,,,,,,,,
499389,212,0,,,,,,,,,,,,
499398,65,0,,,,,,,,,,,,
499404,84,0,,,,,,,,,,,,
499413,218,0,,,,,,,,,,,,
499422,70,0,,,,,,,,,,,,
499495,324,0,,,,,,,,,,,,
499538,25,0,,,,,,,,,,,,
499547,158,0,,,,,,,,,,,,
499556,8,0,,,,,,,,,,,,
499608,13,0,,,,,,,,,,,,
499680,76,0,,,,,,,,,,,,
499705,244,0,,,,,,,,,,,,
499723,32,0,,,,,,,,,,,,
107080,1107,9,78,0,22,0,0,0,0,0,0,0,11,89
130110,203,4,50,0,50,0,0,0,0,0,0,0,50,50
142328,3706,4,50,0,50,0,0,0,0,0,0,0,25,75
145691,958,2,100,0,0,0,0,0,0,0,0,0,100,0
147697,6,6,100,0,0,0,0,0,0,0,0,0,50,50
149329,88,10,100,0,0,0,0,0,0,0,0,0,0,100
153977,907,2,100,0,0,0,0,0,0,0,0,0,100,0
156417,159,23,100,0,0,0,0,0,0,0,0,0,4,96
174747,1451,41,90,0,10,0,0,0,0,0,0,0,90,10
177816,75,75,96,0,4,0,0,0,0,0,0,0,0,100
186186,206,9,100,0,0,0,0,0,0,0,0,0,0,100
191533,1113,1,100,0,0,0,0,0,0,0,0,0,100,0
193052,538,201,100,0,0,0,0,0,0,0,0,0,0,100
193061,42,1,100,0,0,0,0,0,0,0,0,0,0,100
193070,66,21,100,0,0,0,0,0,0,0,0,0,0,100
194666,511,75,100,0,0,0,0,0,0,0,0,0,0,100
194763,601,222,100,0,0,0,0,0,0,0,0,0,0,100
195438,151,4,100,0,0,0,0,0,0,0,0,0,0,100
196440,18,2,100,0,0,0,0,0,0,0,0,0,0,100
197601,166,30,100,0,0,0,0,0,0,0,0,0,0,100
197674,270,21,100,0,0,0,0,0,0,0,0,0,0,100
197692,96,12,100,0,0,0,0,0,0,0,0,0,0,100
197735,1148,227,100,0,0,0,0,0,0,0,0,0,0,100
201061,259,4,100,0,0,0,0,0,0,0,0,0,100,0
204671,740,1,100,0,0,0,0,0,0,0,0,0,0,100
204699,886,2,100,0,0,0,0,0,0,0,0,0,100,0
205124,70,13,100,0,0,0,0,0,0,0,0,0,0,100
206154,20,4,100,0,0,0,0,0,0,0,0,0,25,75
214643,353,5,100,0,0,0,0,0,0,0,0,0,80,20
214652,838,1,100,0,0,0,0,0,0,0,0,0,100,0
214704,1944,4,100,0,0,0,0,0,0,0,0,0,100,0
214795,588,1,100,0,0,0,0,0,0,0,0,0,100,0
214829,707,5,100,0,0,0,0,0,0,0,0,0,80,20
217040,41,2,100,0,0,0,0,0,0,0,0,0,0,100
220710,1147,5,100,0,0,0,0,0,0,0,0,0,20,80
222983,1136,8,25,0,75,0,0,0,0,0,0,0,63,37
233426,1835,11,91,0,9,0,0,0,0,0,0,0,18,82
237905,61,1,100,0,0,0,0,0,0,0,0,0,100,0
241216,1600,83,0,0,100,0,0,0,0,0,0,0,46,54
241304,2810,316,0,0,100,0,0,0,0,0,0,0,86,14
241377,929,260,0,0,100,0,0,0,0,0,0,0,78,22
241386,146,19,0,0,100,0,0,0,0,0,0,0,89,11
241614,301,106,0,0,100,0,0,0,0,0,0,0,53,47
241739,5986,1374,0,0,100,0,0,0,0,0,0,0,67,33
241793,362,362,0,0,100,0,0,0,0,0,0,0,49,51
241836,1007,37,0,0,100,0,0,0,0,0,0,0,78,22
242617,3163,475,0,0,100,0,0,0,0,0,0,0,65,35
242626,3295,205,0,0,100,0,0,0,0,0,0,0,72,28
242635,2694,231,0,0,99,0,0,0,0,0,0,0,72,28
242644,1012,74,0,0,100,0,0,0,0,0,0,0,64,36
242680,1288,96,0,0,100,0,0,0,0,0,0,0,58,42
242699,1776,107,0,0,100,0,0,0,0,0,0,0,40,60
242723,693,693,0,0,99,0,0,0,0,0,0,0,64,36
243115,2831,9,0,0,100,0,0,0,0,0,0,0,78,22
243203,1950,1726,0,0,99,0,0,0,0,0,0,0,67,33
243346,5223,725,0,0,100,0,0,0,0,0,0,0,75,25
243443,4660,561,0,0,100,0,0,0,0,0,0,0,70,30
243498,127,127,0,0,100,0,0,0,0,0,0,0,40,60
243577,4390,549,0,0,100,0,0,0,0,0,0,0,37,63
243586,706,88,0,0,100,0,0,0,0,0,0,0,73,27
243601,9718,2030,0,0,100,0,0,0,0,0,0,0,70,30
243832,1375,106,0,0,100,0,0,0,0,0,0,0,65,35
245777,95,54,100,0,0,0,0,0,0,0,0,0,0,100
363907,607,169,0,0,100,0,0,0,0,0,0,0,78,22
363916,215,21,0,0,100,0,0,0,0,0,0,0,90,10
369516,159,9,89,0,11,0,0,0,0,0,0,0,89,11
440651,611,66,0,0,100,0,0,0,0,0,0,0,85,15
441690,232,56,0,0,100,0,0,0,0,0,0,0,52,48
443562,387,117,0,0,100,0,0,0,0,0,0,0,75,25
449135,248,5,0,0,100,0,0,0,0,0,0,0,60,40
456481,44,15,0,0,100,0,0,0,0,0,0,0,73,27
459842,545,2,0,0,100,0,0,0,0,0,0,0,50,50
492704,237,237,0,0,100,0,0,0,0,0,0,0,86,14
493673,166,161,0,0,100,0,0,0,0,0,0,0,53,47
494807,693,628,0,0,100,0,0,0,0,0,0,0,85,15
496706,101,1,100,0,0,0,0,0,0,0,0,0,0,100
497408,124,14,100,0,0,0,0,0,0,0,0,0,29,71
497718,62,62,94,0,6,0,0,0,0,0,0,0,65,35
498924,48,20,0,0,100,0,0,0,0,0,0,0,65,35
101116,319,17,12,88,0,0,0,0,0,0,0,0,76,24
101365,448,2,50,50,0,0,0,0,0,0,0,0,100,0
102058,60,13,0,100,0,0,0,0,0,0,0,0,38,62
107600,866,18,0,100,0,0,0,0,0,0,0,0,61,39
107877,514,23,91,9,0,0,0,0,0,0,0,0,61,39
123280,20,7,71,14,14,0,0,0,0,0,0,0,14,86
141185,2532,43,81,16,2,0,0,0,0,0,0,0,86,14
141361,1420,17,65,29,6,0,0,0,0,0,0,0,71,29
158802,1122,5,0,100,0,0,0,0,0,0,0,0,100,0
176406,725,14,7,93,0,0,0,0,0,0,0,0,57,43
198677,33,5,60,40,0,0,0,0,0,0,0,0,60,40
198808,839,21,76,19,5,0,0,0,0,0,0,0,67,33
199582,943,13,0,100,0,0,0,0,0,0,0,0,46,54
206491,617,15,7,93,0,0,0,0,0,0,0,0,80,20
215619,43,43,95,5,0,0,0,0,0,0,0,0,74,26
216348,12,12,67,17,17,0,0,0,0,0,0,0,8,92
217624,677,42,0,100,0,0,0,0,0,0,0,0,55,45
222877,276,8,38,13,50,0,0,0,0,0,0,0,38,62
226587,2549,5,80,20,0,0,0,0,0,0,0,0,80,20
227429,602,2,0,100,0,0,0,0,0,0,0,0,100,0
228468,817,4,75,25,0,0,0,0,0,0,0,0,75,25
237385,1633,50,90,10,0,0,0,0,0,0,0,0,62,38
242653,4360,1516,0,1,99,0,0,0,0,0,0,0,69,31
242662,3130,487,2,1,97,0,0,0,0,0,0,0,68,32
242705,3535,55,0,2,98,0,0,0,0,0,0,0,67,33
444778,82,46,9,89,2,0,0,0,0,0,0,0,70,30
449348,121,39,3,97,0,0,0,0,0,0,0,0,49,51
456621,395,18,83,17,0,0,0,0,0,0,0,0,89,11
457271,40,40,93,8,0,0,0,0,0,0,0,0,55,45
458955,422,22,5,95,0,0,0,0,0,0,0,0,86,14
459851,383,4,50,50,0,0,0,0,0,0,0,0,75,25
481225,32,8,38,38,25,0,0,0,0,0,0,0,38,62
485519,494,14,57,29,14,0,0,0,0,0,0,0,29,71
487153,22,22,41,45,14,0,0,0,0,0,0,0,91,9
494621,161,4,75,25,0,0,0,0,0,0,0,0,100,0
497453,9,8,0,100,0,0,0,0,0,0,0,0,50,50
497462,60,36,0,100,0,0,0,0,0,0,0,0,61,39
101435,869,3,33,0,0,0,0,0,0,67,0,0,0,100
139630,896,35,74,17,6,0,0,0,0,3,0,0,80,20
140146,61,61,3,93,0,0,0,0,0,3,0,0,34,66
157207,93,93,82,14,3,0,0,0,0,1,0,0,49,51
163912,1587,10,80,10,0,0,0,0,0,10,0,0,70,30
165495,18,18,94,0,0,0,0,0,0,6,0,0,67,33
196051,2040,10,90,0,0,0,0,0,0,10,0,0,90,10
202170,918,25,76,16,4,0,0,0,0,4,0,0,76,24
218919,515,55,2,95,2,0,0,0,0,2,0,0,78,22
224660,635,16,6,6,81,0,0,0,0,6,0,0,63,37
433536,368,7,14,71,0,0,0,0,0,14,0,0,100,0
449834,35,33,79,12,6,0,0,0,0,3,0,0,3,97
450298,269,29,21,72,3,0,0,0,0,3,0,0,79,21
457226,66,8,75,0,13,0,0,0,0,13,0,0,0,100
102298,837,55,0,85,9,0,0,0,0,0,5,0,65,35
105899,1233,23,65,13,17,0,0,0,0,0,4,0,65,35
110219,2108,14,36,21,0,0,0,0,0,0,43,0,64,36
133711,2441,9,67,11,11,0,0,0,0,0,11,0,89,11
134510,156,15,7,7,13,0,0,0,0,53,20,0,73,27
138868,2827,210,51,17,14,0,0,0,0,0,17,0,51,49
140696,1522,23,48,35,9,0,0,0,0,0,9,0,57,43
143297,195,10,90,0,0,0,0,0,0,0,10,0,100,0
148982,97,97,97,1,1,0,0,0,0,0,1,0,63,37
149505,883,56,45,34,4,0,0,0,0,16,2,0,82,18
150215,144,144,53,42,4,0,0,0,0,0,1,0,69,31
153162,1084,2,0,0,0,0,0,0,0,0,100,0,50,50
154101,1665,519,66,0,0,0,0,0,0,0,32,0,78,22
154350,1163,23,74,9,4,0,0,0,0,9,4,0,65,35
156745,1463,263,81,9,2,0,0,0,0,0,7,0,78,22
168591,1273,38,21,3,3,0,0,0,0,0,74,0,71,29
170286,1823,135,0,0,0,0,0,0,0,0,100,0,32,68
176910,183,28,93,0,4,0,0,0,0,0,4,0,4,96
177542,441,39,87,0,5,0,0,0,0,0,8,0,62,38
178989,303,54,76,13,0,0,0,0,0,2,9,0,91,9
180106,1103,41,27,0,0,0,0,0,0,0,73,0,68,32
183822,910,6,0,50,33,0,0,0,0,0,17,0,67,33
191621,973,34,56,6,3,0,0,0,0,0,35,0,71,29
194392,597,15,93,0,0,0,0,0,0,0,7,0,53,47
198756,1102,44,0,89,0,0,0,0,0,0,11,0,84,16
200697,1005,1005,0,0,0,0,0,0,0,0,100,0,17,83
203085,1059,154,85,4,5,0,0,0,0,5,1,0,58,42
203128,1011,28,68,18,7,0,0,0,0,0,7,0,39,61
204264,2108,584,43,2,1,0,0,0,0,1,53,0,80,20
204680,849,6,83,0,0,0,0,0,0,0,17,0,100,0
205027,73,28,64,14,4,0,0,0,0,0,18,0,7,93
206525,1333,45,76,16,2,0,0,0,0,2,4,0,51,49
209922,1458,19,53,5,5,0,0,0,0,5,32,0,53,47
213598,1848,131,0,92,4,0,0,0,0,3,1,0,73,27
214148,399,9,67,0,0,0,0,0,0,0,33,0,100,0
214883,872,82,26,66,6,0,0,0,0,0,2,0,78,22
215691,777,293,18,10,4,0,0,0,0,1,67,0,72,28
216278,2247,6,83,0,0,0,0,0,0,0,17,0,100,0
216807,1203,48,85,6,2,0,0,0,0,0,6,0,60,40
217013,1694,514,86,3,3,0,0,0,0,1,6,0,77,23
219639,755,22,64,23,9,0,0,0,0,0,5,0,82,18
219790,1548,150,87,3,2,0,0,0,0,3,5,0,63,37
220181,1005,55,0,64,2,0,0,0,0,0,35,0,82,18
225548,833,65,66,11,18,0,0,0,0,0,5,0,26,74
237215,1270,21,43,43,5,0,0,0,0,0,10,0,71,29
237367,3307,247,91,4,2,0,0,0,0,2,1,0,62,38
241331,2534,1771,0,0,95,0,0,0,0,0,4,0,85,15
241395,647,326,0,0,97,0,0,0,0,0,2,0,79,21
242972,27423,1523,0,0,99,0,0,0,0,0,1,0,77,23
243221,11493,2620,10,4,49,0,0,0,0,0,37,0,56,44
386472,709,7,43,14,29,0,0,0,0,0,14,0,86,14
404338,54,19,26,26,26,0,0,0,0,5,16,0,53,47
438586,729,59,3,69,0,0,0,0,0,2,25,0,68,32
442426,430,29,41,45,0,0,0,0,0,0,14,0,93,7
443766,2920,250,10,86,1,0,0,0,0,2,1,0,82,18
444103,35,35,69,0,3,0,0,0,0,0,29,0,17,83
458885,483,27,4,93,0,0,0,0,0,0,4,0,96,4
458964,2061,231,11,82,3,0,0,0,0,2,1,0,86,14
461023,438,50,32,8,2,0,0,0,0,0,58,0,86,14
480985,258,5,80,0,0,0,0,0,0,0,20,0,100,0
488721,1132,685,9,3,1,0,0,0,0,0,86,0,11,89
493974,84,13,46,0,0,0,0,0,0,0,54,0,31,69
494597,102,28,11,57,25,0,0,0,0,0,7,0,46,54
496283,268,19,79,0,11,0,0,0,0,0,11,0,53,47
153001,1951,509,89,1,4,1,0,0,0,2,3,0,83,17
101453,158,88,90,7,0,3,3,0,0,0,0,0,15,85
102377,2846,446,10,68,2,4,4,0,0,2,13,0,78,22
104665,6,6,67,0,0,17,17,0,0,17,0,0,50,50
110778,1037,1030,17,2,0,78,78,0,0,1,2,0,70,30
114123,48,48,40,0,13,6,6,0,0,0,42,0,69,31
118693,840,9,44,0,44,11,11,0,0,0,0,0,33,67
120768,1051,705,24,14,44,5,5,0,0,4,8,0,86,14
120865,938,28,25,7,14,25,25,0,0,21,7,0,57,43
122296,1894,1153,20,10,24,34,33,0,0,10,2,0,76,24
123165,1103,21,29,0,0,19,19,0,0,0,52,0,67,33
123916,73,73,78,14,5,1,1,0,0,1,0,0,82,18
125763,859,46,28,2,65,4,4,0,0,0,0,0,63,37
126669,8254,1524,68,12,13,2,1,0,0,3,2,0,75,25
127954,31,25,76,0,12,12,12,0,0,0,0,0,84,16
128780,1766,83,52,27,11,5,5,0,0,6,0,0,78,22
131803,353,43,2,81,9,2,2,0,0,2,2,0,74,26
132408,352,21,81,5,5,10,10,0,0,0,0,0,48,52
133465,468,184,46,12,25,12,12,0,0,2,3,0,68,32
135364,556,342,49,41,4,3,3,0,0,0,3,0,30,70
139861,6811,1130,61,30,3,2,2,0,0,3,0,0,73,27
140340,555,56,4,29,2,43,43,0,0,2,21,0,59,41
140562,935,935,3,81,3,5,5,0,0,4,3,0,67,33
140818,1840,579,67,25,4,1,1,0,0,0,4,0,83,17
140988,1447,125,54,30,10,2,2,0,0,2,1,0,56,44
141167,1583,701,35,45,4,1,1,0,0,0,15,0,80,20
142957,14,8,25,13,0,25,25,0,0,13,25,0,63,37
143084,2484,38,79,3,5,5,5,0,0,3,5,0,95,5
143118,5935,1837,58,12,20,3,3,0,0,2,4,0,82,18
146755,76,17,35,0,18,35,35,0,0,6,6,0,65,35
147129,391,17,59,29,0,6,6,0,0,6,0,0,65,35
147660,2856,459,65,8,12,6,6,0,0,3,6,0,73,27
147828,3275,706,70,8,9,4,4,0,0,2,5,0,70,30
148575,523,256,89,2,4,2,2,0,0,0,2,0,89,11
148584,3185,1879,69,8,17,3,3,0,0,2,1,0,75,25
148593,93,17,82,6,0,6,6,0,0,6,0,0,88,12
148627,3457,418,55,11,20,3,2,0,0,2,9,0,76,24
149028,228,76,83,5,8,4,4,0,0,0,0,0,93,7
149639,340,241,85,4,6,2,2,0,0,0,2,0,55,45
149763,451,66,35,27,17,11,11,0,0,9,2,0,95,5
150604,966,55,91,5,0,2,2,0,0,0,2,0,71,29
150668,824,51,76,4,14,4,4,0,0,0,2,0,76,24
152336,1852,251,77,7,6,2,2,0,0,4,3,0,74,26
152798,489,210,83,4,3,2,2,0,0,1,5,0,86,14
154013,1451,266,70,2,2,1,1,0,0,21,4,0,69,31
154156,1521,1521,70,3,6,16,16,0,0,3,2,0,54,46
154518,2657,461,53,13,2,2,2,0,0,2,28,0,38,62
156471,4794,610,60,8,10,3,3,0,0,1,18,0,92,8
156541,20327,14236,34,5,0,34,34,0,0,0,26,0,51,49
156727,2548,2548,67,18,4,3,3,0,0,4,3,0,94,6
157386,8618,560,88,7,1,1,1,0,0,2,1,0,61,39
158477,648,28,54,32,0,4,4,0,0,7,4,0,64,36
160065,1152,346,40,35,9,1,1,0,0,4,11,0,82,18
160621,7341,1493,17,65,3,11,11,0,0,1,3,0,61,39
160630,2059,286,7,76,2,14,14,0,0,0,1,0,70,30
160995,520,8,63,0,13,13,13,0,0,0,13,0,50,50
161509,474,52,69,2,12,4,4,0,0,4,10,0,81,19
161518,1463,404,77,3,7,4,4,0,0,1,7,0,62,38
162654,1500,536,36,7,1,1,1,0,0,0,53,0,78,22
164173,3507,479,57,27,7,3,3,0,0,5,1,0,80,20
165671,2059,86,58,8,6,5,5,0,0,1,22,0,79,21
166869,1484,1173,58,5,10,16,16,0,0,5,5,0,84,16
167288,933,97,80,8,2,2,2,0,0,2,5,0,68,32
167598,2842,1746,15,5,9,1,1,0,0,1,68,0,88,12
172264,1832,163,60,18,6,1,1,0,0,4,10,0,62,38
172334,2390,1299,70,12,4,4,3,0,0,3,6,0,88,12
174154,752,4,25,50,0,25,25,0,0,0,0,0,75,25
176044,2196,191,2,89,2,1,1,0,0,1,5,0,62,38
177719,499,73,75,11,0,5,5,0,0,3,5,0,81,19
180814,14476,3380,49,12,14,8,8,0,0,4,13,0,60,40
180832,1078,465,81,5,2,3,3,0,0,7,3,0,88,12
180878,746,136,90,1,2,1,1,0,0,2,3,0,82,18
181297,1040,288,82,6,3,2,1,0,0,2,5,0,91,9
181604,733,251,76,7,9,3,3,0,0,2,2,0,83,17
183211,2879,1544,33,5,1,51,51,0,0,1,9,0,52,48
183239,2078,26,81,4,0,8,8,0,0,4,4,0,69,31
183257,1326,226,92,3,2,1,1,0,0,2,0,0,75,25
185758,131,131,22,59,9,9,9,0,0,0,1,0,48,52
187134,7652,579,56,7,14,7,6,0,0,2,15,0,78,22
189413,479,78,9,23,63,3,3,0,0,1,1,0,82,18
191676,1014,39,79,3,8,3,3,0,0,8,0,0,79,21
195128,2064,984,65,11,9,5,5,0,0,2,7,0,84,16
195544,4050,681,55,12,15,4,4,0,0,2,11,0,76,24
195720,3674,1084,68,12,8,7,7,0,0,2,3,0,78,22
196024,2777,143,52,13,8,4,4,0,0,0,23,0,91,9
196121,6931,1502,77,8,7,2,2,0,0,3,3,0,66,34
196149,6780,875,86,3,7,1,1,0,0,2,1,0,73,27
196185,5514,610,83,2,9,1,1,0,0,1,4,0,82,18
196264,9545,1756,59,12,9,4,4,0,0,2,14,0,71,29
197027,961,14,29,0,0,7,7,0,0,0,64,0,36,64
198109,753,92,84,7,4,3,3,0,0,2,0,0,93,7
198598,898,89,12,7,67,8,8,0,0,2,3,0,79,21
199069,2128,191,58,28,9,1,1,0,0,5,0,0,78,22
199865,797,55,69,5,5,7,7,0,0,4,9,0,67,33
200226,1025,62,89,0,5,3,3,0,0,3,0,0,82,18
202514,511,47,74,15,9,2,2,0,0,0,0,0,47,53
203757,1014,187,79,12,1,4,4,0,0,4,1,0,63,37
203775,1205,218,82,11,3,1,1,0,0,2,1,0,76,24
203845,1171,86,81,3,1,2,2,0,0,3,8,0,78,22
203960,1150,151,83,7,7,3,3,0,0,0,0,0,79,21
204006,2374,29,76,7,10,3,3,0,0,0,3,0,86,14
204176,712,137,55,28,4,6,6,0,0,5,3,0,86,14
204185,2169,242,84,4,4,3,3,0,0,2,4,0,62,38
204200,2083,637,83,8,3,1,1,0,0,3,2,0,83,17
204477,1021,1021,55,7,10,20,20,0,0,4,4,0,52,48
204936,2357,238,63,7,0,3,3,0,0,1,26,0,69,31
206437,2160,737,52,8,3,2,2,0,0,2,32,0,75,25
206507,964,40,45,10,0,3,3,0,0,3,40,0,68,32
208822,4531,1527,70,6,10,6,5,0,0,5,2,0,68,32
210368,770,770,72,4,4,9,9,0,0,5,7,0,33,67
210571,1652,324,77,7,9,2,2,0,0,2,3,0,71,29
210809,4204,241,38,4,0,3,2,0,0,2,52,0,39,61
211352,1048,338,69,14,3,2,2,0,0,0,12,0,72,28
211583,1402,430,50,16,8,3,3,0,0,2,21,0,78,22
211981,2189,430,76,6,5,3,3,0,0,1,9,0,71,29
212197,2152,295,86,3,5,3,3,0,0,1,1,0,78,22
212832,2165,708,67,19,6,3,2,0,0,3,1,0,77,23
212984,3148,702,66,16,7,3,3,0,0,1,7,0,79,21
213303,1051,73,70,12,7,3,3,0,0,1,7,0,58,42
213446,61,61,51,28,3,3,3,0,0,0,15,0,67,33
213507,2142,432,81,3,4,2,2,0,0,1,8,0,67,33
214069,2107,437,85,3,3,1,1,0,0,2,5,0,70,30
214175,1818,30,73,7,3,3,3,0,0,3,10,0,53,47
214272,2171,476,60,15,5,1,1,0,0,2,16,0,72,28
215123,3027,3027,47,18,3,22,22,0,0,9,2,0,63,37
215743,2835,406,84,2,0,3,2,0,0,1,9,0,73,27
215798,1442,162,74,3,4,3,3,0,0,1,15,0,59,41
215947,1984,387,76,7,3,2,2,0,0,2,9,0,68,32
216542,573,75,71,7,13,5,5,0,0,4,0,0,72,28
216694,1315,227,85,7,4,1,1,0,0,1,1,0,69,31
216931,5198,3242,70,16,6,4,4,0,0,2,1,0,79,21
217059,3720,412,80,7,6,4,4,0,0,3,1,0,76,24
217420,5767,982,62,7,17,2,2,0,0,1,10,0,81,19
217907,1263,76,62,18,0,3,3,0,0,7,11,0,70,30
218539,1136,233,72,11,5,4,3,0,0,4,4,0,81,19
220792,1083,1083,4,87,3,6,6,0,0,0,0,0,68,32
220871,195,195,35,58,1,3,3,0,0,3,0,0,55,45
220996,308,308,77,5,9,5,5,0,0,0,4,0,57,43
224004,1614,223,40,22,28,4,4,0,0,2,3,0,65,35
224712,116,116,70,11,11,5,5,0,0,3,0,0,72,28
225575,1029,47,4,79,9,2,2,0,0,0,6,0,64,36
227331,2096,949,19,16,60,2,2,0,0,0,3,0,83,17
230852,3328,442,62,13,8,6,6,0,0,2,10,0,49,51
231165,5136,1049,89,1,3,1,1,0,0,2,3,0,77,23
231554,989,295,62,16,5,10,10,0,0,2,4,0,70,30
232885,300,55,65,20,2,5,5,0,0,5,2,0,87,13
234137,589,419,5,91,2,1,1,0,0,0,1,0,58,42
234173,1711,85,54,35,4,2,2,0,0,2,2,0,60,40
237880,795,795,69,2,3,20,20,0,0,4,2,0,52,48
238078,748,160,29,9,3,2,2,0,0,0,57,0,48,52
239080,1319,245,78,8,4,3,3,0,0,2,5,0,82,18
240213,76,76,74,7,12,3,3,0,0,5,0,0,80,20
240471,5064,389,87,3,3,4,3,0,0,2,2,0,73,27
243081,886,886,2,0,97,1,1,0,0,0,0,0,64,36
248934,11745,360,42,36,11,4,4,0,0,5,3,0,53,47
366252,4307,20,50,0,0,10,10,0,0,0,40,0,95,5
367954,4748,4748,46,12,19,13,12,0,0,3,7,0,72,28
369002,284,284,63,17,16,4,4,0,0,0,1,0,61,39
372073,161,8,38,25,25,13,13,0,0,0,0,0,88,12
383020,47,44,82,7,7,5,5,0,0,0,0,0,80,20
407629,4117,4107,55,3,8,27,26,0,0,2,4,0,56,44
409698,6742,833,28,2,52,9,8,0,0,5,4,0,73,27
422695,297,12,17,0,8,67,67,0,0,8,0,0,75,25
429094,35,35,34,0,17,46,46,0,0,0,3,0,66,34
430184,1445,268,13,71,5,4,4,0,0,4,3,0,77,23
430670,399,339,7,1,88,3,3,0,0,0,1,0,60,40
433420,388,5,60,0,20,20,20,0,0,0,0,0,40,60
