SchoolID,TotalEnrollment,GraduateEnrollment,GraduatePercentWhite,GraduatePercentBlack,GraduatePercentHispanic,GraduatePercentAsian,GraduatePercentIndian,GraduatePercentHawaiian,GraduatePercentMixed,GraduatePercentTwoPlus,GraduatePercentUnknown,GraduatePercentInternational,GraduatePercentWomen,GraduatePercentMen
231095,78,0,,,,,,,,,,,,
231280,73,0,,,,,,,,,,,,
231411,377,0,,,,,,,,,,,,
231536,3718,0,,,,,,,,,,,,
231688,24,0,,,,,,,,,,,,
231697,3410,0,,,,,,,,,,,,
231785,1339,0,,,,,,,,,,,,
231873,1002,0,,,,,,,,,,,,
231882,2489,0,,,,,,,,,,,,
232016,8,0,,,,,,,,,,,,
232052,720,0,,,,,,,,,,,,
232195,8082,0,,,,,,,,,,,,
232256,876,0,,,,,,,,,,,,
232414,7707,0,,,,,,,,,,,,
232450,9023,0,,,,,,,,,,,,
232575,5935,0,,,,,,,,,,,,
232618,212,0,,,,,,,,,,,,
232724,20,0,,,,,,,,,,,,
232788,2015,0,,,,,,,,,,,,
232867,4156,0,,,,,,,,,,,,
232919,514,0,,,,,,,,,,,,
232946,53810,0,,,,,,,,,,,,
233019,1932,0,,,,,,,,,,,,
233037,1168,0,,,,,,,,,,,,
233082,91,0,,,,,,,,,,,,
233116,5174,0,,,,,,,,,,,,
233286,153,0,,,,,,,,,,,,
233310,2767,0,,,,,,,,,,,,
233329,431,0,,,,,,,,,,,,
233338,2598,0,,,,,,,,,,,,
233356,527,0,,,,,,,,,,,,
233408,325,0,,,,,,,,,,,,
233480,31,0,,,,,,,,,,,,
233602,74,0,,,,,,,,,,,,
233611,967,0,,,,,,,,,,,,
233639,3258,0,,,,,,,,,,,,
233648,2288,0,,,,,,,,,,,,
233666,25,0,,,,,,,,,,,,
233718,464,0,,,,,,,,,,,,
233754,6127,0,,,,,,,,,,,,
233772,15912,0,,,,,,,,,,,,
233897,1911,0,,,,,,,,,,,,
233903,2052,0,,,,,,,,,,,,
233949,6170,0,,,,,,,,,,,,
234085,1560,0,,,,,,,,,,,,
234119,118,0,,,,,,,,,,,,
234377,2119,0,,,,,,,,,,,,
234669,11472,0,,,,,,,,,,,,
234696,1850,0,,,,,,,,,,,,
234711,1786,0,,,,,,,,,,,,
234845,2335,0,,,,,,,,,,,,
234924,288,0,,,,,,,,,,,,
234933,7149,0,,,,,,,,,,,,
234951,3040,0,,,,,,,,,,,,
234979,6729,0,,,,,,,,,,,,
235024,502,0,,,,,,,,,,,,
235088,279,0,,,,,,,,,,,,
235103,6028,0,,,,,,,,,,,,
235149,6211,0,,,,,,,,,,,,
235237,7427,0,,,,,,,,,,,,
235307,90,0,,,,,,,,,,,,
235334,1663,0,,,,,,,,,,,,
235343,7361,0,,,,,,,,,,,,
235352,127,0,,,,,,,,,,,,
235431,5126,0,,,,,,,,,,,,
235501,132,0,,,,,,,,,,,,
235671,3817,0,,,,,,,,,,,,
235699,3357,0,,,,,,,,,,,,
235750,2412,0,,,,,,,,,,,,
236018,26,0,,,,,,,,,,,,
236072,5017,0,,,,,,,,,,,,
236188,5413,0,,,,,,,,,,,,
236212,973,0,,,,,,,,,,,,
236258,1837,0,,,,,,,,,,,,
236382,3060,0,,,,,,,,,,,,
236504,5295,0,,,,,,,,,,,,
236513,5210,0,,,,,,,,,,,,
236610,4460,0,,,,,,,,,,,,
236638,4098,0,,,,,,,,,,,,
236656,4252,0,,,,,,,,,,,,
236692,6286,0,,,,,,,,,,,,
236708,3903,0,,,,,,,,,,,,
236744,64,0,,,,,,,,,,,,
236753,5771,0,,,,,,,,,,,,
236887,2982,0,,,,,,,,,,,,
236975,2819,0,,,,,,,,,,,,
237039,3490,0,,,,,,,,,,,,
237057,1544,0,,,,,,,,,,,,
237109,3523,0,,,,,,,,,,,,
237127,43,0,,,,,,,,,,,,
237145,16,0,,,,,,,,,,,,
237172,99,0,,,,,,,,,,,,
237242,26,0,,,,,,,,,,,,
237303,54,0,,,,,,,,,,,,
237321,58,0,,,,,,,,,,,,
237358,683,0,,,,,,,,,,,,
237437,209,0,,,,,,,,,,,,
237473,137,0,,,,,,,,,,,,
237491,28,0,,,,,,,,,,,,
237543,102,0,,,,,,,,,,,,
237561,48,0,,,,,,,,,,,,
237570,74,0,,,,,,,,,,,,
237686,2584,0,,,,,,,,,,,,
237701,1143,0,,,,,,,,,,,,
237729,147,0,,,,,,,,,,,,
237817,1461,0,,,,,,,,,,,,
237844,119,0,,,,,,,,,,,,
237950,1448,0,,,,,,,,,,,,
237987,317,0,,,,,,,,,,,,
237996,584,0,,,,,,,,,,,,
238005,86,0,,,,,,,,,,,,
238014,1263,0,,,,,,,,,,,,
238096,28,0,,,,,,,,,,,,
238175,104,0,,,,,,,,,,,,
238333,948,0,,,,,,,,,,,,
238397,2894,0,,,,,,,,,,,,
238722,10995,0,,,,,,,,,,,,
238759,10134,0,,,,,,,,,,,,
238810,75,0,,,,,,,,,,,,
239008,2981,0,,,,,,,,,,,,
239017,1410,0,,,,,,,,,,,,
239220,2918,0,,,,,,,,,,,,
239248,13190,0,,,,,,,,,,,,
239309,885,0,,,,,,,,,,,,
239372,3532,0,,,,,,,,,,,,
239442,1206,0,,,,,,,,,,,,
239460,5838,0,,,,,,,,,,,,
239488,10815,0,,,,,,,,,,,,
239512,485,0,,,,,,,,,,,,
239628,734,0,,,,,,,,,,,,
239877,44,0,,,,,,,,,,,,
239910,2717,0,,,,,,,,,,,,
240116,8198,0,,,,,,,,,,,,
240125,7757,0,,,,,,,,,,,,
240170,3906,0,,,,,,,,,,,,
240198,2668,0,,,,,,,,,,,,
240505,3400,0,,,,,,,,,,,,
240514,2106,0,,,,,,,,,,,,
240596,1418,0,,,,,,,,,,,,
240620,4008,0,,,,,,,,,,,,
240657,1379,0,,,,,,,,,,,,
240666,3298,0,,,,,,,,,,,,
240693,2464,0,,,,,,,,,,,,
240709,38,0,,,,,,,,,,,,
240718,1206,0,,,,,,,,,,,,
240736,909,0,,,,,,,,,,,,
240745,1450,0,,,,,,,,,,,,
240790,1253,0,,,,,,,,,,,,
240879,132,0,,,,,,,,,,,,
241146,231,0,,,,,,,,,,,,
241182,348,0,,,,,,,,,,,,
241517,178,0,,,,,,,,,,,,
241720,542,0,,,,,,,,,,,,
241906,237,0,,,,,,,,,,,,
241951,497,0,,,,,,,,,,,,
242042,297,0,,,,,,,,,,,,
242112,460,0,,,,,,,,,,,,
242121,207,0,,,,,,,,,,,,
242130,348,0,,,,,,,,,,,,
242149,429,0,,,,,,,,,,,,
242556,262,0,,,,,,,,,,,,
242583,190,0,,,,,,,,,,,,
242820,495,0,,,,,,,,,,,,
242945,197,0,,,,,,,,,,,,
242954,64,0,,,,,,,,,,,,
243106,1894,0,,,,,,,,,,,,
243133,2967,0,,,,,,,,,,,,
243142,2428,0,,,,,,,,,,,,
243151,2218,0,,,,,,,,,,,,
243179,2611,0,,,,,,,,,,,,
243188,317,0,,,,,,,,,,,,
243212,2319,0,,,,,,,,,,,,
243638,1740,0,,,,,,,,,,,,
243647,387,0,,,,,,,,,,,,
243799,38,0,,,,,,,,,,,,
243841,480,0,,,,,,,,,,,,
244233,275,0,,,,,,,,,,,,
244279,144,0,,,,,,,,,,,,
244437,15522,0,,,,,,,,,,,,
244446,2977,0,,,,,,,,,,,,
244613,363,0,,,,,,,,,,,,
245281,110,0,,,,,,,,,,,,
245625,3342,0,,,,,,,,,,,,
245962,283,0,,,,,,,,,,,,
245980,48,0,,,,,,,,,,,,
245999,2595,0,,,,,,,,,,,,
246017,1045,0,,,,,,,,,,,,
246035,295,0,,,,,,,,,,,,
246071,76,0,,,,,,,,,,,,
246354,10908,0,,,,,,,,,,,,
246415,47,0,,,,,,,,,,,,
246460,93,0,,,,,,,,,,,,
246813,4169,0,,,,,,,,,,,,
246895,477,0,,,,,,,,,,,,
246974,401,0,,,,,,,,,,,,
247010,48,0,,,,,,,,,,,,
247047,102,0,,,,,,,,,,,,
247065,612,0,,,,,,,,,,,,
247153,203,0,,,,,,,,,,,,
247409,73,0,,,,,,,,,,,,
247603,2220,0,,,,,,,,,,,,
247773,71,0,,,,,,,,,,,,
247834,37772,0,,,,,,,,,,,,
247940,4694,0,,,,,,,,,,,,
248192,25,0,,,,,,,,,,,,
248527,94,0,,,,,,,,,,,,
248606,1242,0,,,,,,,,,,,,
248624,69,0,,,,,,,,,,,,
248633,51,0,,,,,,,,,,,,
248660,113,0,,,,,,,,,,,,
248703,265,0,,,,,,,,,,,,
248925,1171,0,,,,,,,,,,,,
249061,57,0,,,,,,,,,,,,
249238,314,0,,,,,,,,,,,,
249609,159,0,,,,,,,,,,,,
250027,397,0,,,,,,,,,,,,
250285,339,0,,,,,,,,,,,,
250744,443,0,,,,,,,,,,,,
250902,89,0,,,,,,,,,,,,
250993,518,0,,,,,,,,,,,,
251260,4673,0,,,,,,,,,,,,
260336,17,0,,,,,,,,,,,,
260363,19,0,,,,,,,,,,,,
260664,222,0,,,,,,,,,,,,
260691,721,0,,,,,,,,,,,,
260789,598,0,,,,,,,,,,,,
260813,215,0,,,,,,,,,,,,
260929,179,0,,,,,,,,,,,,
260965,101,0,,,,,,,,,,,,
260992,464,0,,,,,,,,,,,,
261436,822,0,,,,,,,,,,,,
261676,26,0,,,,,,,,,,,,
261685,33,0,,,,,,,,,,,,
261719,205,0,,,,,,,,,,,,
261773,35,0,,,,,,,,,,,,
262031,5902,0,,,,,,,,,,,,
262165,47,0,,,,,,,,,,,,
262341,637,0,,,,,,,,,,,,
262369,71,0,,,,,,,,,,,,
262457,481,0,,,,,,,,,,,,
262466,24,0,,,,,,,,,,,,
362700,246,0,,,,,,,,,,,,
363013,28,0,,,,,,,,,,,,
363147,410,0,,,,,,,,,,,,
363165,1337,0,,,,,,,,,,,,
363633,757,0,,,,,,,,,,,,
363679,244,0,,,,,,,,,,,,
363712,77,0,,,,,,,,,,,,
363882,81,0,,,,,,,,,,,,
364016,5880,0,,,,,,,,,,,,
364025,14725,0,,,,,,,,,,,,
364548,152,0,,,,,,,,,,,,
364575,11,0,,,,,,,,,,,,
364627,410,0,,,,,,,,,,,,
364636,217,0,,,,,,,,,,,,
364760,45,0,,,,,,,,,,,,
364946,352,0,,,,,,,,,,,,
364964,21,0,,,,,,,,,,,,
365091,260,0,,,,,,,,,,,,
365125,173,0,,,,,,,,,,,,
365198,694,0,,,,,,,,,,,,
365213,432,0,,,,,,,,,,,,
365240,22,0,,,,,,,,,,,,
365374,2026,0,,,,,,,,,,,,
365383,102,0,,,,,,,,,,,,
365480,896,0,,,,,,,,,,,,
365505,21,0,,,,,,,,,,,,
365693,167,0,,,,,,,,,,,,
365763,32,0,,,,,,,,,,,,
365824,109,0,,,,,,,,,,,,
365833,112,0,,,,,,,,,,,,
366155,37,0,,,,,,,,,,,,
366191,1230,0,,,,,,,,,,,,
366261,382,0,,,,,,,,,,,,
366270,288,0,,,,,,,,,,,,
366289,2,0,,,,,,,,,,,,
366340,261,0,,,,,,,,,,,,
366395,20053,0,,,,,,,,,,,,
366401,7448,0,,,,,,,,,,,,
366465,2264,0,,,,,,,,,,,,
366535,244,0,,,,,,,,,,,,
366553,532,0,,,,,,,,,,,,
366571,21,0,,,,,,,,,,,,
366623,265,0,,,,,,,,,,,,
367051,77,0,,,,,,,,,,,,
367088,123,0,,,,,,,,,,,,
367103,73,0,,,,,,,,,,,,
367112,111,0,,,,,,,,,,,,
367158,57,0,,,,,,,,,,,,
367361,71,0,,,,,,,,,,,,
367431,30,0,,,,,,,,,,,,
367459,7839,0,,,,,,,,,,,,
367875,2203,0,,,,,,,,,,,,
367972,115,0,,,,,,,,,,,,
367981,80,0,,,,,,,,,,,,
368230,117,0,,,,,,,,,,,,
368364,309,0,,,,,,,,,,,,
368407,39,0,,,,,,,,,,,,
368452,278,0,,,,,,,,,,,,
368629,450,0,,,,,,,,,,,,
368647,14,0,,,,,,,,,,,,
368771,335,0,,,,,,,,,,,,
368832,54,0,,,,,,,,,,,,
368911,1887,0,,,,,,,,,,,,
369400,866,0,,,,,,,,,,,,
369419,556,0,,,,,,,,,,,,
369446,14,0,,,,,,,,,,,,
369455,187,0,,,,,,,,,,,,
369668,126,0,,,,,,,,,,,,
369686,233,0,,,,,,,,,,,,
369783,215,0,,,,,,,,,,,,
369950,89,0,,,,,,,,,,,,
371052,252,0,,,,,,,,,,,,
371690,844,0,,,,,,,,,,,,
371830,129,0,,,,,,,,,,,,
371928,99,0,,,,,,,,,,,,
371964,438,0,,,,,,,,,,,,
372028,100,0,,,,,,,,,,,,
372082,104,0,,,,,,,,,,,,
372240,38,0,,,,,,,,,,,,
372329,306,0,,,,,,,,,,,,
372356,217,0,,,,,,,,,,,,
372462,121,0,,,,,,,,,,,,
372921,488,0,,,,,,,,,,,,
373085,40,0,,,,,,,,,,,,
373216,113,0,,,,,,,,,,,,
373456,25,0,,,,,,,,,,,,
373526,271,0,,,,,,,,,,,,
373678,102,0,,,,,,,,,,,,
373696,121,0,,,,,,,,,,,,
373711,77,0,,,,,,,,,,,,
373784,535,0,,,,,,,,,,,,
374316,77,0,,,,,,,,,,,,
374343,54,0,,,,,,,,,,,,
374574,633,0,,,,,,,,,,,,
374592,63,0,,,,,,,,,,,,
375230,232,0,,,,,,,,,,,,
375373,110,0,,,,,,,,,,,,
375407,91,0,,,,,,,,,,,,
375416,133,0,,,,,,,,,,,,
375568,59,0,,,,,,,,,,,,
375656,179,0,,,,,,,,,,,,
375683,879,0,,,,,,,,,,,,
375726,575,0,,,,,,,,,,,,
375939,112,0,,,,,,,,,,,,
375966,181,0,,,,,,,,,,,,
375984,262,0,,,,,,,,,,,,
376224,174,0,,,,,,,,,,,,
376242,106,0,,,,,,,,,,,,
376288,124,0,,,,,,,,,,,,
376330,190,0,,,,,,,,,,,,
376385,149,0,,,,,,,,,,,,
376446,95,0,,,,,,,,,,,,
376631,22,0,,,,,,,,,,,,
376677,127,0,,,,,,,,,,,,
376695,1216,0,,,,,,,,,,,,
377111,164,0,,,,,,,,,,,,
377193,16,0,,,,,,,,,,,,
377218,102,0,,,,,,,,,,,,
377272,16,0,,,,,,,,,,,,
377281,81,0,,,,,,,,,,,,
377315,74,0,,,,,,,,,,,,
377449,210,0,,,,,,,,,,,,
377458,193,0,,,,,,,,,,,,
377485,65,0,,,,,,,,,,,,
377546,150,0,,,,,,,,,,,,
377643,115,0,,,,,,,,,,,,
377652,181,0,,,,,,,,,,,,
377661,651,0,,,,,,,,,,,,
377722,369,0,,,,,,,,,,,,
377759,140,0,,,,,,,,,,,,
378105,565,0,,,,,,,,,,,,
378886,299,0,,,,,,,,,,,,
378956,582,0,,,,,,,,,,,,
379621,88,0,,,,,,,,,,,,
379746,529,0,,,,,,,,,,,,
379782,243,0,,,,,,,,,,,,
380067,220,0,,,,,,,,,,,,
380359,577,0,,,,,,,,,,,,
380368,1749,0,,,,,,,,,,,,
380377,696,0,,,,,,,,,,,,
380438,705,0,,,,,,,,,,,,
381255,84,0,,,,,,,,,,,,
381282,82,0,,,,,,,,,,,,
381325,125,0,,,,,,,,,,,,
381370,220,0,,,,,,,,,,,,
381404,410,0,,,,,,,,,,,,
381486,16,0,,,,,,,,,,,,
381699,40,0,,,,,,,,,,,,
381732,60,0,,,,,,,,,,,,
382258,153,0,,,,,,,,,,,,
382416,77,0,,,,,,,,,,,,
382461,48,0,,,,,,,,,,,,
382780,98,0,,,,,,,,,,,,
382911,47,0,,,,,,,,,,,,
382957,399,0,,,,,,,,,,,,
383084,496,0,,,,,,,,,,,,
383163,142,0,,,,,,,,,,,,
383190,2260,0,,,,,,,,,,,,
383279,160,0,,,,,,,,,,,,
383297,119,0,,,,,,,,,,,,
383312,80,0,,,,,,,,,,,,
383330,81,0,,,,,,,,,,,,
383367,174,0,,,,,,,,,,,,
383464,120,0,,,,,,,,,,,,
383525,44,0,,,,,,,,,,,,
383765,161,0,,,,,,,,,,,,
383996,745,0,,,,,,,,,,,,
384236,930,0,,,,,,,,,,,,
384245,1056,0,,,,,,,,,,,,
384254,527,0,,,,,,,,,,,,
384333,10069,0,,,,,,,,,,,,
384342,4795,0,,,,,,,,,,,,
384421,96,0,,,,,,,,,,,,
385132,132,0,,,,,,,,,,,,
385503,205,0,,,,,,,,,,,,
386153,371,0,,,,,,,,,,,,
387925,121,0,,,,,,,,,,,,
388520,482,0,,,,,,,,,,,,
389860,268,0,,,,,,,,,,,,
390905,230,0,,,,,,,,,,,,
391005,135,0,,,,,,,,,,,,
391759,26,0,,,,,,,,,,,,
392257,3794,0,,,,,,,,,,,,
392354,19,0,,,,,,,,,,,,
392415,357,0,,,,,,,,,,,,
393649,1444,0,,,,,,,,,,,,
393861,413,0,,,,,,,,,,,,
395362,1524,0,,,,,,,,,,,,
395690,224,0,,,,,,,,,,,,
397942,974,0,,,,,,,,,,,,
399212,11979,0,,,,,,,,,,,,
399869,537,0,,,,,,,,,,,,
400080,1210,0,,,,,,,,,,,,
400187,448,0,,,,,,,,,,,,
400558,61,0,,,,,,,,,,,,
401764,175,0,,,,,,,,,,,,
402563,153,0,,,,,,,,,,,,
402800,147,0,,,,,,,,,,,,
403469,2364,0,,,,,,,,,,,,
403478,605,0,,,,,,,,,,,,
403487,906,0,,,,,,,,,,,,
404055,294,0,,,,,,,,,,,,
404426,2696,0,,,,,,,,,,,,
404684,318,0,,,,,,,,,,,,
404718,259,0,,,,,,,,,,,,
404912,764,0,,,,,,,,,,,,
405012,92,0,,,,,,,,,,,,
405058,163,0,,,,,,,,,,,,
405076,505,0,,,,,,,,,,,,
405854,233,0,,,,,,,,,,,,
405872,3164,0,,,,,,,,,,,,
406024,1601,0,,,,,,,,,,,,
406033,3206,0,,,,,,,,,,,,
406149,76,0,,,,,,,,,,,,
406325,170,0,,,,,,,,,,,,
406361,34,0,,,,,,,,,,,,
406422,87,0,,,,,,,,,,,,
406486,61,0,,,,,,,,,,,,
407090,436,0,,,,,,,,,,,,
407142,101,0,,,,,,,,,,,,
407151,79,0,,,,,,,,,,,,
407179,101,0,,,,,,,,,,,,
407355,220,0,,,,,,,,,,,,
407434,60,0,,,,,,,,,,,,
407461,84,0,,,,,,,,,,,,
407470,175,0,,,,,,,,,,,,
407489,74,0,,,,,,,,,,,,
407513,237,0,,,,,,,,,,,,
407522,68,0,,,,,,,,,,,,
407568,131,0,,,,,,,,,,,,
407577,125,0,,,,,,,,,,,,
407610,44,0,,,,,,,,,,,,
407683,82,0,,,,,,,,,,,,
407708,151,0,,,,,,,,,,,,
407735,85,0,,,,,,,,,,,,
407832,206,0,,,,,,,,,,,,
408066,172,0,,,,,,,,,,,,
408163,55,0,,,,,,,,,,,,
408385,629,0,,,,,,,,,,,,
408862,250,0,,,,,,,,,,,,
409032,54,0,,,,,,,,,,,,
409120,57,0,,,,,,,,,,,,
409193,187,0,,,,,,,,,,,,
409315,26440,0,,,,,,,,,,,,
409537,38,0,,,,,,,,,,,,
409591,108,0,,,,,,,,,,,,
410797,74,0,,,,,,,,,,,,
410964,40,0,,,,,,,,,,,,
411684,154,0,,,,,,,,,,,,
411754,31,0,,,,,,,,,,,,
412173,559,0,,,,,,,,,,,,
412535,35,0,,,,,,,,,,,,
412544,133,0,,,,,,,,,,,,
412599,391,0,,,,,,,,,,,,
413176,36,0,,,,,,,,,,,,
413617,219,0,,,,,,,,,,,,
413626,243,0,,,,,,,,,,,,
413680,319,0,,,,,,,,,,,,
413820,26,0,,,,,,,,,,,,
413893,1119,0,,,,,,,,,,,,
414063,93,0,,,,,,,,,,,,
414124,328,0,,,,,,,,,,,,
414461,2246,0,,,,,,,,,,,,
414489,84,0,,,,,,,,,,,,
414540,239,0,,,,,,,,,,,,
414869,341,0,,,,,,,,,,,,
414911,2286,0,,,,,,,,,,,,
414939,396,0,,,,,,,,,,,,
415039,50,0,,,,,,,,,,,,
415057,29,0,,,,,,,,,,,,
415987,84,0,,,,,,,,,,,,
416458,106,0,,,,,,,,,,,,
417008,102,0,,,,,,,,,,,,
417062,41,0,,,,,,,,,,,,
417105,435,0,,,,,,,,,,,,
417123,52,0,,,,,,,,,,,,
417248,34,0,,,,,,,,,,,,
417275,27,0,,,,,,,,,,,,
417327,329,0,,,,,,,,,,,,
417442,48,0,,,,,,,,,,,,
417503,355,0,,,,,,,,,,,,
417600,11,0,,,,,,,,,,,,
417628,21,0,,,,,,,,,,,,
417637,58,0,,,,,,,,,,,,
417646,23,0,,,,,,,,,,,,
417655,23,0,,,,,,,,,,,,
417682,20,0,,,,,,,,,,,,
417716,152,0,,,,,,,,,,,,
417725,48,0,,,,,,,,,,,,
417734,147,0,,,,,,,,,,,,
417752,26,0,,,,,,,,,,,,
417831,60,0,,,,,,,,,,,,
417840,406,0,,,,,,,,,,,,
417868,35,0,,,,,,,,,,,,
417886,23,0,,,,,,,,,,,,
417910,388,0,,,,,,,,,,,,
417983,23,0,,,,,,,,,,,,
417992,72,0,,,,,,,,,,,,
418001,77,0,,,,,,,,,,,,
418010,88,0,,,,,,,,,,,,
418029,37,0,,,,,,,,,,,,
418038,161,0,,,,,,,,,,,,
418065,275,0,,,,,,,,,,,,
418083,29,0,,,,,,,,,,,,
418171,43,0,,,,,,,,,,,,
418199,67,0,,,,,,,,,,,,
418205,220,0,,,,,,,,,,,,
418223,140,0,,,,,,,,,,,,
418250,189,0,,,,,,,,,,,,
418269,67,0,,,,,,,,,,,,
418278,158,0,,,,,,,,,,,,
418296,1535,0,,,,,,,,,,,,
418302,545,0,,,,,,,,,,,,
418320,1024,0,,,,,,,,,,,,
418348,516,0,,,,,,,,,,,,
418357,205,0,,,,,,,,,,,,
418409,288,0,,,,,,,,,,,,
418427,85,0,,,,,,,,,,,,
418445,25,0,,,,,,,,,,,,
418454,102,0,,,,,,,,,,,,
418481,38,0,,,,,,,,,,,,
418515,71,0,,,,,,,,,,,,
418524,57,0,,,,,,,,,,,,
418533,250,0,,,,,,,,,,,,
418542,64,0,,,,,,,,,,,,
418560,90,0,,,,,,,,,,,,
418588,37,0,,,,,,,,,,,,
418612,7,0,,,,,,,,,,,,
418658,418,0,,,,,,,,,,,,
418773,283,0,,,,,,,,,,,,
418782,231,0,,,,,,,,,,,,
418889,55,0,,,,,,,,,,,,
418913,11,0,,,,,,,,,,,,
418968,212,0,,,,,,,,,,,,
419031,26,0,,,,,,,,,,,,
419095,45,0,,,,,,,,,,,,
419183,72,0,,,,,,,,,,,,
419217,54,0,,,,,,,,,,,,
419226,484,0,,,,,,,,,,,,
419235,124,0,,,,,,,,,,,,
419244,264,0,,,,,,,,,,,,
419253,36,0,,,,,,,,,,,,
419280,34,0,,,,,,,,,,,,
419341,31,0,,,,,,,,,,,,
419420,32,0,,,,,,,,,,,,
419484,25,0,,,,,,,,,,,,
419633,83,0,,,,,,,,,,,,
419703,459,0,,,,,,,,,,,,
419712,194,0,,,,,,,,,,,,
419721,284,0,,,,,,,,,,,,
420024,225,0,,,,,,,,,,,,
420042,10,0,,,,,,,,,,,,
420130,328,0,,,,,,,,,,,,
420255,198,0,,,,,,,,,,,,
420325,86,0,,,,,,,,,,,,
420343,964,0,,,,,,,,,,,,
420370,383,0,,,,,,,,,,,,
420398,18808,0,,,,,,,,,,,,
420431,2000,0,,,,,,,,,,,,
420440,1782,0,,,,,,,,,,,,
420468,274,0,,,,,,,,,,,,
420538,1284,0,,,,,,,,,,,,
420556,736,0,,,,,,,,,,,,
420723,559,0,,,,,,,,,,,,
420981,625,0,,,,,,,,,,,,
421513,65,0,,,,,,,,,,,,
421610,103,0,,,,,,,,,,,,
421665,48,0,,,,,,,,,,,,
421708,1246,0,,,,,,,,,,,,
421717,19,0,,,,,,,,,,,,
421771,36,0,,,,,,,,,,,,
421841,286,0,,,,,,,,,,,,
421878,474,0,,,,,,,,,,,,
421896,186,0,,,,,,,,,,,,
422020,292,0,,,,,,,,,,,,
422835,321,0,,,,,,,,,,,,
423120,417,0,,,,,,,,,,,,
423397,547,0,,,,,,,,,,,,
423412,44,0,,,,,,,,,,,,
423652,467,0,,,,,,,,,,,,
425250,114,0,,,,,,,,,,,,
425986,172,0,,,,,,,,,,,,
427308,153,0,,,,,,,,,,,,
427335,38,0,,,,,,,,,,,,
427894,23,0,,,,,,,,,,,,
427973,237,0,,,,,,,,,,,,
427982,31,0,,,,,,,,,,,,
427991,752,0,,,,,,,,,,,,
428000,33,0,,,,,,,,,,,,
428019,315,0,,,,,,,,,,,,
428055,156,0,,,,,,,,,,,,
428125,61,0,,,,,,,,,,,,
428170,650,0,,,,,,,,,,,,
428392,1936,0,,,,,,,,,,,,
429128,728,0,,,,,,,,,,,,
430227,65,0,,,,,,,,,,,,
430245,596,0,,,,,,,,,,,,
430306,25,0,,,,,,,,,,,,
430403,273,0,,,,,,,,,,,,
430564,65,0,,,,,,,,,,,,
430582,440,0,,,,,,,,,,,,
430795,163,0,,,,,,,,,,,,
430883,36,0,,,,,,,,,,,,
430908,37,0,,,,,,,,,,,,
430935,551,0,,,,,,,,,,,,
430971,42,0,,,,,,,,,,,,
431017,372,0,,,,,,,,,,,,
431071,38,0,,,,,,,,,,,,
431105,85,0,,,,,,,,,,,,
431123,195,0,,,,,,,,,,,,
431141,1376,0,,,,,,,,,,,,
431187,152,0,,,,,,,,,,,,
431196,61,0,,,,,,,,,,,,
431266,79,0,,,,,,,,,,,,
431275,62,0,,,,,,,,,,,,
431284,72,0,,,,,,,,,,,,
431558,296,0,,,,,,,,,,,,
431600,305,0,,,,,,,,,,,,
431716,450,0,,,,,,,,,,,,
431983,78,0,,,,,,,,,,,,
432117,172,0,,,,,,,,,,,,
432269,74,0,,,,,,,,,,,,
432384,467,0,,,,,,,,,,,,
432524,104,0,,,,,,,,,,,,
433013,971,0,,,,,,,,,,,,
433040,33,0,,,,,,,,,,,,
433068,429,0,,,,,,,,,,,,
433101,703,0,,,,,,,,,,,,
433138,90,0,,,,,,,,,,,,
433174,410,0,,,,,,,,,,,,
434016,208,0,,,,,,,,,,,,
434061,5887,0,,,,,,,,,,,,
434140,675,0,,,,,,,,,,,,
434159,438,0,,,,,,,,,,,,
434274,74,0,,,,,,,,,,,,
434283,18,0,,,,,,,,,,,,
434308,251,0,,,,,,,,,,,,
434344,171,0,,,,,,,,,,,,
434362,49,0,,,,,,,,,,,,
434432,10,0,,,,,,,,,,,,
434469,340,0,,,,,,,,,,,,
434496,103,0,,,,,,,,,,,,
434584,311,0,,,,,,,,,,,,
434672,15803,0,,,,,,,,,,,,
434751,103,0,,,,,,,,,,,,
434821,584,0,,,,,,,,,,,,
434830,186,0,,,,,,,,,,,,
434900,356,0,,,,,,,,,,,,
434937,57,0,,,,,,,,,,,,
436030,230,0,,,,,,,,,,,,
436304,2406,0,,,,,,,,,,,,
436429,5833,0,,,,,,,,,,,,
436553,509,0,,,,,,,,,,,,
436599,176,0,,,,,,,,,,,,
436632,117,0,,,,,,,,,,,,
436650,146,0,,,,,,,,,,,,
436818,760,0,,,,,,,,,,,,
436827,474,0,,,,,,,,,,,,
436836,2240,0,,,,,,,,,,,,
437103,10859,0,,,,,,,,,,,,
437237,76,0,,,,,,,,,,,,
437556,1128,0,,,,,,,,,,,,
437608,150,0,,,,,,,,,,,,
437635,829,0,,,,,,,,,,,,
437723,18,0,,,,,,,,,,,,
437732,2,0,,,,,,,,,,,,
437750,110,0,,,,,,,,,,,,
437769,147,0,,,,,,,,,,,,
437778,349,0,,,,,,,,,,,,
437857,121,0,,,,,,,,,,,,
437936,680,0,,,,,,,,,,,,
438179,211,0,,,,,,,,,,,,
438221,129,0,,,,,,,,,,,,
438258,432,0,,,,,,,,,,,,
438285,211,0,,,,,,,,,,,,
438337,206,0,,,,,,,,,,,,
438504,1484,0,,,,,,,,,,,,
438674,48,0,,,,,,,,,,,,
